MANDT,EBELN,BUKRS,BSTYP,BSART,BSAKZ,LOEKZ,STATU,AEDAT,ERNAM,PINCR,LPONR,LIFNR,SPRAS,ZTERM,ZBD1T,ZBD2T,ZBD3T,ZBD1P,ZBD2P,EKORG,EKGRP,WAERS,WKURS,KUFIX,BEDAT,KDATB,KDATE,BWBDT,ANGDT,BNDDT,GWLDT,AUSNR,ANGNR,IHREZ,KTWRT
200,4539734604,C001,F,UB,"",X,B,20251212,USER19,00022,00089,V221245,E,PT30,7,45,83,4.83,2.825,P001,002,INR,7.1595,X,20251212,20251112,20261212,20251222,20260101,20260111,20261212,1828830819,2698400745,REF1751,160035.81
100,4550133524,C001,K,NB,X,"",B,20250625,USER37,00075,00020,V987121,F,PT14,17,54,80,0.655,1.912,P001,001,INR,69.92347,"",20250625,20250526,20260625,20250705,20250715,20250725,20260625,7640879411,5075880294,REF1728,181093.74
200,4582610872,C002,K,ZNB,X,X,B,20250120,USER64,00082,00010,V855547,F,PT33,22,40,89,1.548,0.515,P003,003,INR,77.31409,"",20250120,20241221,20260120,20250130,20250209,20250219,20260120,5922101896,4448788734,REF2130,429772.4
200,4509711921,C003,F,ZNB,X,X,B,20230822,USER49,00047,00089,V848051,D,PT13,4,39,84,4.266,0.878,P002,004,INR,23.34018,X,20230822,20230723,20240821,20230901,20230911,20230921,20240821,7242808406,6568205210,REF5382,251890.3
100,4536970448,C004,F,FO,X,"",B,20241117,USER15,00065,00017,V653635,F,PT19,21,35,61,4.371,2.338,P003,003,EUR,34.74614,"",20241117,20241018,20251117,20241127,20241207,20241217,20251117,4497653140,8104241308,REF4840,57976.75
100,4599536768,C001,F,NB,X,"",A,20230904,USER65,00067,00057,V741605,F,PT49,5,44,60,4.35,2.174,P003,004,INR,76.67459,"",20230904,20230805,20240903,20230914,20230924,20231004,20240903,7979647374,1150264260,REF8897,384176.75
300,4519948056,C004,F,NB,"",X,B,20241016,USER23,00011,00072,V112641,E,PT27,6,34,64,4.382,2.668,P003,001,EUR,63.42652,X,20241016,20240916,20251016,20241026,20241105,20241115,20251016,7398164649,5988248459,REF4304,434649.9
100,4595462128,C002,K,FO,"",X,B,20231007,USER41,00055,00096,V932860,F,PT34,6,31,87,2.135,0.962,P003,002,USD,32.9345,X,20231007,20230907,20241006,20231017,20231027,20231106,20241006,5043236434,2553113124,REF3243,69702.11
200,4576023785,C002,K,UB,X,X,B,20240126,USER64,00093,00034,V282521,D,PT10,25,51,73,2.557,0.272,P003,003,EUR,20.02224,"",20240126,20231227,20250125,20240205,20240215,20240225,20250125,7761276284,8359344989,REF7358,413849.47
100,4597634928,C002,K,UB,"","",B,20240812,USER2,00017,00074,V869198,D,PT25,15,53,83,1.979,2.806,P002,002,EUR,76.76255,"",20240812,20240713,20250812,20240822,20240901,20240911,20250812,6098518987,6412448393,REF2900,90357.77
300,4535047112,C001,F,NB,"",X,A,20230731,USER67,00040,00070,V722057,E,PT44,29,32,80,0.165,0.899,P001,004,EUR,19.48426,X,20230731,20230701,20240730,20230810,20230820,20230830,20240730,4734187631,5369574486,REF2724,351441.64
100,4548266248,C001,K,ZNB,X,"",C,20250807,USER5,00078,00083,V442541,E,PT36,25,34,61,0.784,2.841,P003,003,USD,22.71039,X,20250807,20250708,20260807,20250817,20250827,20250906,20260807,1990055692,1931318103,REF6828,10898.65
300,4559948241,C001,F,NB,"","",A,20250720,USER61,00033,00094,V742781,F,PT34,10,56,83,1.332,0.472,P002,004,EUR,20.03945,"",20250720,20250620,20260720,20250730,20250809,20250819,20260720,7984516303,3796731158,REF6043,478569.46
300,4537437347,C003,K,ZNB,X,"",B,20250922,USER42,00090,00097,V915049,D,PT23,27,53,69,2.83,1.863,P002,003,EUR,57.4059,"",20250922,20250823,20260922,20251002,20251012,20251022,20260922,6682340541,6070340134,REF9226,303043.6
200,4553674775,C001,K,NB,X,X,B,20250718,USER91,00094,00037,V815947,F,PT50,23,33,71,4.064,1.183,P001,004,USD,83.48364,X,20250718,20250618,20260718,20250728,20250807,20250817,20260718,5269170002,5758427029,REF7307,379453.93
300,4501726060,C002,K,UB,"",X,C,20250731,USER12,00024,00023,V891395,F,PT18,26,35,81,0.066,0.692,P003,002,USD,71.73577,X,20250731,20250701,20260731,20250810,20250820,20250830,20260731,4816773682,2444546569,REF5330,86981.39
100,4563848184,C001,F,NB,X,"",B,20240306,USER81,00063,00047,V376847,E,PT22,11,46,81,0.973,1.197,P003,003,USD,45.30213,"",20240306,20240205,20250306,20240316,20240326,20240405,20250306,9633370086,9788959097,REF5837,170223.38
200,4578907810,C003,F,ZNB,"","",B,20251030,USER86,00030,00019,V231607,E,PT41,19,33,85,4.845,2.608,P001,003,INR,66.04388,X,20251030,20250930,20261030,20251109,20251119,20251129,20261030,5641798527,2931737151,REF4427,189803.82
300,4518420145,C003,K,FO,X,"",C,20230818,USER16,00085,00095,V440218,E,PT41,4,49,73,3.066,0.553,P003,002,USD,78.10066,X,20230818,20230719,20240817,20230828,20230907,20230917,20240817,4817326885,8273587546,REF9192,168331.67
100,4597828252,C003,K,UB,"","",B,20240108,USER43,00051,00064,V562384,F,PT14,17,45,77,4.895,0.903,P001,003,USD,43.83903,"",20240108,20231209,20250107,20240118,20240128,20240207,20250107,6676624465,1414790147,REF9005,118441.13
200,4580225711,C003,K,FO,"",X,C,20240614,USER68,00033,00065,V464721,D,PT46,4,32,81,3.849,0.835,P002,003,INR,20.23061,"",20240614,20240515,20250614,20240624,20240704,20240714,20250614,6388474216,4129390313,REF5642,99568.66
300,4559167150,C001,F,FO,"",X,B,20240701,USER35,00025,00099,V678566,F,PT20,11,44,83,3.123,0.957,P002,001,USD,27.57344,X,20240701,20240601,20250701,20240711,20240721,20240731,20250701,4612080603,3340607438,REF4270,315551.98
100,4555325250,C003,F,FO,"",X,A,20241006,USER2,00099,00039,V317759,F,PT23,1,51,66,1.249,0.268,P003,002,USD,68.05276,"",20241006,20240906,20251006,20241016,20241026,20241105,20251006,3846354424,8266202789,REF1814,118895.35
300,4578662045,C003,F,UB,X,"",A,20241117,USER13,00041,00021,V246196,D,PT52,21,55,67,1.491,2.75,P003,003,EUR,59.1976,X,20241117,20241018,20251117,20241127,20241207,20241217,20251117,9340460528,5068760183,REF3569,122224.98
100,4506975632,C004,K,FO,X,X,A,20240205,USER71,00038,00078,V588914,D,PT27,27,42,74,0.261,0.38,P001,004,INR,19.41483,X,20240205,20240106,20250204,20240215,20240225,20240306,20250204,5403426712,5926394182,REF4078,369385.79
100,4530371881,C003,F,UB,"",X,C,20250805,USER83,00099,00085,V693648,D,PT38,29,44,60,0.465,2.213,P001,003,EUR,74.05196,"",20250805,20250706,20260805,20250815,20250825,20250904,20260805,2957184839,8103740256,REF1794,365599.86
200,4529022889,C003,K,NB,X,X,C,20240316,USER71,00048,00051,V614472,F,PT28,12,40,86,2.64,2.124,P003,001,INR,27.52087,X,20240316,20240215,20250316,20240326,20240405,20240415,20250316,2641825692,3572835260,REF8538,185593.28
300,4502655106,C001,F,ZNB,"","",C,20241002,USER31,00028,00077,V506195,E,PT40,29,59,81,3.677,2.636,P003,003,USD,4.95815,X,20241002,20240902,20251002,20241012,20241022,20241101,20251002,6683646531,5418068048,REF5052,283220.12
300,4581948449,C004,F,FO,"",X,A,20231114,USER18,00067,00075,V562526,E,PT31,11,52,85,3.51,2.309,P001,001,USD,52.78199,"",20231114,20231015,20241113,20231124,20231204,20231214,20241113,7501997613,1149445643,REF5840,411513.56
200,4591292006,C001,F,FO,"",X,A,20251223,USER44,00060,00014,V516922,F,PT29,17,56,65,1.957,2.24,P003,002,USD,4.03069,X,20251223,20251123,20261223,20260102,20260112,20260122,20261223,9013858832,8679548216,REF1462,209473.87
300,4577614650,C004,K,ZNB,"","",C,20241206,USER78,00040,00064,V427409,D,PT34,1,59,79,1.643,2.395,P001,004,INR,45.22755,"",20241206,20241106,20251206,20241216,20241226,20250105,20251206,7068177393,3965632947,REF6509,419351.91
200,4518236816,C003,K,FO,"",X,A,20230914,USER7,00015,00020,V289379,E,PT34,30,58,65,4.163,1.243,P002,002,EUR,36.26754,"",20230914,20230815,20240913,20230924,20231004,20231014,20240913,3045982907,9296557988,REF3539,154485.15
300,4509214918,C002,K,FO,"","",A,20240322,USER11,00053,00073,V487414,D,PT53,4,30,72,1.417,0.002,P002,003,USD,3.64729,X,20240322,20240221,20250322,20240401,20240411,20240421,20250322,5497821627,8808717643,REF5866,87107.02
100,4578718232,C004,K,ZNB,"",X,A,20240219,USER82,00082,00073,V649815,E,PT38,18,59,63,2.771,1.117,P002,004,INR,6.09114,X,20240219,20240120,20250218,20240229,20240310,20240320,20250218,7080108848,9044750491,REF9243,137035.61
300,4521335828,C004,K,NB,X,X,A,20240914,USER4,00016,00036,V215629,E,PT28,29,41,60,4.766,2.383,P002,002,EUR,64.94231,X,20240914,20240815,20250914,20240924,20241004,20241014,20250914,2240352276,2313435387,REF7593,11337.6
100,4530390928,C003,K,FO,"",X,A,20240520,USER10,00076,00057,V380618,E,PT30,2,43,63,3.516,2.266,P001,004,INR,28.10495,"",20240520,20240420,20250520,20240530,20240609,20240619,20250520,4246210440,6126761698,REF3054,27809.68
300,4594069082,C002,F,ZNB,X,X,A,20250310,USER18,00070,00066,V839996,D,PT27,1,33,73,2.136,0.24,P003,004,USD,34.29341,"",20250310,20250208,20260310,20250320,20250330,20250409,20260310,8688208083,3760214878,REF7906,206804.68
200,4503722199,C003,F,ZNB,"",X,A,20251217,USER44,00035,00051,V968316,F,PT54,28,50,70,0.711,1.013,P001,003,INR,51.8725,X,20251217,20251117,20261217,20251227,20260106,20260116,20261217,7014407216,4585273368,REF7992,55686.6
100,4581005061,C003,F,ZNB,X,"",C,20230605,USER53,00099,00097,V485987,E,PT48,1,56,65,2.019,2.844,P002,002,EUR,71.09696,"",20230605,20230506,20240604,20230615,20230625,20230705,20240604,6506954002,3347246372,REF3426,425765.34
300,4574589205,C004,K,FO,"",X,C,20240528,USER35,00030,00080,V843584,D,PT10,20,55,75,4.835,0.332,P003,004,INR,20.87812,X,20240528,20240428,20250528,20240607,20240617,20240627,20250528,6008885920,8100886318,REF2505,91224.57
100,4529750593,C003,F,ZNB,X,"",B,20241226,USER22,00034,00018,V992385,D,PT11,20,48,60,2.379,0.039,P003,001,INR,10.08134,X,20241226,20241126,20251226,20250105,20250115,20250125,20251226,2619792249,7190539294,REF2222,269250.63
100,4568872568,C001,K,UB,X,"",C,20260112,USER30,00062,00058,V783496,E,PT13,8,35,88,4.261,1.683,P003,003,INR,59.10874,"",20260112,20251213,20270112,20260122,20260201,20260211,20270112,9742254930,5505237087,REF6542,189986.94
100,4513309895,C002,K,ZNB,X,"",B,20230823,USER37,00053,00089,V352856,E,PT38,7,40,67,0.879,1.2,P001,004,EUR,78.40092,X,20230823,20230724,20240822,20230902,20230912,20230922,20240822,8685929926,3054625319,REF3595,387574.55
200,4522098931,C001,F,ZNB,"","",B,20250102,USER56,00081,00048,V328587,E,PT11,19,60,74,3.16,1.156,P003,002,EUR,15.30068,"",20250102,20241203,20260102,20250112,20250122,20250201,20260102,6501794071,9719691855,REF3196,137289.64
200,4590910601,C002,K,ZNB,X,X,B,20240204,USER16,00043,00065,V246750,D,PT38,14,47,85,2.025,1.946,P003,001,USD,39.47423,"",20240204,20240105,20250203,20240214,20240224,20240305,20250203,8084511569,5559087462,REF7650,233814.09
100,4576164052,C002,F,ZNB,"","",C,20260105,USER13,00074,00026,V138388,D,PT40,24,41,70,4.243,2.327,P002,001,USD,23.14306,"",20260105,20251206,20270105,20260115,20260125,20260204,20270105,1665303033,1845394306,REF8822,111123.01
300,4533147248,C002,K,FO,"","",B,20240316,USER87,00047,00069,V715933,E,PT35,14,37,69,0.056,1.298,P001,004,EUR,7.54432,X,20240316,20240215,20250316,20240326,20240405,20240415,20250316,7798151518,7913157270,REF5588,266768.11
300,4542668555,C004,K,UB,"","",A,20231225,USER64,00070,00086,V923911,E,PT59,14,53,63,4.158,2.174,P002,003,USD,6.02846,"",20231225,20231125,20241224,20240104,20240114,20240124,20241224,8900061479,5635007612,REF7107,299832.4
200,4573101484,C001,K,ZNB,"","",B,20231027,USER98,00081,00025,V242105,D,PT47,15,50,90,4.861,0.581,P003,002,INR,0.59163,X,20231027,20230927,20241026,20231106,20231116,20231126,20241026,6097668493,1355093724,REF8047,362330.72
300,4568310315,C004,K,UB,X,X,A,20250605,USER12,00064,00026,V856930,F,PT31,16,39,87,3.473,1.276,P002,003,EUR,58.34932,X,20250605,20250506,20260605,20250615,20250625,20250705,20260605,3255953401,9115489949,REF6106,104783.61
100,4510976626,C001,K,FO,X,"",A,20241229,USER86,00069,00021,V551306,F,PT51,26,52,73,0.927,2.672,P001,003,USD,76.79834,"",20241229,20241129,20251229,20250108,20250118,20250128,20251229,5775604848,7099894312,REF5564,254462.37
100,4568298573,C001,K,FO,"","",B,20240226,USER44,00033,00073,V232708,F,PT36,12,47,66,3.961,1.078,P003,002,USD,24.59342,X,20240226,20240127,20250225,20240307,20240317,20240327,20250225,8211965322,5704966863,REF8189,317568.77
200,4570494003,C004,F,ZNB,X,"",C,20231025,USER21,00074,00018,V728169,F,PT56,7,55,67,2.909,1.934,P003,001,USD,75.44548,X,20231025,20230925,20241024,20231104,20231114,20231124,20241024,9759806334,4929594035,REF1674,425493.79
100,4518096499,C001,K,ZNB,X,"",A,20240229,USER62,00065,00056,V150887,E,PT38,5,39,85,0.541,2.751,P002,003,EUR,62.8363,"",20240229,20240130,20250228,20240310,20240320,20240330,20250228,6351389224,1686545179,REF5882,241939.44
200,4520849701,C003,K,UB,"","",B,20250807,USER49,00093,00020,V710431,D,PT21,26,43,77,0.076,1.409,P001,003,EUR,58.25098,X,20250807,20250708,20260807,20250817,20250827,20250906,20260807,9124527234,5625563052,REF8555,433402.19
200,4597072044,C003,K,ZNB,X,X,A,20251117,USER88,00082,00088,V198875,D,PT47,11,40,73,1.163,2.519,P002,004,EUR,73.31849,X,20251117,20251018,20261117,20251127,20251207,20251217,20261117,1721724646,1485357419,REF1073,368684.8
300,4563518750,C003,F,NB,"","",A,20250831,USER42,00075,00036,V522539,F,PT46,12,42,76,3.344,2.334,P002,001,INR,10.62412,"",20250831,20250801,20260831,20250910,20250920,20250930,20260831,7368390697,5321793933,REF4613,387886.69
300,4529328181,C001,K,FO,"","",B,20241106,USER91,00068,00081,V298317,F,PT54,12,30,72,4.169,0.279,P002,002,INR,43.68466,"",20241106,20241007,20251106,20241116,20241126,20241206,20251106,5055113488,2734434002,REF1479,422700.39
100,4574006010,C002,F,ZNB,X,"",C,20250426,USER95,00069,00071,V194207,E,PT60,20,58,71,1.439,2.53,P002,004,USD,42.98526,X,20250426,20250327,20260426,20250506,20250516,20250526,20260426,9557609612,6274374788,REF2986,166892.11
300,4585667075,C004,F,UB,X,"",B,20241222,USER19,00060,00086,V419753,F,PT40,27,36,82,0.906,2.348,P003,004,EUR,7.20162,"",20241222,20241122,20251222,20250101,20250111,20250121,20251222,3566481407,4873487868,REF1747,72709.17
200,4569037419,C002,F,UB,"","",A,20240705,USER96,00092,00038,V865187,E,PT34,27,42,86,2.058,0.717,P002,003,USD,7.36158,X,20240705,20240605,20250705,20240715,20240725,20240804,20250705,1055759015,4134480809,REF8739,56230.17
200,4579245997,C002,F,UB,X,"",C,20250629,USER21,00063,00091,V924534,F,PT40,24,57,83,0.865,0.384,P003,001,EUR,3.73484,"",20250629,20250530,20260629,20250709,20250719,20250729,20260629,7112932604,6806441700,REF5629,156510.83
200,4568681056,C004,F,NB,X,"",B,20231027,USER90,00095,00015,V971004,E,PT20,24,38,90,1.446,2.458,P002,001,EUR,36.05352,X,20231027,20230927,20241026,20231106,20231116,20231126,20241026,7838908379,1803276209,REF6198,413170.29
100,4579107433,C001,K,NB,X,X,A,20240222,USER66,00063,00061,V197928,E,PT30,20,36,64,3.186,1.442,P002,001,EUR,64.95231,"",20240222,20240123,20250221,20240303,20240313,20240323,20250221,2009780624,9927494257,REF9772,131231.65
300,4573944311,C003,K,ZNB,"","",B,20251228,USER23,00048,00051,V133927,F,PT43,8,55,86,2.335,1.201,P002,004,EUR,73.7256,"",20251228,20251128,20261228,20260107,20260117,20260127,20261228,6126295552,2355211817,REF2033,345323.42
300,4509231290,C003,K,ZNB,"",X,A,20240115,USER33,00050,00024,V650996,F,PT48,24,37,69,0.446,2.296,P001,004,INR,82.69336,X,20240115,20231216,20250114,20240125,20240204,20240214,20250114,7034874496,4257626191,REF1105,207691.9
300,4517156846,C003,F,NB,"","",C,20250717,USER61,00063,00031,V809945,F,PT20,19,57,82,0.366,2.861,P002,001,EUR,4.92649,"",20250717,20250617,20260717,20250727,20250806,20250816,20260717,6309682788,7453844502,REF9880,194642.72
300,4582202744,C003,K,UB,"",X,A,20240103,USER9,00081,00077,V710113,E,PT46,9,47,71,1.617,0.312,P002,002,INR,3.00569,X,20240103,20231204,20250102,20240113,20240123,20240202,20250102,3542498328,9911597644,REF5344,425359.14
300,4528282309,C001,K,UB,"",X,C,20241124,USER62,00059,00095,V611791,F,PT35,25,37,72,1.338,0.716,P002,004,USD,39.7204,"",20241124,20241025,20251124,20241204,20241214,20241224,20251124,6755084368,1951525415,REF5664,221240.75
200,4580881629,C002,K,NB,"","",A,20230719,USER1,00093,00069,V492712,D,PT10,21,58,67,3.653,2.281,P003,001,EUR,38.4462,"",20230719,20230619,20240718,20230729,20230808,20230818,20240718,7011822332,2663462806,REF4868,45416.0
100,4509547425,C003,F,NB,X,"",A,20240416,USER64,00044,00095,V149026,F,PT45,24,46,75,3.709,2.553,P001,001,USD,46.89882,X,20240416,20240317,20250416,20240426,20240506,20240516,20250416,9609105322,7854462962,REF4097,112242.67
300,4531017943,C003,F,UB,"","",A,20250217,USER89,00083,00034,V715285,D,PT33,28,50,61,0.306,1.803,P001,003,INR,61.47796,"",20250217,20250118,20260217,20250227,20250309,20250319,20260217,5707054371,2639589974,REF8009,445691.83
100,4520915477,C003,K,ZNB,"",X,C,20251127,USER55,00087,00056,V483984,D,PT49,4,38,69,4.055,2.599,P003,002,USD,64.28204,"",20251127,20251028,20261127,20251207,20251217,20251227,20261127,5838277481,6921298488,REF1624,85134.13
200,4572736082,C003,K,FO,"",X,A,20250507,USER52,00062,00082,V154997,F,PT35,18,47,71,3.345,1.988,P002,002,EUR,62.41747,X,20250507,20250407,20260507,20250517,20250527,20250606,20260507,7335365647,3606118871,REF1093,456332.62
300,4562700263,C003,K,NB,X,X,B,20251202,USER83,00090,00079,V676734,E,PT39,11,57,77,0.837,2.572,P001,004,USD,63.85671,"",20251202,20251102,20261202,20251212,20251222,20260101,20261202,6319985157,6764373218,REF4926,365466.65
200,4530297597,C001,K,ZNB,"",X,A,20240708,USER69,00019,00015,V608752,F,PT22,17,52,87,2.524,0.355,P003,004,EUR,8.90043,X,20240708,20240608,20250708,20240718,20240728,20240807,20250708,9433297415,2650309160,REF4384,155208.75
200,4550727723,C003,F,ZNB,"","",A,20230520,USER38,00061,00037,V417484,F,PT43,15,47,79,4.047,0.132,P001,003,INR,47.72455,"",20230520,20230420,20240519,20230530,20230609,20230619,20240519,4168678873,7590736874,REF1617,29368.33
100,4592151055,C002,K,ZNB,X,X,B,20250821,USER97,00044,00024,V673317,F,PT39,28,36,82,3.804,2.701,P001,002,INR,34.99769,"",20250821,20250722,20260821,20250831,20250910,20250920,20260821,5902595006,3251370747,REF5204,359841.19
100,4529967126,C004,F,NB,"","",B,20250617,USER62,00057,00059,V814618,F,PT17,19,41,87,2.584,0.304,P003,002,USD,83.42809,"",20250617,20250518,20260617,20250627,20250707,20250717,20260617,3677059370,7316615275,REF6391,411491.0
100,4557066127,C002,K,ZNB,X,"",C,20230612,USER50,00052,00030,V981541,E,PT11,15,45,89,3.535,1.198,P002,002,EUR,65.77613,X,20230612,20230513,20240611,20230622,20230702,20230712,20240611,5171395598,4846503284,REF9646,91205.93
200,4582384481,C004,K,NB,X,"",A,20241017,USER69,00080,00068,V515639,E,PT14,25,36,69,3.104,1.303,P002,003,USD,19.99504,"",20241017,20240917,20251017,20241027,20241106,20241116,20251017,5730739461,6695151183,REF3203,22365.5
100,4580736386,C004,K,NB,X,"",A,20241117,USER13,00072,00077,V668651,E,PT58,29,60,86,3.3,0.695,P003,003,USD,82.75648,X,20241117,20241018,20251117,20241127,20241207,20241217,20251117,8307934437,7342660639,REF2120,201523.48
300,4506561948,C002,F,UB,"",X,A,20240904,USER24,00020,00078,V659792,D,PT39,1,37,69,0.05,0.005,P002,004,INR,3.42895,"",20240904,20240805,20250904,20240914,20240924,20241004,20250904,4611332365,5934882036,REF7050,73616.55
100,4506091752,C003,K,NB,X,X,B,20240726,USER76,00085,00067,V933324,E,PT37,13,44,64,4.234,0.89,P002,001,INR,40.67121,"",20240726,20240626,20250726,20240805,20240815,20240825,20250726,9268925263,4850842867,REF6378,95149.09
100,4523674926,C001,F,NB,X,"",C,20231117,USER17,00059,00093,V910365,D,PT35,13,44,76,2.614,2.7,P001,004,INR,80.21653,X,20231117,20231018,20241116,20231127,20231207,20231217,20241116,6125591225,5167100202,REF8254,389959.21
300,4571800697,C004,K,ZNB,X,"",B,20241207,USER56,00055,00081,V716259,E,PT42,13,52,78,2.158,0.371,P003,004,INR,25.43456,X,20241207,20241107,20251207,20241217,20241227,20250106,20251207,2428598986,4268155038,REF1597,477160.26
300,4595767653,C004,K,FO,"","",A,20251005,USER69,00060,00082,V785666,F,PT47,30,53,66,3.025,2.251,P002,003,USD,0.59999,X,20251005,20250905,20261005,20251015,20251025,20251104,20261005,5974600297,3029160428,REF7119,250931.39
300,4551969713,C004,K,NB,"",X,B,20250610,USER14,00019,00077,V851133,F,PT47,20,59,64,4.408,1.137,P001,004,EUR,37.35646,X,20250610,20250511,20260610,20250620,20250630,20250710,20260610,5183685335,6244978903,REF7916,166881.45
200,4592844971,C001,F,FO,"","",C,20251129,USER58,00037,00087,V200634,F,PT49,13,48,90,3.563,0.903,P001,003,USD,13.44761,X,20251129,20251030,20261129,20251209,20251219,20251229,20261129,3707748515,7730370059,REF4103,95593.16
200,4518115089,C001,K,FO,X,"",B,20250922,USER90,00050,00010,V704050,F,PT36,11,50,68,1.626,1.384,P001,002,INR,81.41212,X,20250922,20250823,20260922,20251002,20251012,20251022,20260922,1979991583,1810820866,REF9996,410561.68
200,4550243588,C002,K,UB,X,X,B,20230728,USER51,00027,00097,V276998,D,PT21,18,39,84,2.274,0.798,P003,003,EUR,42.50401,"",20230728,20230628,20240727,20230807,20230817,20230827,20240727,2425601521,9479000767,REF2986,45713.87
