MANDT,WERKS,LGORT,LGOBE,SPART,XLONG,XBUFX,DISKZ,XBLGO,XRESS,XHUPF,PARLG,VKORG,VTWEG,VSTEL,LIFNR,KUNNR,MESBS,MESST,OIH_LICNO,OIG_ITRFL,OIB_TNKASSIGN
100,PL05,SL25,Storage Location 25,05,"",X,1,X,"","",SL25,SO05,01,SP10,VEND000425,CUST000625,MES_SYSTEM_05,1,LIC000425,X,""
200,PL06,SL26,Storage Location 26,01,"","",2,"",X,"",SL26,SO06,02,SP11,VEND000426,CUST000626,MES_SYSTEM_06,2,LIC000426,"",X
300,PL07,SL27,Storage Location 27,02,"","",2,"","","",SL27,SO07,03,SP12,VEND000427,CUST000627,MES_SYSTEM_07,1,LIC000427,"",""
100,PL08,SL28,Storage Location 28,03,"","",1,"","",X,SL28,SO08,01,SP13,VEND000428,CUST000628,MES_SYSTEM_08,2,LIC000428,"",""
200,PL09,SL29,Storage Location 29,04,"","",2,"","","",SL29,SO09,02,SP14,VEND000429,CUST000629,MES_SYSTEM_09,1,LIC000429,X,""
300,PL10,SL30,Storage Location 30,05,"","",2,"","","",SL30,SO10,03,SP15,VEND000430,CUST000630,MES_SYSTEM_10,2,LIC000430,"",""
100,PL11,SL31,Storage Location 31,01,X,"",1,X,"","",SL31,SO01,01,SP01,VEND000431,CUST000631,MES_SYSTEM_11,1,LIC000431,"",X
200,PL12,SL32,Storage Location 32,02,"","",2,"","","",SL32,SO02,02,SP02,VEND000432,CUST000632,MES_SYSTEM_12,2,LIC000432,"",""
300,PL13,SL33,Storage Location 33,03,"",X,2,"",X,"",SL33,SO03,03,SP03,VEND000433,CUST000633,MES_SYSTEM_13,1,LIC000433,X,""
100,PL14,SL34,Storage Location 34,04,"","",1,"","","",SL34,SO04,01,SP04,VEND000434,CUST000634,MES_SYSTEM_14,2,LIC000434,"",""
200,PL15,SL35,Storage Location 35,05,"","",2,"","","",SL35,SO05,02,SP05,VEND000435,CUST000635,MES_SYSTEM_15,1,LIC000435,"",""
300,PL16,SL36,Storage Location 36,01,"","",2,"","","",SL36,SO06,03,SP06,VEND000436,CUST000636,MES_SYSTEM_16,2,LIC000436,"",X
100,PL17,SL37,Storage Location 37,02,"","",1,X,"",X,SL37,SO07,01,SP07,VEND000437,CUST000637,MES_SYSTEM_17,1,LIC000437,X,""
200,PL18,SL38,Storage Location 38,03,"","",2,"","","",SL38,SO08,02,SP08,VEND000438,CUST000638,MES_SYSTEM_18,2,LIC000438,"",""
300,PL19,SL39,Storage Location 39,04,"","",2,"","","",SL39,SO09,03,SP09,VEND000439,CUST000639,MES_SYSTEM_19,1,LIC000439,"",""
100,PL20,SL40,Storage Location 40,05,"","",1,"",X,"",SL40,SO10,01,SP10,VEND000440,CUST000640,MES_SYSTEM_20,2,LIC000440,"",""
200,PL01,SL41,Storage Location 41,01,X,X,2,"","","",SL41,SO01,02,SP11,VEND000441,CUST000641,MES_SYSTEM_01,1,LIC000441,X,X
300,PL02,SL42,Storage Location 42,02,"","",2,"","","",SL42,SO02,03,SP12,VEND000442,CUST000642,MES_SYSTEM_02,2,LIC000442,"",""
100,PL03,SL43,Storage Location 43,03,"","",1,X,"","",SL43,SO03,01,SP13,VEND000443,CUST000643,MES_SYSTEM_03,1,LIC000443,"",""
200,PL04,SL44,Storage Location 44,04,"","",2,"","","",SL44,SO04,02,SP14,VEND000444,CUST000644,MES_SYSTEM_04,2,LIC000444,"",""
300,PL05,SL45,Storage Location 45,05,"","",2,"","","",SL45,SO05,03,SP15,VEND000445,CUST000645,MES_SYSTEM_05,1,LIC000445,X,""
100,PL06,SL46,Storage Location 46,01,"","",1,"","",X,SL46,SO06,01,SP01,VEND000446,CUST000646,MES_SYSTEM_06,2,LIC000446,"",X
200,PL07,SL47,Storage Location 47,02,"","",2,"",X,"",SL47,SO07,02,SP02,VEND000447,CUST000647,MES_SYSTEM_07,1,LIC000447,"",""
300,PL08,SL48,Storage Location 48,03,"","",2,"","","",SL48,SO08,03,SP03,VEND000448,CUST000648,MES_SYSTEM_08,2,LIC000448,"",""
100,PL09,SL49,Storage Location 49,04,"",X,1,X,"","",SL49,SO09,01,SP04,VEND000449,CUST000649,MES_SYSTEM_09,1,LIC000449,X,""
200,PL10,SL50,Storage Location 50,05,"","",2,"","","",SL50,SO10,02,SP05,VEND000450,CUST000650,MES_SYSTEM_10,2,LIC000450,"",""
300,PL11,SL01,Storage Location 01,01,X,"",2,"","","",SL01,SO01,03,SP06,VEND000451,CUST000651,MES_SYSTEM_11,1,LIC000451,"",X
100,PL12,SL02,Storage Location 02,02,"","",1,"","","",SL02,SO02,01,SP07,VEND000452,CUST000652,MES_SYSTEM_12,2,LIC000452,"",""
200,PL13,SL03,Storage Location 03,03,"","",2,"","","",SL03,SO03,02,SP08,VEND000453,CUST000653,MES_SYSTEM_13,1,LIC000453,X,""
300,PL14,SL04,Storage Location 04,04,"","",2,"",X,"",SL04,SO04,03,SP09,VEND000454,CUST000654,MES_SYSTEM_14,2,LIC000454,"",""
100,PL15,SL05,Storage Location 05,05,"","",1,X,"",X,SL05,SO05,01,SP10,VEND000455,CUST000655,MES_SYSTEM_15,1,LIC000455,"",""
200,PL16,SL06,Storage Location 06,01,"","",2,"","","",SL06,SO06,02,SP11,VEND000456,CUST000656,MES_SYSTEM_16,2,LIC000456,"",X
300,PL17,SL07,Storage Location 07,02,"",X,2,"","","",SL07,SO07,03,SP12,VEND000457,CUST000657,MES_SYSTEM_17,1,LIC000457,X,""
100,PL18,SL08,Storage Location 08,03,"","",1,"","","",SL08,SO08,01,SP13,VEND000458,CUST000658,MES_SYSTEM_18,2,LIC000458,"",""
200,PL19,SL09,Storage Location 09,04,"","",2,"","","",SL09,SO09,02,SP14,VEND000459,CUST000659,MES_SYSTEM_19,1,LIC000459,"",""
300,PL20,SL10,Storage Location 10,05,"","",2,"","","",SL10,SO10,03,SP15,VEND000460,CUST000660,MES_SYSTEM_20,2,LIC000460,"",""
100,PL01,SL11,Storage Location 11,01,X,"",1,X,X,"",SL11,SO01,01,SP01,VEND000461,CUST000661,MES_SYSTEM_01,1,LIC000461,X,X
200,PL02,SL12,Storage Location 12,02,"","",2,"","","",SL12,SO02,02,SP02,VEND000462,CUST000662,MES_SYSTEM_02,2,LIC000462,"",""
300,PL03,SL13,Storage Location 13,03,"","",2,"","","",SL13,SO03,03,SP03,VEND000463,CUST000663,MES_SYSTEM_03,1,LIC000463,"",""
100,PL04,SL14,Storage Location 14,04,"","",1,"","",X,SL14,SO04,01,SP04,VEND000464,CUST000664,MES_SYSTEM_04,2,LIC000464,"",""
200,PL05,SL15,Storage Location 15,05,"",X,2,"","","",SL15,SO05,02,SP05,VEND000465,CUST000665,MES_SYSTEM_05,1,LIC000465,X,""
300,PL06,SL16,Storage Location 16,01,"","",2,"","","",SL16,SO06,03,SP06,VEND000466,CUST000666,MES_SYSTEM_06,2,LIC000466,"",X
100,PL07,SL17,Storage Location 17,02,"","",1,X,"","",SL17,SO07,01,SP07,VEND000467,CUST000667,MES_SYSTEM_07,1,LIC000467,"",""
200,PL08,SL18,Storage Location 18,03,"","",2,"",X,"",SL18,SO08,02,SP08,VEND000468,CUST000668,MES_SYSTEM_08,2,LIC000468,"",""
300,PL09,SL19,Storage Location 19,04,"","",2,"","","",SL19,SO09,03,SP09,VEND000469,CUST000669,MES_SYSTEM_09,1,LIC000469,X,""
100,PL10,SL20,Storage Location 20,05,"","",1,"","","",SL20,SO10,01,SP10,VEND000470,CUST000670,MES_SYSTEM_10,2,LIC000470,"",""
200,PL11,SL21,Storage Location 21,01,X,"",2,"","","",SL21,SO01,02,SP11,VEND000471,CUST000671,MES_SYSTEM_11,1,LIC000471,"",X
300,PL12,SL22,Storage Location 22,02,"","",2,"","","",SL22,SO02,03,SP12,VEND000472,CUST000672,MES_SYSTEM_12,2,LIC000472,"",""
100,PL13,SL23,Storage Location 23,03,"",X,1,X,"",X,SL23,SO03,01,SP13,VEND000473,CUST000673,MES_SYSTEM_13,1,LIC000473,X,""
200,PL14,SL24,Storage Location 24,04,"","",2,"","","",SL24,SO04,02,SP14,VEND000474,CUST000674,MES_SYSTEM_14,2,LIC000474,"",""
300,PL15,SL25,Storage Location 25,05,"","",2,"",X,"",SL25,SO05,03,SP15,VEND000475,CUST000675,MES_SYSTEM_15,1,LIC000475,"",""
100,PL16,SL26,Storage Location 26,01,"","",1,"","","",SL26,SO06,01,SP01,VEND000476,CUST000676,MES_SYSTEM_16,2,LIC000476,"",X
200,PL17,SL27,Storage Location 27,02,"","",2,"","","",SL27,SO07,02,SP02,VEND000477,CUST000677,MES_SYSTEM_17,1,LIC000477,X,""
300,PL18,SL28,Storage Location 28,03,"","",2,"","","",SL28,SO08,03,SP03,VEND000478,CUST000678,MES_SYSTEM_18,2,LIC000478,"",""
100,PL19,SL29,Storage Location 29,04,"","",1,X,"","",SL29,SO09,01,SP04,VEND000479,CUST000679,MES_SYSTEM_19,1,LIC000479,"",""
200,PL20,SL30,Storage Location 30,05,"","",2,"","","",SL30,SO10,02,SP05,VEND000480,CUST000680,MES_SYSTEM_20,2,LIC000480,"",""
300,PL01,SL31,Storage Location 31,01,X,X,2,"","","",SL31,SO01,03,SP06,VEND000481,CUST000681,MES_SYSTEM_01,1,LIC000481,X,X
100,PL02,SL32,Storage Location 32,02,"","",1,"",X,X,SL32,SO02,01,SP07,VEND000482,CUST000682,MES_SYSTEM_02,2,LIC000482,"",""
200,PL03,SL33,Storage Location 33,03,"","",2,"","","",SL33,SO03,02,SP08,VEND000483,CUST000683,MES_SYSTEM_03,1,LIC000483,"",""
300,PL04,SL34,Storage Location 34,04,"","",2,"","","",SL34,SO04,03,SP09,VEND000484,CUST000684,MES_SYSTEM_04,2,LIC000484,"",""
100,PL05,SL35,Storage Location 35,05,"","",1,X,"","",SL35,SO05,01,SP10,VEND000485,CUST000685,MES_SYSTEM_05,1,LIC000485,X,""
200,PL06,SL36,Storage Location 36,01,"","",2,"","","",SL36,SO06,02,SP11,VEND000486,CUST000686,MES_SYSTEM_06,2,LIC000486,"",X
300,PL07,SL37,Storage Location 37,02,"","",2,"","","",SL37,SO07,03,SP12,VEND000487,CUST000687,MES_SYSTEM_07,1,LIC000487,"",""
100,PL08,SL38,Storage Location 38,03,"","",1,"","","",SL38,SO08,01,SP13,VEND000488,CUST000688,MES_SYSTEM_08,2,LIC000488,"",""
200,PL09,SL39,Storage Location 39,04,"",X,2,"",X,"",SL39,SO09,02,SP14,VEND000489,CUST000689,MES_SYSTEM_09,1,LIC000489,X,""
300,PL10,SL40,Storage Location 40,05,"","",2,"","","",SL40,SO10,03,SP15,VEND000490,CUST000690,MES_SYSTEM_10,2,LIC000490,"",""
100,PL11,SL41,Storage Location 41,01,X,"",1,X,"",X,SL41,SO01,01,SP01,VEND000491,CUST000691,MES_SYSTEM_11,1,LIC000491,"",X
200,PL12,SL42,Storage Location 42,02,"","",2,"","","",SL42,SO02,02,SP02,VEND000492,CUST000692,MES_SYSTEM_12,2,LIC000492,"",""
300,PL13,SL43,Storage Location 43,03,"","",2,"","","",SL43,SO03,03,SP03,VEND000493,CUST000693,MES_SYSTEM_13,1,LIC000493,X,""
100,PL14,SL44,Storage Location 44,04,"","",1,"","","",SL44,SO04,01,SP04,VEND000494,CUST000694,MES_SYSTEM_14,2,LIC000494,"",""
200,PL15,SL45,Storage Location 45,05,"","",2,"","","",SL45,SO05,02,SP05,VEND000495,CUST000695,MES_SYSTEM_15,1,LIC000495,"",""
300,PL16,SL46,Storage Location 46,01,"","",2,"",X,"",SL46,SO06,03,SP06,VEND000496,CUST000696,MES_SYSTEM_16,2,LIC000496,"",X
100,PL17,SL47,Storage Location 47,02,"",X,1,X,"","",SL47,SO07,01,SP07,VEND000497,CUST000697,MES_SYSTEM_17,1,LIC000497,X,""
200,PL18,SL48,Storage Location 48,03,"","",2,"","","",SL48,SO08,02,SP08,VEND000498,CUST000698,MES_SYSTEM_18,2,LIC000498,"",""
300,PL19,SL49,Storage Location 49,04,"","",2,"","","",SL49,SO09,03,SP09,VEND000499,CUST000699,MES_SYSTEM_19,1,LIC000499,"",""
100,PL20,SL50,Storage Location 50,05,"","",1,"","",X,SL50,SO10,01,SP10,VEND000500,CUST000700,MES_SYSTEM_20,2,LIC000500,"",""
200,PL01,SL01,Storage Location 01,01,X,"",2,"","","",SL01,SO01,02,SP11,VEND000501,CUST000701,MES_SYSTEM_01,1,LIC000001,X,X
300,PL02,SL02,Storage Location 02,02,"","",2,"","","",SL02,SO02,03,SP12,VEND000502,CUST000702,MES_SYSTEM_02,2,LIC000002,"",""
100,PL03,SL03,Storage Location 03,03,"","",1,X,X,"",SL03,SO03,01,SP13,VEND000503,CUST000703,MES_SYSTEM_03,1,LIC000003,"",""
200,PL04,SL04,Storage Location 04,04,"","",2,"","","",SL04,SO04,02,SP14,VEND000504,CUST000704,MES_SYSTEM_04,2,LIC000004,"",""
300,PL05,SL05,Storage Location 05,05,"",X,2,"","","",SL05,SO05,03,SP15,VEND000505,CUST000705,MES_SYSTEM_05,1,LIC000005,X,""
100,PL06,SL06,Storage Location 06,01,"","",1,"","","",SL06,SO06,01,SP01,VEND000506,CUST000706,MES_SYSTEM_06,2,LIC000006,"",X
200,PL07,SL07,Storage Location 07,02,"","",2,"","","",SL07,SO07,02,SP02,VEND000507,CUST000707,MES_SYSTEM_07,1,LIC000007,"",""
300,PL08,SL08,Storage Location 08,03,"","",2,"","","",SL08,SO08,03,SP03,VEND000508,CUST000708,MES_SYSTEM_08,2,LIC000008,"",""
100,PL09,SL09,Storage Location 09,04,"","",1,X,"",X,SL09,SO09,01,SP04,VEND000509,CUST000709,MES_SYSTEM_09,1,LIC000009,X,""
200,PL10,SL10,Storage Location 10,05,"","",2,"",X,"",SL10,SO10,02,SP05,VEND000510,CUST000710,MES_SYSTEM_10,2,LIC000010,"",""
300,PL11,SL11,Storage Location 11,01,X,"",2,"","","",SL11,SO01,03,SP06,VEND000511,CUST000711,MES_SYSTEM_11,1,LIC000011,"",X
100,PL12,SL12,Storage Location 12,02,"","",1,"","","",SL12,SO02,01,SP07,VEND000512,CUST000712,MES_SYSTEM_12,2,LIC000012,"",""
200,PL13,SL13,Storage Location 13,03,"",X,2,"","","",SL13,SO03,02,SP08,VEND000513,CUST000713,MES_SYSTEM_13,1,LIC000013,X,""
300,PL14,SL14,Storage Location 14,04,"","",2,"","","",SL14,SO04,03,SP09,VEND000514,CUST000714,MES_SYSTEM_14,2,LIC000014,"",""
100,PL15,SL15,Storage Location 15,05,"","",1,X,"","",SL15,SO05,01,SP10,VEND000515,CUST000715,MES_SYSTEM_15,1,LIC000015,"",""
200,PL16,SL16,Storage Location 16,01,"","",2,"","","",SL16,SO06,02,SP11,VEND000516,CUST000716,MES_SYSTEM_16,2,LIC000016,"",X
300,PL17,SL17,Storage Location 17,02,"","",2,"",X,"",SL17,SO07,03,SP12,VEND000517,CUST000717,MES_SYSTEM_17,1,LIC000017,X,""
100,PL18,SL18,Storage Location 18,03,"","",1,"","",X,SL18,SO08,01,SP13,VEND000518,CUST000718,MES_SYSTEM_18,2,LIC000018,"",""
200,PL19,SL19,Storage Location 19,04,"","",2,"","","",SL19,SO09,02,SP14,VEND000519,CUST000719,MES_SYSTEM_19,1,LIC000019,"",""
300,PL20,SL20,Storage Location 20,05,"","",2,"","","",SL20,SO10,03,SP15,VEND000520,CUST000720,MES_SYSTEM_20,2,LIC000020,"",""
100,PL01,SL21,Storage Location 21,01,X,X,1,X,"","",SL21,SO01,01,SP01,VEND000521,CUST000721,MES_SYSTEM_01,1,LIC000021,X,X
200,PL02,SL22,Storage Location 22,02,"","",2,"","","",SL22,SO02,02,SP02,VEND000522,CUST000722,MES_SYSTEM_02,2,LIC000022,"",""
300,PL03,SL23,Storage Location 23,03,"","",2,"","","",SL23,SO03,03,SP03,VEND000523,CUST000723,MES_SYSTEM_03,1,LIC000023,"",""
100,PL04,SL24,Storage Location 24,04,"","",1,"",X,"",SL24,SO04,01,SP04,VEND000524,CUST000724,MES_SYSTEM_04,2,LIC000024,"",""
200,PL05,SL25,Storage Location 25,05,"","",2,"","","",SL25,SO05,02,SP05,VEND000525,CUST000725,MES_SYSTEM_05,1,LIC000025,X,""
300,PL06,SL26,Storage Location 26,01,"","",2,"","","",SL26,SO06,03,SP06,VEND000526,CUST000726,MES_SYSTEM_06,2,LIC000026,"",X
100,PL07,SL27,Storage Location 27,02,"","",1,X,"",X,SL27,SO07,01,SP07,VEND000527,CUST000727,MES_SYSTEM_07,1,LIC000027,"",""
200,PL08,SL28,Storage Location 28,03,"","",2,"","","",SL28,SO08,02,SP08,VEND000528,CUST000728,MES_SYSTEM_08,2,LIC000028,"",""
300,PL09,SL29,Storage Location 29,04,"",X,2,"","","",SL29,SO09,03,SP09,VEND000529,CUST000729,MES_SYSTEM_09,1,LIC000029,X,""
100,PL10,SL30,Storage Location 30,05,"","",1,"","","",SL30,SO10,01,SP10,VEND000530,CUST000730,MES_SYSTEM_10,2,LIC000030,"",""
200,PL11,SL31,Storage Location 31,01,X,"",2,"",X,"",SL31,SO01,02,SP11,VEND000531,CUST000731,MES_SYSTEM_11,1,LIC000031,"",X
300,PL12,SL32,Storage Location 32,02,"","",2,"","","",SL32,SO02,03,SP12,VEND000532,CUST000732,MES_SYSTEM_12,2,LIC000032,"",""
100,PL13,SL33,Storage Location 33,03,"","",1,X,"","",SL33,SO03,01,SP13,VEND000533,CUST000733,MES_SYSTEM_13,1,LIC000033,X,""
200,PL14,SL34,Storage Location 34,04,"","",2,"","","",SL34,SO04,02,SP14,VEND000534,CUST000734,MES_SYSTEM_14,2,LIC000034,"",""
300,PL15,SL35,Storage Location 35,05,"","",2,"","","",SL35,SO05,03,SP15,VEND000535,CUST000735,MES_SYSTEM_15,1,LIC000035,"",""
100,PL16,SL36,Storage Location 36,01,"","",1,"","",X,SL36,SO06,01,SP01,VEND000536,CUST000736,MES_SYSTEM_16,2,LIC000036,"",X
200,PL17,SL37,Storage Location 37,02,"",X,2,"","","",SL37,SO07,02,SP02,VEND000537,CUST000737,MES_SYSTEM_17,1,LIC000037,X,""
300,PL18,SL38,Storage Location 38,03,"","",2,"",X,"",SL38,SO08,03,SP03,VEND000538,CUST000738,MES_SYSTEM_18,2,LIC000038,"",""
100,PL19,SL39,Storage Location 39,04,"","",1,X,"","",SL39,SO09,01,SP04,VEND000539,CUST000739,MES_SYSTEM_19,1,LIC000039,"",""
200,PL20,SL40,Storage Location 40,05,"","",2,"","","",SL40,SO10,02,SP05,VEND000540,CUST000740,MES_SYSTEM_20,2,LIC000040,"",""
300,PL01,SL41,Storage Location 41,01,X,"",2,"","","",SL41,SO01,03,SP06,VEND000541,CUST000741,MES_SYSTEM_01,1,LIC000041,X,X
100,PL02,SL42,Storage Location 42,02,"","",1,"","","",SL42,SO02,01,SP07,VEND000542,CUST000742,MES_SYSTEM_02,2,LIC000042,"",""
200,PL03,SL43,Storage Location 43,03,"","",2,"","","",SL43,SO03,02,SP08,VEND000543,CUST000743,MES_SYSTEM_03,1,LIC000043,"",""
300,PL04,SL44,Storage Location 44,04,"","",2,"","","",SL44,SO04,03,SP09,VEND000544,CUST000744,MES_SYSTEM_04,2,LIC000044,"",""
100,PL05,SL45,Storage Location 45,05,"",X,1,X,X,X,SL45,SO05,01,SP10,VEND000545,CUST000745,MES_SYSTEM_05,1,LIC000045,X,""
200,PL06,SL46,Storage Location 46,01,"","",2,"","","",SL46,SO06,02,SP11,VEND000546,CUST000746,MES_SYSTEM_06,2,LIC000046,"",X
300,PL07,SL47,Storage Location 47,02,"","",2,"","","",SL47,SO07,03,SP12,VEND000547,CUST000747,MES_SYSTEM_07,1,LIC000047,"",""
100,PL08,SL48,Storage Location 48,03,"","",1,"","","",SL48,SO08,01,SP13,VEND000548,CUST000748,MES_SYSTEM_08,2,LIC000048,"",""
200,PL09,SL49,Storage Location 49,04,"","",2,"","","",SL49,SO09,02,SP14,VEND000549,CUST000749,MES_SYSTEM_09,1,LIC000049,X,""
300,PL10,SL50,Storage Location 50,05,"","",2,"","","",SL50,SO10,03,SP15,VEND000550,CUST000750,MES_SYSTEM_10,2,LIC000050,"",""
100,PL11,SL01,Storage Location 01,01,X,"",1,X,"","",SL01,SO01,01,SP01,VEND000551,CUST000751,MES_SYSTEM_11,1,LIC000051,"",X
200,PL12,SL02,Storage Location 02,02,"","",2,"",X,"",SL02,SO02,02,SP02,VEND000552,CUST000752,MES_SYSTEM_12,2,LIC000052,"",""
300,PL13,SL03,Storage Location 03,03,"",X,2,"","","",SL03,SO03,03,SP03,VEND000553,CUST000753,MES_SYSTEM_13,1,LIC000053,X,""
100,PL14,SL04,Storage Location 04,04,"","",1,"","",X,SL04,SO04,01,SP04,VEND000554,CUST000754,MES_SYSTEM_14,2,LIC000054,"",""
200,PL15,SL05,Storage Location 05,05,"","",2,"","","",SL05,SO05,02,SP05,VEND000555,CUST000755,MES_SYSTEM_15,1,LIC000055,"",""
300,PL16,SL06,Storage Location 06,01,"","",2,"","","",SL06,SO06,03,SP06,VEND000556,CUST000756,MES_SYSTEM_16,2,LIC000056,"",X
100,PL17,SL07,Storage Location 07,02,"","",1,X,"","",SL07,SO07,01,SP07,VEND000557,CUST000757,MES_SYSTEM_17,1,LIC000057,X,""
200,PL18,SL08,Storage Location 08,03,"","",2,"","","",SL08,SO08,02,SP08,VEND000558,CUST000758,MES_SYSTEM_18,2,LIC000058,"",""
300,PL19,SL09,Storage Location 09,04,"","",2,"",X,"",SL09,SO09,03,SP09,VEND000559,CUST000759,MES_SYSTEM_19,1,LIC000059,"",""
100,PL20,SL10,Storage Location 10,05,"","",1,"","","",SL10,SO10,01,SP10,VEND000560,CUST000760,MES_SYSTEM_20,2,LIC000060,"",""
200,PL01,SL11,Storage Location 11,01,X,X,2,"","","",SL11,SO01,02,SP11,VEND000561,CUST000761,MES_SYSTEM_01,1,LIC000061,X,X
300,PL02,SL12,Storage Location 12,02,"","",2,"","","",SL12,SO02,03,SP12,VEND000562,CUST000762,MES_SYSTEM_02,2,LIC000062,"",""
100,PL03,SL13,Storage Location 13,03,"","",1,X,"",X,SL13,SO03,01,SP13,VEND000563,CUST000763,MES_SYSTEM_03,1,LIC000063,"",""
200,PL04,SL14,Storage Location 14,04,"","",2,"","","",SL14,SO04,02,SP14,VEND000564,CUST000764,MES_SYSTEM_04,2,LIC000064,"",""
300,PL05,SL15,Storage Location 15,05,"","",2,"","","",SL15,SO05,03,SP15,VEND000565,CUST000765,MES_SYSTEM_05,1,LIC000065,X,""
100,PL06,SL16,Storage Location 16,01,"","",1,"",X,"",SL16,SO06,01,SP01,VEND000566,CUST000766,MES_SYSTEM_06,2,LIC000066,"",X
200,PL07,SL17,Storage Location 17,02,"","",2,"","","",SL17,SO07,02,SP02,VEND000567,CUST000767,MES_SYSTEM_07,1,LIC000067,"",""
300,PL08,SL18,Storage Location 18,03,"","",2,"","","",SL18,SO08,03,SP03,VEND000568,CUST000768,MES_SYSTEM_08,2,LIC000068,"",""
100,PL09,SL19,Storage Location 19,04,"",X,1,X,"","",SL19,SO09,01,SP04,VEND000569,CUST000769,MES_SYSTEM_09,1,LIC000069,X,""
200,PL10,SL20,Storage Location 20,05,"","",2,"","","",SL20,SO10,02,SP05,VEND000570,CUST000770,MES_SYSTEM_10,2,LIC000070,"",""
300,PL11,SL21,Storage Location 21,01,X,"",2,"","","",SL21,SO01,03,SP06,VEND000571,CUST000771,MES_SYSTEM_11,1,LIC000071,"",X
100,PL12,SL22,Storage Location 22,02,"","",1,"","",X,SL22,SO02,01,SP07,VEND000572,CUST000772,MES_SYSTEM_12,2,LIC000072,"",""
200,PL13,SL23,Storage Location 23,03,"","",2,"",X,"",SL23,SO03,02,SP08,VEND000573,CUST000773,MES_SYSTEM_13,1,LIC000073,X,""
300,PL14,SL24,Storage Location 24,04,"","",2,"","","",SL24,SO04,03,SP09,VEND000574,CUST000774,MES_SYSTEM_14,2,LIC000074,"",""
100,PL15,SL25,Storage Location 25,05,"","",1,X,"","",SL25,SO05,01,SP10,VEND000575,CUST000775,MES_SYSTEM_15,1,LIC000075,"",""
200,PL16,SL26,Storage Location 26,01,"","",2,"","","",SL26,SO06,02,SP11,VEND000576,CUST000776,MES_SYSTEM_16,2,LIC000076,"",X
300,PL17,SL27,Storage Location 27,02,"",X,2,"","","",SL27,SO07,03,SP12,VEND000577,CUST000777,MES_SYSTEM_17,1,LIC000077,X,""
100,PL18,SL28,Storage Location 28,03,"","",1,"","","",SL28,SO08,01,SP13,VEND000578,CUST000778,MES_SYSTEM_18,2,LIC000078,"",""
200,PL19,SL29,Storage Location 29,04,"","",2,"","","",SL29,SO09,02,SP14,VEND000579,CUST000779,MES_SYSTEM_19,1,LIC000079,"",""
300,PL20,SL30,Storage Location 30,05,"","",2,"",X,"",SL30,SO10,03,SP15,VEND000580,CUST000780,MES_SYSTEM_20,2,LIC000080,"",""
100,PL01,SL31,Storage Location 31,01,X,"",1,X,"",X,SL31,SO01,01,SP01,VEND000581,CUST000781,MES_SYSTEM_01,1,LIC000081,X,X
200,PL02,SL32,Storage Location 32,02,"","",2,"","","",SL32,SO02,02,SP02,VEND000582,CUST000782,MES_SYSTEM_02,2,LIC000082,"",""
300,PL03,SL33,Storage Location 33,03,"","",2,"","","",SL33,SO03,03,SP03,VEND000583,CUST000783,MES_SYSTEM_03,1,LIC000083,"",""
100,PL04,SL34,Storage Location 34,04,"","",1,"","","",SL34,SO04,01,SP04,VEND000584,CUST000784,MES_SYSTEM_04,2,LIC000084,"",""
200,PL05,SL35,Storage Location 35,05,"",X,2,"","","",SL35,SO05,02,SP05,VEND000585,CUST000785,MES_SYSTEM_05,1,LIC000085,X,""
300,PL06,SL36,Storage Location 36,01,"","",2,"","","",SL36,SO06,03,SP06,VEND000586,CUST000786,MES_SYSTEM_06,2,LIC000086,"",X
100,PL07,SL37,Storage Location 37,02,"","",1,X,X,"",SL37,SO07,01,SP07,VEND000587,CUST000787,MES_SYSTEM_07,1,LIC000087,"",""
200,PL08,SL38,Storage Location 38,03,"","",2,"","","",SL38,SO08,02,SP08,VEND000588,CUST000788,MES_SYSTEM_08,2,LIC000088,"",""
300,PL09,SL39,Storage Location 39,04,"","",2,"","","",SL39,SO09,03,SP09,VEND000589,CUST000789,MES_SYSTEM_09,1,LIC000089,X,""
100,PL10,SL40,Storage Location 40,05,"","",1,"","",X,SL40,SO10,01,SP10,VEND000590,CUST000790,MES_SYSTEM_10,2,LIC000090,"",""
200,PL11,SL41,Storage Location 41,01,X,"",2,"","","",SL41,SO01,02,SP11,VEND000591,CUST000791,MES_SYSTEM_11,1,LIC000091,"",X
300,PL12,SL42,Storage Location 42,02,"","",2,"","","",SL42,SO02,03,SP12,VEND000592,CUST000792,MES_SYSTEM_12,2,LIC000092,"",""
100,PL13,SL43,Storage Location 43,03,"",X,1,X,"","",SL43,SO03,01,SP13,VEND000593,CUST000793,MES_SYSTEM_13,1,LIC000093,X,""
200,PL14,SL44,Storage Location 44,04,"","",2,"",X,"",SL44,SO04,02,SP14,VEND000594,CUST000794,MES_SYSTEM_14,2,LIC000094,"",""
300,PL15,SL45,Storage Location 45,05,"","",2,"","","",SL45,SO05,03,SP15,VEND000595,CUST000795,MES_SYSTEM_15,1,LIC000095,"",""
100,PL16,SL46,Storage Location 46,01,"","",1,"","","",SL46,SO06,01,SP01,VEND000596,CUST000796,MES_SYSTEM_16,2,LIC000096,"",X
200,PL17,SL47,Storage Location 47,02,"","",2,"","","",SL47,SO07,02,SP02,VEND000597,CUST000797,MES_SYSTEM_17,1,LIC000097,X,""
