AENAM,BISMT,BREIT,BRGEW,BSTME,DATAB,EAN11,ERNAM,ERSDA,GEWEI,HERKL,HOEHE,KZKFG,LAEDA,LAENG,LIQDT,LVORM,MANDT,MATKL,MATNR,MBRSH,MEINS,MFRNR,MSTAE,MSTDE,MTART,NTGEW,PRDHA,PSTAT,QMPUR,SPART,VOLEH,VOLUM,VPSTA,XCHPF
markharringt,726164442521946498,75.921,320.89,L,20230413,6001407584200,lawrencejame,20230407,KG,IN,85.613,"",20240407,52.853,20220125,"",100,517066722,418823082064590074,A,EA,1000000202,02,20250520,HAWA,231.41,227709981987868188,K,X,01,M3,0.344,K,""
cassandra16,977325365621926186,95.048,33.033,M,20230826,8369750468306,judithrobins,20220501,KG,IN,86.734,X,20240429,17.051,20250515,"",100,460490649,919803475873081487,A,EA,1000000491,03,20251118,HAWA,30.862,112740515616262091,K,"",02,M3,0.141,K,X
wporter,805663463251520041,7.314,132.005,EA,20221225,9705948002987,jennifer17,20220415,KG,DE,69.93,X,20220225,96.63,20210908,"",100,189209837,618284378999651065,C,EA,1000000476,03,20250510,HALB,124.879,439049840522371183,K,"",01,M3,0.049,K,X
campbellnich,960304304162161862,70.024,231.3,EA,20210927,5580824653335,robertpayne,20231228,KG,IN,52.864,X,20210123,88.708,20251028,"",100,768547696,399107588794062780,A,KG,1000000414,01,20240202,HALB,210.436,933723133994246132,K,"",01,M3,0.328,K,X
morganrodrig,797153639909118682,21.592,188.822,EA,20251220,6579442510989,oscott,20211025,KG,CN,96.18,X,20230919,45.653,20220115,"",100,338066346,731572003117283625,M,KG,1000000004,03,20201113,FERT,136.444,577212747991510400,K,"",02,M3,0.095,K,""
dean25,392629197566438712,9.118,74.07,EA,20230428,9130828774330,natalierodri,20201215,KG,DE,22.566,"",20250412,49.876,20230920,"",100,917499485,622643098273000577,A,L,1000000364,02,20240127,ROH,69.94,214242119413931734,K,"",02,M3,0.01,K,""
paul85,527786700129163782,2.239,129.124,KG,20240222,2685242402280,kellyprince,20251117,KG,IN,84.383,"",20220629,40.012,20221102,"",100,206292919,597662117685430936,M,M,1000000380,03,20250313,HALB,120.858,164336336872107444,K,"",03,M3,0.008,K,""
andrewrobins,933209717501656226,88.412,236.691,L,20211115,2310591392964,carriebowman,20240413,KG,CN,33.816,X,20220523,17.907,20250123,"",100,603630164,871109702056246001,M,KG,1000000332,03,20250708,HALB,200.041,854905391308293295,K,"",03,M3,0.054,K,X
lisabentley,727346479977973718,93.19,327.359,M,20210714,4975594647749,cbanks,20220928,KG,IN,82.729,"",20220623,55.366,20231016,"",100,527809127,870692083561284330,C,KG,1000000381,03,20241120,HAWA,299.137,231994297409080889,K,"",03,M3,0.427,K,X
margaret80,495173896941267193,56.461,442.119,KG,20220320,7789081801981,rsnyder,20250518,KG,CN,15.898,X,20201103,31.771,20260121,"",100,416248413,335985113506656172,A,M,1000000110,01,20220824,ROH,397.934,143551841213677127,K,X,01,M3,0.029,K,""
christopher4,452600886159399481,46.535,399.021,M,20210407,9433223568006,courtney88,20210504,KG,CN,87.46,"",20250619,37.403,20240805,"",100,627500130,328020918711117279,C,L,1000000438,02,20230124,HALB,366.42,906723310956287296,K,X,01,M3,0.152,K,""
thomasmccart,500382382885902393,57.416,480.644,EA,20251114,3489994764244,andersonjaso,20210826,KG,DE,87.018,X,20230114,77.973,20250619,"",100,436070316,711085205331793125,C,EA,1000000463,01,20211228,ROH,365.885,102748011272590756,K,X,02,M3,0.39,K,""
derekgarcia,355957931149508335,50.64,220.173,L,20250907,8381039122580,jacobmcguire,20240810,KG,CN,48.229,X,20230110,93.233,20220619,"",100,102605938,390575327557930743,M,EA,1000000185,02,20220527,HALB,204.288,532585432824323987,K,"",02,M3,0.228,K,""
deborah38,884916849505424123,65.452,118.769,KG,20210703,8226353505798,theresamoore,20210305,KG,IN,28.263,X,20250824,87.323,20241202,"",100,903947629,446985842207559587,M,KG,1000000058,03,20230302,HAWA,88.694,943633093406127008,K,X,02,M3,0.162,K,X
tylerrussell,579287763500541331,90.417,392.31,L,20240319,8976995480097,johnsmith,20221026,KG,US,40.201,"",20210513,14.588,20250615,"",100,647468968,239870949474736744,A,M,1000000290,01,20220118,HALB,292.196,166361115363627203,K,"",02,M3,0.053,K,""
lisa28,637910248877844507,5.652,162.398,L,20221204,8343764640935,rodneydavids,20250708,KG,CN,50.304,"",20240925,52.668,20240821,"",100,679178145,230674510785839142,A,L,1000000157,01,20220916,ROH,115.887,591833507982343603,K,"",02,M3,0.015,K,""
lhoffman,172337766844913414,96.685,224.267,EA,20220705,3822818296234,ydavis,20220128,KG,IN,41.71,X,20220915,36.585,20250731,"",100,545253832,108730242031837286,C,M,1000000071,01,20210809,ROH,193.593,746605660655185859,K,X,02,M3,0.148,K,""
kevinpatters,982472883874981698,88.272,95.715,KG,20220406,8157797479230,rebecca46,20220523,KG,DE,99.73,"",20211010,78.017,20240229,"",100,739789895,574232531866636812,M,KG,1000000045,01,20250304,ROH,67.742,655442802945337537,K,X,02,M3,0.687,K,X
aaron73,589148038855905255,38.782,164.879,EA,20250329,9326731027565,annaserrano,20250228,KG,DE,29.755,"",20210713,51.886,20241012,"",100,228206926,588177912670799384,A,EA,1000000044,02,20200907,HALB,131.355,485252721713107394,K,"",02,M3,0.06,K,X
benjaminhoga,737200681274623853,34.712,448.749,EA,20240720,2777210918835,david50,20250222,KG,US,2.712,"",20200824,45.933,20241116,"",100,507521574,963980200634018742,M,KG,1000000468,02,20260116,ROH,347.516,485467644894560701,K,X,03,M3,0.004,K,X
wstark,914497090254930577,89.125,399.25,L,20240905,1157760051761,eclark,20230325,KG,DE,95.697,"",20250905,4.025,20240514,"",100,436070316,556919383466792853,C,M,1000000176,01,20231103,FERT,294.295,534471639598278510,K,X,02,M3,0.034,K,X
jstevenson,577798188773235884,56.653,422.565,EA,20240328,8359679895645,brownnathan,20240929,KG,US,66.232,X,20221012,89.698,20241124,"",100,154933113,887402169674312154,M,L,1000000459,02,20231228,HALB,368.691,971912567065901712,K,X,01,M3,0.337,K,""
sheri92,649262826269362877,76.185,55.833,M,20250629,2204586569177,nicole91,20220301,KG,IN,86.742,"",20200910,73.207,20231222,"",100,738738468,773338013289121867,C,KG,1000000359,03,20230301,HAWA,40.238,851851764414430198,K,X,03,M3,0.484,K,""
ariel38,247091558261204594,33.271,29.94,KG,20250320,3615865943543,virginia24,20260107,KG,IN,87.3,"",20210827,12.525,20240625,"",100,185676816,706026244653641802,C,M,1000000131,03,20260112,ROH,27.726,623613904702031121,K,"",02,M3,0.036,K,""
asantana,816733508356321516,25.405,14.318,M,20220326,2993453914618,jamiedean,20240104,KG,US,59.041,X,20220115,17.162,20251018,"",100,134933093,499226817776020491,M,KG,1000000211,01,20210406,ROH,10.91,670495327425532584,K,"",02,M3,0.026,K,""
kenneth07,995233216949636988,49.737,46.098,KG,20230516,2490179463894,heatherbauti,20220212,KG,CN,77.657,X,20250618,6.136,20251202,"",100,760316823,311899461641894447,A,EA,1000000329,02,20251222,HALB,41.633,605794756426496971,K,"",02,M3,0.024,K,X
alyssa85,428530864111054977,71.05,485.839,M,20250930,4803015023299,fsanders,20211016,KG,IN,37.922,"",20251106,74.665,20240617,"",100,171649276,198264923413476085,C,EA,1000000260,02,20211216,HAWA,359.85,206300515479407402,K,"",03,M3,0.201,K,""
gomezstephen,803973395314010081,98.699,147.978,KG,20241002,5613944003955,escobarjusti,20250719,KG,DE,31.974,X,20210125,74.664,20220908,"",100,517066722,195966248529408199,A,M,1000000029,03,20221029,FERT,126.557,381302129624412350,K,X,02,M3,0.236,K,X
srios,564352879911399100,24.239,43.508,KG,20240906,1139380106290,pgibson,20220428,KG,US,5.193,"",20240915,89.148,20231010,"",100,917611454,835170592673100008,A,EA,1000000438,03,20240706,HAWA,38.255,111741748950575488,K,"",01,M3,0.011,K,X
alison28,572387849430300180,25.526,471.872,EA,20231128,4550126236844,johnsonstanl,20231029,KG,CN,13.705,"",20240529,3.751,20240405,"",100,533825093,523502080805080824,C,KG,1000000190,03,20210825,ROH,393.4,782690401823199966,K,X,03,M3,0.001,K,X
brittneydona,783285439133004543,74.156,99.969,KG,20220311,9546645274529,angelacamero,20231118,KG,DE,74.267,X,20220914,14.232,20210705,"",100,811022758,501029598563853019,M,KG,1000000083,02,20220818,FERT,93.541,654714450833346721,K,"",02,M3,0.078,K,""
reneecampbel,927734035685408221,81.413,40.475,KG,20230506,1646607684996,richardhood,20210907,KG,US,74.142,X,20260204,73.03,20230816,"",100,333594470,260863247494084026,C,L,1000000377,01,20250630,HALB,32.147,840762206788975915,K,X,02,M3,0.441,K,X
garciaderek,236966019322972549,26.241,441.618,EA,20210216,5842089489413,phickman,20240521,KG,IN,63.388,"",20201016,3.679,20230614,"",100,129546877,737708850819030698,M,KG,1000000456,01,20240518,HALB,390.167,391145826816362582,K,"",01,M3,0.006,K,X
snyderchrist,390886104977833076,29.189,176.196,L,20240510,9960072528814,michael51,20220103,KG,DE,36.703,"",20220519,29.298,20230102,"",100,887148685,249849503707041936,A,L,1000000373,03,20250227,HAWA,151.849,816277945230555645,K,X,01,M3,0.031,K,X
harrislinda,343546100141831802,73.793,67.487,EA,20220705,4854669585117,devinvargas,20250720,KG,DE,61.31,X,20251121,92.259,20221227,"",100,364006671,277771725225024736,C,L,1000000349,01,20210609,ROH,49.674,643696299707864822,K,"",02,M3,0.417,K,""
watsondavid,291924599552112746,61.241,82.76,M,20210208,7441575609933,gwatson,20201004,KG,DE,38.615,"",20211107,80.122,20250120,"",100,508330462,191738966004819039,A,M,1000000301,01,20210906,FERT,58.098,221517730108147396,K,"",02,M3,0.189,K,X
cfleming,248636976601411128,8.814,492.764,EA,20211022,8942589456448,tyler64,20200909,KG,CN,84.379,X,20220517,21.781,20240805,"",100,768547696,879628441898408255,C,L,1000000134,01,20201101,HAWA,369.921,528837732291876918,K,X,02,M3,0.016,K,X
sethwoods,109480235982332255,60.964,370.958,EA,20240701,3742241494164,brownkatrina,20230109,KG,DE,29.953,"",20211226,25.391,20230511,"",100,892604363,448717507477929301,C,EA,1000000170,03,20240526,FERT,298.03,800292044414539287,K,"",01,M3,0.046,K,X
rflores,232479799993623075,81.903,150.207,M,20231127,4125885296785,wheelercharl,20220731,KG,US,44.604,X,20240116,39.487,20230103,"",100,798786176,564407250097988061,A,KG,1000000475,02,20221104,HAWA,114.889,708332378469139304,K,X,03,M3,0.144,K,""
cookmichael,853526268504062480,8.15,428.495,M,20240130,3923899302611,coxcrystal,20210729,KG,IN,88.325,X,20240417,11.988,20240622,"",100,936895101,439508278067605673,M,EA,1000000065,02,20231103,FERT,393.491,357803406059411385,K,"",01,M3,0.009,K,X
gbaker,468315004470975621,71.972,293.693,EA,20220502,9138495066722,huffmanmatth,20201017,KG,DE,81.085,"",20230119,57.838,20220218,"",100,972447593,922337679200013723,A,M,1000000034,02,20250815,HAWA,260.564,415994484314852927,K,"",01,M3,0.338,K,""
colleenjohns,585052413455207509,25.703,65.283,L,20240701,1701403071340,dylan78,20240829,KG,CN,41.566,X,20210608,12.729,20240815,"",100,972447593,106310663158844452,A,EA,1000000132,01,20220223,HALB,60.284,242333786334405971,K,"",01,M3,0.014,K,""
jfleming,413281576161062076,31.147,387.618,KG,20250720,8810566435012,hannahbrown,20220425,KG,IN,76.944,"",20250224,72.066,20220506,"",100,575372889,852348717863092523,C,KG,1000000400,01,20241216,ROH,296.1,330650571028108105,K,"",03,M3,0.173,K,X
hyoung,250323155154835661,1.299,66.515,KG,20200827,7539760017088,samantharoy,20220101,KG,CN,67.093,"",20250723,64.198,20210331,"",100,679178145,672379614384755914,A,L,1000000354,01,20240218,HAWA,49.043,662600004978168252,K,X,01,M3,0.006,K,X
erikjones,532266704374878805,64.492,11.983,EA,20220906,9808999052564,brandonsanta,20230626,KG,DE,23.665,"",20241028,17.026,20250415,"",100,504944357,464941841973476382,M,KG,1000000379,02,20230420,HAWA,10.151,276372462788215573,K,X,01,M3,0.026,K,""
jgreen,794199970605172509,12.323,424.35,EA,20220827,7924023718468,zhamilton,20241221,KG,DE,48.919,X,20231012,49.251,20230419,"",100,308096623,288900269621752829,C,M,1000000395,01,20211216,FERT,329.48,513003258604579385,K,"",03,M3,0.03,K,X
cheryl23,264011838129667585,13.216,0.935,EA,20210303,9580237710177,marknewton,20220904,KG,CN,35.2,X,20220309,77.273,20231208,"",100,504944357,320020433747580148,C,M,1000000443,01,20240927,HAWA,0.88,679581995873717772,K,"",01,M3,0.036,K,X
dkaufman,563408723307529252,94.922,73.562,EA,20220528,7860448009079,marisa48,20221015,KG,US,75.526,"",20230925,81.871,20210927,"",100,686380213,571784053873947958,M,L,1000000454,03,20250912,HALB,58.418,432556372964742119,K,X,03,M3,0.587,K,""
taylorrodney,713888857532521124,1.389,442.968,L,20241009,1181756827967,xdavis,20230109,KG,US,7.513,X,20240412,63.145,20210722,"",100,299092355,823999364899609869,A,M,1000000030,03,20260115,FERT,327.889,505990375262127748,K,"",02,M3,0.001,K,""
shelleycruz,933275525182339404,52.974,65.165,M,20250505,9240405508294,tlong,20200828,KG,IN,24.618,"",20240826,55.28,20220514,"",100,811022758,731043236321611032,M,M,1000000359,01,20201203,FERT,57.971,803098736712431269,K,X,03,M3,0.072,K,X
marcus45,503732834309509820,33.609,183.417,L,20250912,3305840488411,david22,20220112,KG,CN,90.9,X,20230319,90.954,20230331,"",100,626841745,582801168763680408,A,EA,1000000007,03,20240906,HALB,162.904,233220188415543247,K,"",01,M3,0.278,K,""
tyrone63,592034697680223747,48.993,208.688,EA,20220726,2780154515204,zburns,20220206,KG,IN,84.556,X,20250628,79.249,20220406,"",100,301402021,831850393325147705,A,KG,1000000357,03,20230928,ROH,151.099,574437730558469428,K,X,01,M3,0.328,K,""
stephen56,381942317361830654,12.707,233.836,KG,20210103,4438351828518,ecarter,20250810,KG,US,70.468,"",20201031,79.999,20230423,"",100,970190751,230394050974135321,C,L,1000000386,01,20231029,HALB,172.898,125275209811474946,K,"",03,M3,0.072,K,X
rtaylor,879982093014878198,99.064,145.818,EA,20240506,8176245298601,ycurry,20210621,KG,IN,21.218,X,20251107,3.337,20220218,"",100,791229055,798864479628776420,M,L,1000000103,03,20230611,ROH,138.18,776659954348999147,K,X,03,M3,0.007,K,X
christymata,141212024961787847,5.621,447.385,L,20210716,3608844830410,ptaylor,20211124,KG,IN,47.973,"",20211129,19.303,20230401,"",100,845532012,885442229711606918,C,EA,1000000401,01,20250420,FERT,354.869,855006293477137029,K,X,03,M3,0.005,K,X
jerry50,199089731474181119,26.826,47.019,KG,20220124,9854227406752,mwagner,20201208,KG,IN,55.435,"",20240528,82.975,20251219,"",100,333594470,976717401545169476,C,KG,1000000484,03,20220113,FERT,37.333,446445458436834758,K,X,01,M3,0.123,K,""
vcannon,134289147689432302,38.111,468.044,KG,20210421,5587878553066,cmiller,20220607,KG,US,98.572,"",20231005,88.473,20230623,"",100,486550732,107489245733759199,M,M,1000000209,03,20260101,HAWA,415.65,243492883167905206,K,"",01,M3,0.332,K,X
cdavis,962551900363182518,67.75,168.266,EA,20201217,5085343363913,shawnwallace,20201201,KG,US,54.352,X,20220621,3.368,20250303,"",100,853418451,831136409885659117,M,M,1000000023,03,20250928,FERT,150.0,959948337249091224,K,"",01,M3,0.012,K,""
tracey97,561792498165781238,24.08,23.305,EA,20260128,1479820571686,katrina22,20230711,KG,IN,29.991,"",20220312,62.249,20220313,"",100,312723107,502185374227985724,M,M,1000000042,02,20220924,ROH,17.255,467253094777540085,K,X,03,M3,0.045,K,""
michelle26,930744682440539880,86.37,28.915,L,20200826,8771913843173,julienguyen,20250420,KG,US,39.118,X,20230810,86.755,20250710,"",100,199636801,942022432645325600,C,EA,1000000200,01,20220713,HALB,25.789,544344955050720669,K,X,03,M3,0.293,K,X
moraleskevin,165498679558125851,32.416,499.961,EA,20241202,4651451138016,kristenriver,20220205,KG,CN,89.308,X,20221003,82.293,20220216,"",100,229767110,498610656681383624,M,L,1000000246,01,20210430,HALB,433.699,890653597221248222,K,X,02,M3,0.238,K,""
wwilson,657171754770830323,36.243,293.923,L,20250105,4187437534268,austincarril,20231229,KG,CN,69.623,"",20220802,45.08,20250606,"",100,545253832,455349151362653054,C,L,1000000306,01,20210808,ROH,255.894,874097986892718896,K,X,03,M3,0.114,K,X
fdouglas,632288753264360120,7.611,244.962,EA,20200829,2398763477635,amberhall,20250805,KG,US,3.114,"",20210112,67.633,20210924,"",100,164706231,718602069662624022,A,L,1000000049,02,20220105,HALB,193.845,565267902400474920,K,"",03,M3,0.002,K,X
laura70,233623101009829718,44.432,80.876,L,20230317,9551262315774,marycampbell,20221021,KG,US,87.927,"",20220406,36.712,20220502,"",100,271241237,769396250548028848,C,EA,1000000362,03,20220606,FERT,75.815,782091781555296822,K,X,02,M3,0.143,K,""
tfreeman,359941833106620571,27.743,165.139,EA,20250201,5228743541413,kathleencarr,20220720,KG,US,77.945,X,20211120,43.828,20230225,"",100,769544721,494263241529214053,C,KG,1000000261,03,20211223,ROH,131.133,813759213648669854,K,"",01,M3,0.095,K,""
xhenderson,570874039686373962,31.036,366.077,M,20240119,2400886242716,jamiecollins,20240520,KG,DE,80.491,X,20241210,20.432,20221008,"",100,142631312,940822696448698542,M,KG,1000000498,03,20220101,HALB,269.057,909677097982875057,K,"",02,M3,0.051,K,X
leonjessica,197838512753441863,36.804,481.389,M,20240122,5880747071348,ccarter,20240305,KG,US,15.655,"",20250417,4.081,20210425,"",100,426788805,408243277195075075,C,KG,1000000443,02,20250406,HALB,391.748,270606132985697800,K,"",02,M3,0.002,K,X
vpeterson,517988603201553148,49.841,259.767,L,20210401,8715107672677,oriley,20220407,KG,DE,64.687,"",20250524,38.91,20240313,"",100,416248413,535703462402756035,C,EA,1000000252,03,20240226,HALB,200.071,499658047602092585,K,X,03,M3,0.125,K,""
pshort,135203600233733554,74.512,215.72,EA,20221011,1000279158140,isaacjones,20220105,KG,DE,23.672,"",20250717,86.735,20240817,"",100,721679746,162926329513742359,M,KG,1000000225,01,20251110,HALB,189.932,106438612095664370,K,X,01,M3,0.153,K,""
david28,688340950105180139,84.27,189.601,EA,20201017,5470955162321,stanleykelly,20211101,KG,IN,32.011,X,20200930,4.868,20221202,"",100,768547696,411141550805200989,A,EA,1000000350,02,20240611,FERT,158.037,259070742358792809,K,X,02,M3,0.013,K,""
kaitlin70,255803308486494776,71.352,379.477,M,20230819,8332614252821,qray,20220313,KG,DE,6.852,X,20210928,61.025,20210824,"",100,415008388,477987451518397496,C,EA,1000000082,01,20231125,FERT,336.98,186658872218735514,K,"",03,M3,0.03,K,""
timothy30,130778421059578063,62.429,211.996,KG,20240318,4071328864068,vfigueroa,20210404,KG,US,53.593,X,20251217,71.16,20250219,"",100,189240998,318632050034832405,A,L,1000000168,03,20220420,HALB,161.893,648174025817974286,K,X,02,M3,0.238,K,X
robertcox,130801884798587181,6.624,376.061,KG,20241119,9317064013992,xwright,20230614,KG,US,60.304,"",20240407,32.796,20211228,"",100,107994864,473181799905019788,M,KG,1000000169,02,20240902,ROH,293.993,770580430454239428,K,"",02,M3,0.013,K,X
tlittle,392362693703156877,36.072,363.527,KG,20220714,8093326961714,clutz,20250407,KG,CN,37.538,X,20231121,86.321,20210225,"",100,739456797,276535479728863498,A,M,1000000015,01,20240821,HAWA,299.863,427554673363872475,K,X,03,M3,0.117,K,""
nallen,315852341754616513,54.953,295.251,KG,20211130,3191509509305,sarah99,20240913,KG,IN,5.628,"",20240317,47.95,20250404,"",100,954103624,619590218479742185,M,KG,1000000217,01,20250505,HAWA,242.935,881687147565224362,K,X,02,M3,0.015,K,X
jennifer64,875630006025503774,54.286,307.534,EA,20210219,4427401670816,paulmarshall,20250402,KG,DE,95.274,X,20220524,25.583,20230416,"",100,759724752,353312858019137283,A,KG,1000000424,02,20210313,FERT,224.54,160440837710278816,K,X,01,M3,0.132,K,""
johncharles,191915269247673610,59.979,427.889,EA,20240307,5005416672709,orodriguez,20201009,KG,DE,95.157,X,20210218,80.936,20230203,"",100,607574281,859181632933461728,M,M,1000000062,01,20240205,ROH,325.046,937934217239783687,K,"",01,M3,0.462,K,""
henrybrandi,345927739637736679,13.459,272.878,L,20250905,6300942194792,brian15,20220115,KG,CN,29.88,"",20210721,46.629,20230121,"",100,142631312,109798789843750102,M,L,1000000456,03,20210922,ROH,224.032,974199456531862814,K,X,02,M3,0.019,K,""
