CHARG,ERSDA,LBDLL,LBEIN,LBFLL,LBFLQ,LBILL,LBILQ,LBINS,LBJIN,LBLAB,LBRUE,LBSPR,LBUML,LBVEI,LBVIN,LBVLA,LBVLL,LBVLQ,LFGJA,LFMON,LIFNR,MANDT,MATNR,SOBKZ,WERKS
B409383,20250112,20230525,62.488,002,001,001,002,251.683,2024,1429.455,X,X,94.276,51.247,206.631,1282.58,002,002,2022,11,V000666,100,665607123919771701,O,P013
B159819,20240731,20230806,306.946,002,002,003,001,550.233,2024,3775.29,"",X,500.681,288.209,463.932,3467.497,001,001,2026,09,V000796,100,822508281136133910,K,P050
B720399,20240810,20251026,100.623,002,001,001,003,214.644,2024,1160.652,X,X,107.448,82.039,173.412,1060.765,001,003,2024,09,V000715,100,579588560660372633,"",P010
B972344,20250212,20250907,73.067,002,002,001,002,642.104,2025,3570.791,X,X,683.392,59.862,553.804,2920.243,003,001,2023,07,V000793,100,283882642883366069,K,P015
B819612,20230921,20250823,92.396,001,001,002,001,372.78,2025,2475.208,X,X,299.232,79.571,314.081,1985.04,003,001,2026,03,V000425,100,382360497531414514,K,P024
B264843,20240827,20231128,149.708,001,001,001,001,267.734,2023,1766.809,"","",278.08,124.727,251.285,1643.565,002,003,2024,01,V000636,100,886628772514777603,K,P036
B890929,20260203,20230706,76.225,001,001,002,002,134.764,2023,904.65,X,"",124.536,71.528,109.397,827.713,002,003,2023,01,V000379,100,785903187787807310,"",P015
B540482,20240906,20251023,160.5,003,003,003,001,203.251,2023,2114.288,"",X,199.915,145.2,179.307,1881.689,003,003,2026,08,V000986,100,719871231486555936,K,P013
B981996,20230701,20240901,49.221,002,003,003,001,125.742,2026,1922.042,"",X,264.989,39.484,102.999,1686.011,001,003,2024,03,V000746,100,857636226954747963,K,P016
B309874,20240723,20250524,101.597,001,003,001,001,145.557,2025,1071.229,X,X,213.982,83.776,125.266,929.142,002,003,2025,10,V000362,100,740767385266219654,O,P038
B775059,20231216,20250212,12.842,001,003,003,001,11.567,2026,193.379,X,"",33.585,12.154,10.096,169.04,003,001,2022,01,V000887,100,163008561985588682,K,P049
B287076,20240821,20240209,24.986,002,003,003,001,53.127,2025,372.36,X,X,68.149,20.293,47.933,349.292,002,001,2024,10,V000934,100,922376980671848768,K,P042
B101926,20250817,20240326,222.901,001,003,003,003,493.939,2024,2962.141,X,X,166.889,188.954,450.125,2773.929,003,003,2024,01,V000018,100,359446985717682917,O,P027
B995775,20240626,20240311,272.66,002,002,001,001,588.389,2022,4232.046,"","",725.823,244.198,511.842,3967.888,002,002,2025,03,V000898,100,167212453515672511,K,P034
B675491,20250217,20240509,100.692,003,001,003,003,506.287,2023,3981.797,X,"",485.079,82.691,417.096,3329.111,003,001,2025,12,V000453,100,763860218410721183,"",P041
B904034,20230601,20230803,52.698,003,001,001,003,106.933,2025,793.465,"",X,108.436,48.848,94.172,725.856,003,001,2022,04,V000921,100,202444180793712076,"",P008
B883382,20250208,20250814,108.755,003,001,002,002,352.314,2023,2026.279,"","",114.1,95.707,291.654,1799.154,002,003,2025,06,V000067,100,816164317686015948,K,P046
B595267,20250817,20250315,76.04,003,003,003,002,222.837,2023,1115.821,"",X,93.648,70.933,179.488,982.076,002,002,2023,04,V000593,100,525906865614637895,K,P048
B164412,20231116,20250509,37.534,001,003,001,002,403.821,2025,2181.273,"","",137.171,31.977,369.961,2028.238,003,001,2025,03,V000813,100,588913794013546864,"",P046
B280506,20250320,20251014,209.101,003,001,003,001,659.105,2025,4983.639,X,X,418.995,193.131,609.06,4690.016,002,003,2025,04,V000789,100,430967624770342933,K,P040
B931826,20260101,20250127,130.39,003,001,003,002,189.339,2025,1701.92,X,"",116.246,122.615,172.325,1508.788,002,002,2024,01,V000239,100,249703195841296807,K,P037
B885049,20240121,20251116,62.889,001,002,001,003,401.44,2024,2915.721,X,"",579.815,59.041,352.124,2652.434,003,003,2022,04,V000541,100,366905070549804737,K,P042
B841935,20231102,20240607,68.637,002,001,001,002,229.41,2025,1675.094,X,"",149.125,62.518,190.178,1386.704,002,001,2024,07,V000945,100,961862976955797026,K,P002
B844720,20250117,20240609,43.249,001,001,001,003,232.951,2025,3452.799,X,X,282.599,37.237,204.858,2914.486,003,003,2024,09,V000119,100,585461632383748642,"",P047
B501609,20260210,20250713,41.285,003,003,003,001,33.902,2025,483.149,"",X,39.228,38.071,31.957,397.201,001,001,2023,02,V000121,100,175826272487943650,K,P049
B727993,20240212,20240614,38.285,002,003,003,001,211.012,2026,1496.427,X,"",225.494,33.773,173.474,1264.714,003,002,2026,02,V000236,100,634576971732178390,K,P003
B676499,20251103,20241229,80.915,003,001,001,003,374.067,2026,2930.035,X,X,490.894,68.059,353.368,2559.702,002,001,2026,02,V000459,100,476125995240322178,O,P001
B274256,20230615,20250531,30.43,002,001,001,003,33.15,2024,350.926,X,"",52.503,26.61,29.077,287.177,002,001,2022,12,V000533,100,600263611661510158,"",P008
B514302,20240912,20251120,68.884,003,003,003,003,132.522,2026,1190.522,"",X,169.711,62.302,110.884,985.798,003,001,2022,01,V000755,100,514320537102600308,"",P017
B571733,20240703,20250123,48.809,002,001,003,003,96.349,2022,502.941,X,X,29.454,41.363,91.403,404.774,003,002,2026,02,V000830,100,343190337922133129,O,P023
B689566,20260123,20250322,350.006,003,002,002,003,245.789,2022,4155.13,"","",772.054,311.641,218.808,3634.122,003,001,2023,03,V000109,100,985832569597639266,O,P041
B190140,20260131,20260110,25.105,002,002,003,001,64.918,2024,348.812,X,X,51.858,21.477,54.879,287.406,002,001,2024,07,V000097,100,543776314244371342,O,P019
B408648,20230831,20231114,369.855,003,001,001,003,391.493,2026,4608.091,X,X,845.369,313.051,358.285,3934.213,002,003,2024,08,V000973,100,187952567628244369,K,P035
B127516,20250813,20240417,20.577,001,002,003,002,23.3,2024,327.26,"","",33.906,18.26,21.468,310.257,002,001,2025,04,V000767,100,746476469659916581,O,P009
B929372,20241012,20231107,49.97,003,003,001,001,523.641,2023,2714.477,"","",504.092,40.84,458.576,2229.498,002,002,2023,12,V000417,100,943080190075906316,"",P016
B521445,20251118,20250114,290.029,001,002,002,002,204.249,2025,3764.97,"",X,355.796,258.445,177.534,3341.389,003,001,2022,04,V000022,100,993644558980156839,K,P023
B282314,20250715,20231010,47.437,003,003,002,001,399.778,2026,3663.217,"","",250.1,43.899,347.096,3083.258,003,002,2024,08,V000566,100,725371812336251119,K,P035
B621013,20250519,20250928,104.931,002,002,001,002,300.012,2026,2024.821,"",X,350.263,90.606,263.754,1686.854,001,003,2025,11,V000933,100,861871454008673062,K,P034
B772992,20231104,20240326,88.6,003,003,003,003,876.023,2025,4987.72,"","",721.998,81.657,733.785,3991.567,003,003,2025,07,V000271,100,216875074593818059,O,P023
B364619,20240927,20240614,40.318,001,001,002,002,514.336,2026,2743.346,"","",315.978,32.789,480.456,2415.494,002,001,2024,02,V000710,100,645133312768539811,"",P003
B552581,20251207,20230715,55.247,002,001,003,002,216.645,2022,3607.284,"","",564.905,47.439,189.062,3199.802,002,002,2026,04,V000705,100,425001109470118602,O,P040
B214071,20230821,20240209,464.292,003,001,001,002,526.935,2025,4689.953,X,"",530.542,436.611,475.382,3856.965,003,002,2025,12,V000610,100,944285952833543201,O,P016
B865921,20231025,20250502,48.919,002,002,002,001,303.022,2026,1640.723,X,X,142.952,42.84,251.505,1382.967,001,003,2026,03,V000093,100,348601984746516127,K,P022
B957287,20240106,20240723,251.984,002,001,002,003,457.98,2026,3359.587,X,"",461.795,213.855,421.704,2819.98,002,002,2023,05,V000633,100,200574220437241141,O,P011
B910751,20240413,20260211,189.846,003,003,003,001,377.508,2025,1899.311,X,X,268.004,167.486,306.038,1602.934,002,002,2024,11,V000741,100,940971487319643396,K,P012
B135764,20251111,20250811,116.015,002,001,001,002,136.922,2026,1239.598,X,X,216.287,94.059,126.0,1132.459,002,001,2026,09,V000901,100,577047397782840756,K,P008
B850912,20240908,20230827,181.282,002,001,002,002,400.71,2022,2039.762,X,"",256.398,157.395,321.092,1933.725,003,003,2024,01,V000942,100,681138533318086940,O,P049
B513316,20240810,20240322,202.884,002,003,002,001,529.844,2022,4546.546,X,"",874.492,185.661,434.41,4034.477,002,002,2023,06,V000354,100,896387384860998969,K,P039
B833606,20250126,20250304,108.061,003,003,001,002,139.071,2024,2218.141,X,"",126.629,101.544,118.207,1895.585,001,003,2022,09,V000251,100,290035666774849782,O,P018
B522344,20250805,20250726,219.517,002,003,001,001,236.56,2025,2218.983,"",X,239.91,200.574,201.0,2001.385,002,001,2026,01,V000483,100,583134592897049545,"",P023
B595598,20250125,20231229,413.487,002,003,003,003,651.256,2022,4393.93,X,X,659.397,344.441,580.631,3837.689,002,002,2022,06,V000918,100,611835834287883955,"",P035
B564209,20231109,20240405,68.256,001,002,002,002,103.743,2024,780.888,X,"",46.433,59.389,96.624,699.044,003,002,2023,02,V000721,100,794781308036003269,O,P022
B468946,20250406,20240422,108.786,001,001,003,003,740.124,2024,4259.866,X,"",672.389,101.236,690.45,3642.441,002,001,2024,12,V000721,100,700632158342454872,K,P027
B966935,20250831,20250628,65.849,002,001,003,001,197.219,2022,1232.247,X,X,214.593,59.52,176.842,1072.968,002,003,2023,05,V000192,100,753289113285006821,O,P002
B745979,20250914,20240131,69.223,002,001,003,002,140.076,2023,712.051,X,X,93.473,57.312,128.204,611.007,003,003,2022,10,V000307,100,318351431446586068,K,P018
B848002,20240105,20250429,107.152,002,001,001,003,361.19,2023,2751.916,"","",542.032,97.614,316.978,2397.729,003,001,2023,10,V000092,100,363378589207040274,"",P003
B194800,20240226,20230713,46.974,001,003,003,001,212.122,2025,1238.525,"",X,239.782,38.681,187.658,1108.429,002,003,2022,02,V000080,100,569904438568320782,K,P039
B898087,20241016,20250331,113.791,001,003,001,003,126.19,2024,1276.671,"",X,150.442,101.699,110.49,1168.598,002,002,2024,08,V000728,100,626615244737693737,"",P049
B338467,20251101,20240928,250.425,001,003,001,001,154.072,2024,2794.712,"",X,245.155,236.88,146.143,2423.529,002,002,2025,06,V000164,100,356125488154261956,O,P044
B943927,20240517,20230530,78.462,002,001,003,003,630.436,2023,4443.406,X,X,261.203,67.545,558.663,4164.95,002,001,2022,07,V000053,100,785229224695193199,"",P032
B432382,20251012,20241027,231.551,001,001,003,003,400.7,2022,2507.556,X,X,329.623,216.983,346.433,2218.634,001,002,2025,09,V000605,100,751853364169008778,K,P050
B400603,20230702,20250603,306.591,003,003,002,002,464.894,2024,3962.151,X,"",568.604,246.615,374.092,3668.57,002,003,2026,10,V000452,100,768426361469091504,"",P006
B814310,20241209,20241031,5.929,003,002,001,003,30.144,2023,215.775,X,"",38.761,4.966,26.726,186.42,002,001,2025,10,V000466,100,192426640191930244,O,P033
B201417,20240606,20251016,26.414,003,002,002,003,95.69,2025,1456.432,"","",164.395,21.758,89.546,1282.028,001,003,2026,05,V000240,100,250303719682870797,K,P049
B473643,20250408,20240517,224.167,001,001,001,003,353.756,2023,2436.159,X,X,272.959,196.428,306.956,2108.593,002,001,2022,09,V000997,100,136934086470969502,O,P039
B515199,20241209,20250711,3.63,003,001,001,003,22.448,2026,137.064,X,"",19.212,3.337,20.625,123.053,001,002,2024,09,V000394,100,631880625854853596,"",P013
B468642,20260212,20250628,98.442,002,002,002,003,153.694,2025,1519.508,X,"",137.055,89.124,130.318,1405.671,002,002,2023,02,V000163,100,604516596486838314,"",P023
B928161,20240107,20231222,14.991,003,003,001,001,41.379,2026,463.509,"",X,69.801,12.432,33.914,435.396,003,001,2025,04,V000543,100,385462725269911378,O,P022
B974215,20260208,20240513,43.294,001,003,001,002,32.959,2024,565.829,"","",91.572,36.859,30.998,473.842,001,003,2026,07,V000969,100,539532900611057176,K,P021
B569506,20240324,20230531,180.47,003,001,003,001,805.674,2022,4236.46,X,"",607.087,160.181,697.049,3804.686,001,002,2025,06,V000025,100,604362330019695482,K,P006
B407923,20251223,20250207,66.788,001,003,001,001,430.78,2026,4157.005,X,"",486.59,53.517,378.83,3428.528,001,001,2026,05,V000322,100,755464125350655765,K,P029
B785523,20230612,20250319,78.502,002,001,003,001,167.15,2022,2340.195,"",X,383.947,73.641,154.447,2213.404,002,001,2026,07,V000699,100,870272404592297623,"",P016
B363937,20250304,20240205,4.702,003,002,003,003,28.426,2025,242.428,"",X,19.255,4.331,24.741,216.62,001,002,2025,09,V000303,100,433464471581448713,O,P011
B622111,20251120,20241217,276.444,002,003,002,002,840.084,2026,4751.374,"","",471.384,255.459,720.942,3812.161,001,001,2025,05,V000521,100,940826929086482834,K,P037
B641112,20230911,20250225,38.699,002,003,001,001,92.551,2025,959.01,"","",75.293,33.216,82.738,888.861,001,002,2024,07,V000454,100,736770281070284870,"",P017
B973132,20240602,20240325,32.912,001,001,003,002,80.307,2024,1125.136,"",X,101.995,30.925,71.081,940.811,001,001,2024,04,V000889,100,960569458331957957,K,P024
B655618,20230616,20240822,67.328,001,001,003,001,103.611,2025,1024.263,X,X,97.927,55.15,84.79,819.808,002,001,2026,10,V000931,100,501890376835548100,"",P049
B523371,20230826,20250414,164.058,001,002,001,003,138.133,2024,2211.802,"",X,163.233,139.226,119.503,2043.714,003,002,2025,05,V000370,100,312791867314087320,O,P013
B465734,20250818,20250417,10.408,001,003,001,001,39.891,2023,227.563,"",X,31.134,9.834,34.931,212.54,002,003,2023,10,V000290,100,409300460570592266,O,P049
B138853,20240927,20250507,280.077,002,001,003,001,512.848,2022,3433.209,X,"",615.227,224.563,447.038,3196.804,001,001,2025,06,V000565,100,634707175563319206,K,P021
B630169,20231012,20240206,38.572,001,001,003,002,229.647,2025,1622.596,X,X,284.4,32.741,185.566,1465.816,001,002,2024,02,V000722,100,852262076300104578,O,P043
B969893,20230925,20240103,36.504,002,001,002,001,123.496,2025,734.817,X,"",60.097,31.605,110.977,678.161,001,003,2025,09,V000096,100,158307146368218831,K,P035
B831224,20250215,20250501,90.068,003,002,001,002,323.818,2023,2085.622,"",X,252.178,75.744,265.066,1674.628,002,001,2023,07,V000500,100,157767333304558738,"",P030
B448466,20240128,20250809,212.114,002,003,002,001,418.561,2024,2798.49,"","",470.74,180.48,380.548,2478.711,001,001,2025,06,V000623,100,755935315675586693,K,P034
B343710,20250920,20251113,106.227,003,002,001,003,223.037,2022,1150.288,"",X,174.405,93.512,205.925,1002.845,003,001,2024,10,V000679,100,159996297585068961,O,P011
B457394,20240504,20240320,42.524,003,002,001,002,62.429,2022,1231.958,"","",187.987,37.353,55.938,991.531,001,001,2022,12,V000940,100,584774309420754788,"",P035
B729671,20250608,20240510,266.25,002,001,003,002,234.2,2024,2881.898,"","",486.489,237.556,205.719,2443.252,002,003,2025,08,V000578,100,637227274563594162,"",P043
B966973,20250827,20240206,242.576,003,001,003,002,520.641,2025,3695.529,"","",490.216,205.103,422.399,3063.858,002,003,2025,11,V000787,100,659879870960493618,K,P039
B626734,20250811,20250920,312.828,003,003,001,001,377.054,2022,4830.102,"","",698.29,290.929,353.25,3940.51,001,003,2022,09,V000356,100,880107313566505983,K,P023
B169853,20230701,20230928,40.55,002,002,003,001,288.762,2022,1535.829,X,X,142.546,38.452,248.567,1358.39,002,003,2026,11,V000120,100,677632364278850185,O,P024
B626797,20250509,20251230,392.706,001,002,003,003,833.812,2025,4177.645,X,X,423.732,343.519,750.421,3372.321,001,001,2023,01,V000476,100,466422589990319445,O,P043
B830512,20231008,20240815,232.142,001,002,003,001,482.313,2025,2430.516,X,"",378.081,214.564,403.755,2019.538,002,001,2025,02,V000281,100,653637745380380261,K,P050
B536753,20240906,20230719,46.505,003,002,002,001,137.488,2025,1436.932,X,"",262.175,38.574,112.648,1359.4,002,001,2025,05,V000061,100,417738619086585154,K,P015
B878977,20241117,20251208,149.858,001,001,001,003,703.383,2024,3841.253,"",X,243.152,141.509,576.764,3590.983,001,003,2025,03,V000783,100,726184592682576383,"",P045
B288399,20241022,20240825,186.532,003,003,002,002,200.859,2022,1990.616,"",X,244.901,158.552,190.377,1819.761,002,001,2022,07,V000235,100,520343384303488699,"",P020
B878430,20240427,20250618,2.161,001,002,001,001,14.431,2022,138.543,X,X,25.82,1.831,12.357,118.956,001,001,2022,06,V000230,100,304271052737669733,O,P022
B965394,20240711,20231128,134.349,002,002,003,002,268.804,2022,1913.902,"",X,217.192,110.856,242.764,1621.755,002,003,2025,09,V000303,100,903850289968453462,O,P014
B622591,20240502,20230810,124.292,001,002,002,003,171.349,2023,1708.408,"",X,292.029,102.546,137.761,1598.778,001,003,2023,10,V000014,100,950534169667837744,O,P011
B690036,20250918,20241024,159.55,001,002,003,003,112.137,2025,1829.605,"","",176.812,144.166,92.874,1507.097,002,003,2022,08,V000529,100,442607607305931815,O,P035
B924257,20250414,20241028,52.164,002,001,003,002,41.017,2022,566.83,X,"",109.945,46.162,36.941,499.861,002,003,2024,08,V000237,100,543866656719694529,O,P020
B789639,20250815,20250905,201.343,003,003,002,003,425.411,2022,3312.768,X,"",661.003,167.846,341.421,3124.872,002,002,2026,03,V000313,100,500411961663385921,"",P026
B955049,20251112,20240727,222.246,002,002,002,003,587.44,2022,4317.822,"","",561.149,187.103,485.371,4007.396,002,002,2023,11,V000949,100,297679161609315450,K,P034
B549436,20250719,20250906,109.726,002,002,002,002,507.447,2023,4836.75,X,X,818.32,98.402,430.269,4573.638,003,003,2025,12,V000433,100,344245651377456193,O,P038
B215758,20240530,20250407,3.699,003,003,001,003,59.876,2023,324.662,X,X,59.393,3.186,49.453,306.609,003,001,2022,07,V000555,100,890354661294575049,O,P002
B910633,20250905,20240904,112.202,002,003,001,002,243.098,2024,3806.91,"",X,464.564,104.349,209.728,3554.029,001,001,2023,01,V000646,100,354629435412297652,K,P025
B327464,20240812,20240908,92.096,001,003,003,002,112.195,2023,1538.692,"","",119.857,74.079,102.442,1369.686,001,002,2026,01,V000671,100,433553486425277968,"",P015
B896220,20230527,20251128,336.266,003,001,002,003,443.047,2024,4146.704,X,"",722.699,280.717,370.797,3739.01,003,001,2024,08,V000728,100,550495997114688299,"",P038
B613698,20240530,20250827,8.904,002,002,003,002,48.313,2024,611.222,"",X,84.62,7.561,41.844,505.584,003,001,2022,09,V000449,100,298959472193739685,K,P007
B432109,20240825,20231121,10.272,002,002,001,003,49.718,2025,314.337,"","",57.174,8.468,43.948,263.722,003,002,2022,05,V000335,100,741027605434678168,O,P021
B180184,20240201,20250513,50.168,003,001,002,002,270.475,2026,1363.79,"",X,210.604,45.716,241.594,1140.787,003,003,2025,03,V000610,100,515952181855003548,K,P012
B227332,20250418,20230717,21.534,003,003,003,003,13.172,2026,239.629,X,X,13.954,19.595,11.58,199.73,003,001,2024,02,V000387,100,120401340044217819,O,P004
B430801,20241223,20250119,310.644,002,001,001,001,525.967,2024,4050.264,"",X,667.163,285.706,470.231,3594.266,003,001,2022,04,V000858,100,905937245736228426,"",P009
B659573,20241211,20240628,6.116,002,001,001,002,12.151,2025,186.627,X,X,30.658,5.767,10.487,149.321,002,002,2024,11,V000464,100,192202424493238997,"",P042
