MANDT,SPRACHE,ART,KURZTEXT,LTXA1
200,F,INSP0035,Inspection Type 0035,Quality Inspection Operation 0035
300,S,INSP0036,Inspection Type 0036,Quality Inspection Operation 0036
100,E,INSP0037,Inspection Type 0037,Quality Inspection Operation 0037
200,D,INSP0038,Inspection Type 0038,Quality Inspection Operation 0038
300,F,INSP0039,Inspection Type 0039,Quality Inspection Operation 0039
100,S,INSP0040,Inspection Type 0040,Quality Inspection Operation 0040
200,E,INSP0041,Inspection Type 0041,Quality Inspection Operation 0041
300,D,INSP0042,Inspection Type 0042,Quality Inspection Operation 0042
100,F,INSP0043,Inspection Type 0043,Quality Inspection Operation 0043
200,S,INSP0044,Inspection Type 0044,Quality Inspection Operation 0044
300,E,INSP0045,Inspection Type 0045,Quality Inspection Operation 0045
100,D,INSP0046,Inspection Type 0046,Quality Inspection Operation 0046
200,F,INSP0047,Inspection Type 0047,Quality Inspection Operation 0047
300,S,INSP0048,Inspection Type 0048,Quality Inspection Operation 0048
100,E,INSP0049,Inspection Type 0049,Quality Inspection Operation 0049
200,D,INSP0050,Inspection Type 0050,Quality Inspection Operation 0050
300,F,INSP0051,Inspection Type 0051,Quality Inspection Operation 0051
100,S,INSP0052,Inspection Type 0052,Quality Inspection Operation 0052
200,E,INSP0053,Inspection Type 0053,Quality Inspection Operation 0053
300,D,INSP0054,Inspection Type 0054,Quality Inspection Operation 0054
100,F,INSP0055,Inspection Type 0055,Quality Inspection Operation 0055
200,S,INSP0056,Inspection Type 0056,Quality Inspection Operation 0056
300,E,INSP0057,Inspection Type 0057,Quality Inspection Operation 0057
100,D,INSP0058,Inspection Type 0058,Quality Inspection Operation 0058
200,F,INSP0059,Inspection Type 0059,Quality Inspection Operation 0059
300,S,INSP0060,Inspection Type 0060,Quality Inspection Operation 0060
100,E,INSP0061,Inspection Type 0061,Quality Inspection Operation 0061
200,D,INSP0062,Inspection Type 0062,Quality Inspection Operation 0062
300,F,INSP0063,Inspection Type 0063,Quality Inspection Operation 0063
100,S,INSP0064,Inspection Type 0064,Quality Inspection Operation 0064
200,E,INSP0065,Inspection Type 0065,Quality Inspection Operation 0065
300,D,INSP0066,Inspection Type 0066,Quality Inspection Operation 0066
100,F,INSP0067,Inspection Type 0067,Quality Inspection Operation 0067
200,S,INSP0068,Inspection Type 0068,Quality Inspection Operation 0068
300,E,INSP0069,Inspection Type 0069,Quality Inspection Operation 0069
100,D,INSP0070,Inspection Type 0070,Quality Inspection Operation 0070
200,F,INSP0071,Inspection Type 0071,Quality Inspection Operation 0071
300,S,INSP0072,Inspection Type 0072,Quality Inspection Operation 0072
100,E,INSP0073,Inspection Type 0073,Quality Inspection Operation 0073
200,D,INSP0074,Inspection Type 0074,Quality Inspection Operation 0074
300,F,INSP0075,Inspection Type 0075,Quality Inspection Operation 0075
100,S,INSP0076,Inspection Type 0076,Quality Inspection Operation 0076
200,E,INSP0077,Inspection Type 0077,Quality Inspection Operation 0077
300,D,INSP0078,Inspection Type 0078,Quality Inspection Operation 0078
100,F,INSP0079,Inspection Type 0079,Quality Inspection Operation 0079
200,S,INSP0080,Inspection Type 0080,Quality Inspection Operation 0080
300,E,INSP0081,Inspection Type 0081,Quality Inspection Operation 0081
100,D,INSP0082,Inspection Type 0082,Quality Inspection Operation 0082
200,F,INSP0083,Inspection Type 0083,Quality Inspection Operation 0083
300,S,INSP0084,Inspection Type 0084,Quality Inspection Operation 0084
100,E,INSP0085,Inspection Type 0085,Quality Inspection Operation 0085
200,D,INSP0086,Inspection Type 0086,Quality Inspection Operation 0086
300,F,INSP0087,Inspection Type 0087,Quality Inspection Operation 0087
100,S,INSP0088,Inspection Type 0088,Quality Inspection Operation 0088
200,E,INSP0089,Inspection Type 0089,Quality Inspection Operation 0089
300,D,INSP0090,Inspection Type 0090,Quality Inspection Operation 0090
100,F,INSP0091,Inspection Type 0091,Quality Inspection Operation 0091
200,S,INSP0092,Inspection Type 0092,Quality Inspection Operation 0092
300,E,INSP0093,Inspection Type 0093,Quality Inspection Operation 0093
100,D,INSP0094,Inspection Type 0094,Quality Inspection Operation 0094
200,F,INSP0095,Inspection Type 0095,Quality Inspection Operation 0095
300,S,INSP0096,Inspection Type 0096,Quality Inspection Operation 0096
100,E,INSP0097,Inspection Type 0097,Quality Inspection Operation 0097
200,D,INSP0098,Inspection Type 0098,Quality Inspection Operation 0098
300,F,INSP0099,Inspection Type 0099,Quality Inspection Operation 0099
100,S,INSP0100,Inspection Type 0100,Quality Inspection Operation 0100
200,E,INSP0101,Inspection Type 0101,Quality Inspection Operation 0101
300,D,INSP0102,Inspection Type 0102,Quality Inspection Operation 0102
100,F,INSP0103,Inspection Type 0103,Quality Inspection Operation 0103
200,S,INSP0104,Inspection Type 0104,Quality Inspection Operation 0104
300,E,INSP0105,Inspection Type 0105,Quality Inspection Operation 0105
100,D,INSP0106,Inspection Type 0106,Quality Inspection Operation 0106
200,F,INSP0107,Inspection Type 0107,Quality Inspection Operation 0107
300,S,INSP0108,Inspection Type 0108,Quality Inspection Operation 0108
100,E,INSP0109,Inspection Type 0109,Quality Inspection Operation 0109
200,D,INSP0110,Inspection Type 0110,Quality Inspection Operation 0110
300,F,INSP0111,Inspection Type 0111,Quality Inspection Operation 0111
100,S,INSP0112,Inspection Type 0112,Quality Inspection Operation 0112
200,E,INSP0113,Inspection Type 0113,Quality Inspection Operation 0113
300,D,INSP0114,Inspection Type 0114,Quality Inspection Operation 0114
100,F,INSP0115,Inspection Type 0115,Quality Inspection Operation 0115
200,S,INSP0116,Inspection Type 0116,Quality Inspection Operation 0116
300,E,INSP0117,Inspection Type 0117,Quality Inspection Operation 0117
100,D,INSP0118,Inspection Type 0118,Quality Inspection Operation 0118
200,F,INSP0119,Inspection Type 0119,Quality Inspection Operation 0119
300,S,INSP0120,Inspection Type 0120,Quality Inspection Operation 0120
100,E,INSP0121,Inspection Type 0121,Quality Inspection Operation 0121
200,D,INSP0122,Inspection Type 0122,Quality Inspection Operation 0122
300,F,INSP0123,Inspection Type 0123,Quality Inspection Operation 0123
100,S,INSP0124,Inspection Type 0124,Quality Inspection Operation 0124
200,E,INSP0125,Inspection Type 0125,Quality Inspection Operation 0125
300,D,INSP0126,Inspection Type 0126,Quality Inspection Operation 0126
100,F,INSP0127,Inspection Type 0127,Quality Inspection Operation 0127
200,S,INSP0128,Inspection Type 0128,Quality Inspection Operation 0128
300,E,INSP0129,Inspection Type 0129,Quality Inspection Operation 0129
100,D,INSP0130,Inspection Type 0130,Quality Inspection Operation 0130
200,F,INSP0131,Inspection Type 0131,Quality Inspection Operation 0131
300,S,INSP0132,Inspection Type 0132,Quality Inspection Operation 0132
100,E,INSP0133,Inspection Type 0133,Quality Inspection Operation 0133
200,D,INSP0134,Inspection Type 0134,Quality Inspection Operation 0134
300,F,INSP0135,Inspection Type 0135,Quality Inspection Operation 0135
100,S,INSP0136,Inspection Type 0136,Quality Inspection Operation 0136
200,E,INSP0137,Inspection Type 0137,Quality Inspection Operation 0137
300,D,INSP0138,Inspection Type 0138,Quality Inspection Operation 0138
100,F,INSP0139,Inspection Type 0139,Quality Inspection Operation 0139
200,S,INSP0140,Inspection Type 0140,Quality Inspection Operation 0140
300,E,INSP0141,Inspection Type 0141,Quality Inspection Operation 0141
100,D,INSP0142,Inspection Type 0142,Quality Inspection Operation 0142
200,F,INSP0143,Inspection Type 0143,Quality Inspection Operation 0143
300,S,INSP0144,Inspection Type 0144,Quality Inspection Operation 0144
100,E,INSP0145,Inspection Type 0145,Quality Inspection Operation 0145
200,D,INSP0146,Inspection Type 0146,Quality Inspection Operation 0146
300,F,INSP0147,Inspection Type 0147,Quality Inspection Operation 0147
100,S,INSP0148,Inspection Type 0148,Quality Inspection Operation 0148
200,E,INSP0149,Inspection Type 0149,Quality Inspection Operation 0149
300,D,INSP0150,Inspection Type 0150,Quality Inspection Operation 0150
100,F,INSP0151,Inspection Type 0151,Quality Inspection Operation 0151
200,S,INSP0152,Inspection Type 0152,Quality Inspection Operation 0152
300,E,INSP0153,Inspection Type 0153,Quality Inspection Operation 0153
100,D,INSP0154,Inspection Type 0154,Quality Inspection Operation 0154
200,F,INSP0155,Inspection Type 0155,Quality Inspection Operation 0155
300,S,INSP0156,Inspection Type 0156,Quality Inspection Operation 0156
100,E,INSP0157,Inspection Type 0157,Quality Inspection Operation 0157
200,D,INSP0158,Inspection Type 0158,Quality Inspection Operation 0158
300,F,INSP0159,Inspection Type 0159,Quality Inspection Operation 0159
100,S,INSP0160,Inspection Type 0160,Quality Inspection Operation 0160
200,E,INSP0161,Inspection Type 0161,Quality Inspection Operation 0161
300,D,INSP0162,Inspection Type 0162,Quality Inspection Operation 0162
100,F,INSP0163,Inspection Type 0163,Quality Inspection Operation 0163
200,S,INSP0164,Inspection Type 0164,Quality Inspection Operation 0164
300,E,INSP0165,Inspection Type 0165,Quality Inspection Operation 0165
100,D,INSP0166,Inspection Type 0166,Quality Inspection Operation 0166
200,F,INSP0167,Inspection Type 0167,Quality Inspection Operation 0167
300,S,INSP0168,Inspection Type 0168,Quality Inspection Operation 0168
100,E,INSP0169,Inspection Type 0169,Quality Inspection Operation 0169
200,D,INSP0170,Inspection Type 0170,Quality Inspection Operation 0170
300,F,INSP0171,Inspection Type 0171,Quality Inspection Operation 0171
100,S,INSP0172,Inspection Type 0172,Quality Inspection Operation 0172
200,E,INSP0173,Inspection Type 0173,Quality Inspection Operation 0173
300,D,INSP0174,Inspection Type 0174,Quality Inspection Operation 0174
100,F,INSP0175,Inspection Type 0175,Quality Inspection Operation 0175
200,S,INSP0176,Inspection Type 0176,Quality Inspection Operation 0176
300,E,INSP0177,Inspection Type 0177,Quality Inspection Operation 0177
100,D,INSP0178,Inspection Type 0178,Quality Inspection Operation 0178
200,F,INSP0179,Inspection Type 0179,Quality Inspection Operation 0179
300,S,INSP0180,Inspection Type 0180,Quality Inspection Operation 0180
100,E,INSP0181,Inspection Type 0181,Quality Inspection Operation 0181
200,D,INSP0182,Inspection Type 0182,Quality Inspection Operation 0182
300,F,INSP0183,Inspection Type 0183,Quality Inspection Operation 0183
100,S,INSP0184,Inspection Type 0184,Quality Inspection Operation 0184
200,E,INSP0185,Inspection Type 0185,Quality Inspection Operation 0185
300,D,INSP0186,Inspection Type 0186,Quality Inspection Operation 0186
100,F,INSP0187,Inspection Type 0187,Quality Inspection Operation 0187
200,S,INSP0188,Inspection Type 0188,Quality Inspection Operation 0188
300,E,INSP0189,Inspection Type 0189,Quality Inspection Operation 0189
100,D,INSP0190,Inspection Type 0190,Quality Inspection Operation 0190
200,F,INSP0191,Inspection Type 0191,Quality Inspection Operation 0191
300,S,INSP0192,Inspection Type 0192,Quality Inspection Operation 0192
100,E,INSP0193,Inspection Type 0193,Quality Inspection Operation 0193
200,D,INSP0194,Inspection Type 0194,Quality Inspection Operation 0194
300,F,INSP0195,Inspection Type 0195,Quality Inspection Operation 0195
100,S,INSP0196,Inspection Type 0196,Quality Inspection Operation 0196
200,E,INSP0197,Inspection Type 0197,Quality Inspection Operation 0197
300,D,INSP0198,Inspection Type 0198,Quality Inspection Operation 0198
100,F,INSP0199,Inspection Type 0199,Quality Inspection Operation 0199
200,S,INSP0200,Inspection Type 0200,Quality Inspection Operation 0200
300,E,INSP0201,Inspection Type 0201,Quality Inspection Operation 0201
100,D,INSP0202,Inspection Type 0202,Quality Inspection Operation 0202
200,F,INSP0203,Inspection Type 0203,Quality Inspection Operation 0203
300,S,INSP0204,Inspection Type 0204,Quality Inspection Operation 0204
100,E,INSP0205,Inspection Type 0205,Quality Inspection Operation 0205
200,D,INSP0206,Inspection Type 0206,Quality Inspection Operation 0206
300,F,INSP0207,Inspection Type 0207,Quality Inspection Operation 0207
100,S,INSP0208,Inspection Type 0208,Quality Inspection Operation 0208
200,E,INSP0209,Inspection Type 0209,Quality Inspection Operation 0209
300,D,INSP0210,Inspection Type 0210,Quality Inspection Operation 0210
100,F,INSP0211,Inspection Type 0211,Quality Inspection Operation 0211
200,S,INSP0212,Inspection Type 0212,Quality Inspection Operation 0212
300,E,INSP0213,Inspection Type 0213,Quality Inspection Operation 0213
100,D,INSP0214,Inspection Type 0214,Quality Inspection Operation 0214
200,F,INSP0215,Inspection Type 0215,Quality Inspection Operation 0215
300,S,INSP0216,Inspection Type 0216,Quality Inspection Operation 0216
100,E,INSP0217,Inspection Type 0217,Quality Inspection Operation 0217
200,D,INSP0218,Inspection Type 0218,Quality Inspection Operation 0218
300,F,INSP0219,Inspection Type 0219,Quality Inspection Operation 0219
100,S,INSP0220,Inspection Type 0220,Quality Inspection Operation 0220
200,E,INSP0221,Inspection Type 0221,Quality Inspection Operation 0221
300,D,INSP0222,Inspection Type 0222,Quality Inspection Operation 0222
100,F,INSP0223,Inspection Type 0223,Quality Inspection Operation 0223
200,S,INSP0224,Inspection Type 0224,Quality Inspection Operation 0224
300,E,INSP0225,Inspection Type 0225,Quality Inspection Operation 0225
100,D,INSP0226,Inspection Type 0226,Quality Inspection Operation 0226
200,F,INSP0227,Inspection Type 0227,Quality Inspection Operation 0227
300,S,INSP0228,Inspection Type 0228,Quality Inspection Operation 0228
100,E,INSP0229,Inspection Type 0229,Quality Inspection Operation 0229
200,D,INSP0230,Inspection Type 0230,Quality Inspection Operation 0230
300,F,INSP0231,Inspection Type 0231,Quality Inspection Operation 0231
100,S,INSP0232,Inspection Type 0232,Quality Inspection Operation 0232
200,E,INSP0233,Inspection Type 0233,Quality Inspection Operation 0233
300,D,INSP0234,Inspection Type 0234,Quality Inspection Operation 0234
100,F,INSP0235,Inspection Type 0235,Quality Inspection Operation 0235
200,S,INSP0236,Inspection Type 0236,Quality Inspection Operation 0236
300,E,INSP0237,Inspection Type 0237,Quality Inspection Operation 0237
100,D,INSP0238,Inspection Type 0238,Quality Inspection Operation 0238
200,F,INSP0239,Inspection Type 0239,Quality Inspection Operation 0239
300,S,INSP0240,Inspection Type 0240,Quality Inspection Operation 0240
100,E,INSP0241,Inspection Type 0241,Quality Inspection Operation 0241
200,D,INSP0242,Inspection Type 0242,Quality Inspection Operation 0242
300,F,INSP0243,Inspection Type 0243,Quality Inspection Operation 0243
100,S,INSP0244,Inspection Type 0244,Quality Inspection Operation 0244
200,E,INSP0245,Inspection Type 0245,Quality Inspection Operation 0245
300,D,INSP0246,Inspection Type 0246,Quality Inspection Operation 0246
100,F,INSP0247,Inspection Type 0247,Quality Inspection Operation 0247
200,S,INSP0248,Inspection Type 0248,Quality Inspection Operation 0248
300,E,INSP0249,Inspection Type 0249,Quality Inspection Operation 0249
100,D,INSP0250,Inspection Type 0250,Quality Inspection Operation 0250
200,F,INSP0251,Inspection Type 0251,Quality Inspection Operation 0251
300,S,INSP0252,Inspection Type 0252,Quality Inspection Operation 0252
100,E,INSP0253,Inspection Type 0253,Quality Inspection Operation 0253
200,D,INSP0254,Inspection Type 0254,Quality Inspection Operation 0254
300,F,INSP0255,Inspection Type 0255,Quality Inspection Operation 0255
100,S,INSP0256,Inspection Type 0256,Quality Inspection Operation 0256
200,E,INSP0257,Inspection Type 0257,Quality Inspection Operation 0257
300,D,INSP0258,Inspection Type 0258,Quality Inspection Operation 0258
100,F,INSP0259,Inspection Type 0259,Quality Inspection Operation 0259
200,S,INSP0260,Inspection Type 0260,Quality Inspection Operation 0260
300,E,INSP0261,Inspection Type 0261,Quality Inspection Operation 0261
100,D,INSP0262,Inspection Type 0262,Quality Inspection Operation 0262
200,F,INSP0263,Inspection Type 0263,Quality Inspection Operation 0263
300,S,INSP0264,Inspection Type 0264,Quality Inspection Operation 0264
100,E,INSP0265,Inspection Type 0265,Quality Inspection Operation 0265
200,D,INSP0266,Inspection Type 0266,Quality Inspection Operation 0266
300,F,INSP0267,Inspection Type 0267,Quality Inspection Operation 0267
