ABWCT,ABWGA,FCURR,FFACT,GDATU,KURST,MANDT,TCURR,TFACT
G,20210318,INR,34,20210318,G,100,SGD,83
G,20230629,GBP,90,20230629,P,100,JPY,88
P,20231210,JPY,40,20231210,M,100,GBP,81
B,20221027,INR,79,20221027,G,100,USD,27
P,20190305,AED,9,20190305,M,100,CAD,60
G,20231217,JPY,23,20231217,P,100,GBP,90
B,20231007,CAD,15,20231007,M,100,JPY,42
B,20210807,JPY,24,20210807,G,100,USD,58
B,20210922,JPY,56,20210922,G,100,USD,8
M,20220325,INR,51,20220325,P,100,EUR,55
G,20180629,AUD,89,20180629,G,100,JPY,49
M,20180923,EUR,80,20180923,B,100,CAD,34
B,20230412,USD,72,20230412,B,100,AUD,3
B,20180814,AUD,38,20180814,B,100,JPY,72
M,20190427,INR,82,20190427,M,100,EUR,19
M,20191118,CAD,20,20191118,G,100,AUD,14
P,20191108,SGD,8,20191108,G,100,CAD,32
P,20220712,CAD,99,20220712,B,100,AUD,97
B,20190909,GBP,55,20190909,M,100,SGD,45
B,20190603,CAD,55,20190603,M,100,AUD,57
M,20210710,AED,91,20210710,P,100,JPY,91
B,20220910,EUR,5,20220910,G,100,GBP,77
B,20191020,AED,30,20191020,G,100,GBP,21
G,20210517,JPY,41,20210517,G,100,CAD,52
B,20211006,AED,24,20211006,B,100,USD,91
M,20190105,INR,71,20190105,B,100,AUD,96
B,20240727,EUR,51,20240727,G,100,USD,56
M,20181111,AUD,41,20181111,M,100,JPY,91
M,20240721,AED,36,20240721,P,100,JPY,69
M,20220304,EUR,62,20220304,B,100,AUD,54
M,20190814,EUR,42,20190814,P,100,GBP,34
G,20220720,JPY,6,20220720,B,100,SGD,30
B,20230328,JPY,84,20230328,P,100,AED,49
P,20210910,GBP,40,20210910,M,100,SGD,63
P,20240611,SGD,36,20240611,B,100,AED,39
B,20180323,INR,91,20180323,M,100,JPY,21
M,20210410,CAD,95,20210410,P,100,GBP,47
B,20191013,EUR,83,20191013,P,100,AUD,88
B,20230123,AUD,2,20230123,G,100,JPY,43
G,20241012,USD,94,20241012,B,100,SGD,64
P,20230217,CAD,13,20230217,B,100,AED,3
G,20211012,CAD,99,20211012,B,100,EUR,79
M,20210312,CAD,43,20210312,M,100,GBP,50
B,20220707,CAD,10,20220707,B,100,SGD,26
M,20220112,EUR,15,20220112,B,100,JPY,52
B,20210713,SGD,57,20210713,P,100,USD,67
B,20180326,SGD,45,20180326,P,100,EUR,74
M,20230403,USD,37,20230403,G,100,CAD,73
P,20240323,SGD,65,20240323,P,100,AUD,4
M,20191102,GBP,65,20191102,B,100,SGD,17
B,20180331,EUR,27,20180331,B,100,AUD,90
M,20191121,USD,7,20191121,M,100,EUR,54
B,20210607,GBP,18,20210607,M,100,JPY,71
G,20211115,JPY,75,20211115,P,100,AUD,60
B,20240813,CAD,53,20240813,P,100,AED,16
G,20200709,CAD,46,20200709,P,100,AUD,39
B,20190429,EUR,90,20190429,B,100,JPY,58
B,20230204,EUR,4,20230204,M,100,SGD,8
M,20201022,SGD,48,20201022,G,100,USD,75
G,20231231,AUD,71,20231231,M,100,INR,37
P,20210313,GBP,71,20210313,M,100,EUR,80
B,20180625,USD,64,20180625,G,100,CAD,82
M,20210419,USD,32,20210419,P,100,SGD,88
M,20180821,CAD,50,20180821,P,100,SGD,43
G,20240311,SGD,47,20240311,B,100,INR,30
P,20180312,INR,35,20180312,P,100,GBP,48
B,20210228,EUR,9,20210228,P,100,AED,18
G,20180114,JPY,33,20180114,M,100,AED,51
G,20220105,INR,47,20220105,M,100,CAD,36
G,20230226,GBP,66,20230226,P,100,USD,19
B,20241010,SGD,84,20241010,B,100,EUR,3
G,20190322,AUD,38,20190322,G,100,JPY,44
P,20230620,SGD,18,20230620,B,100,EUR,72
M,20220516,SGD,55,20220516,B,100,JPY,41
G,20190523,SGD,99,20190523,G,100,AED,81
M,20200501,AED,56,20200501,B,100,AUD,56
G,20210112,AED,12,20210112,G,100,GBP,51
G,20211103,AUD,89,20211103,B,100,JPY,74
G,20220505,AUD,98,20220505,P,100,USD,62
G,20230512,AED,97,20230512,P,100,GBP,59
P,20220827,GBP,64,20220827,P,100,USD,28
B,20220119,JPY,87,20220119,B,100,GBP,18
M,20191125,SGD,64,20191125,G,100,INR,92
P,20241002,AUD,76,20241002,G,100,GBP,78
P,20200815,EUR,85,20200815,P,100,GBP,10
M,20240921,INR,78,20240921,M,100,JPY,38
M,20210410,JPY,81,20210410,M,100,INR,38
M,20200726,CAD,64,20200726,M,100,USD,84
M,20180116,AED,75,20180116,B,100,GBP,65
B,20190512,GBP,61,20190512,P,100,INR,21
M,20190219,AED,72,20190219,G,100,GBP,24
M,20220201,GBP,5,20220201,M,100,AUD,8
B,20180207,INR,96,20180207,M,100,AUD,31
M,20210130,GBP,48,20210130,B,100,USD,91
P,20220713,CAD,94,20220713,B,100,EUR,35
M,20210703,CAD,43,20210703,G,100,USD,42
B,20211228,AUD,89,20211228,P,100,EUR,46
P,20230727,SGD,93,20230727,G,100,CAD,31
B,20240209,EUR,78,20240209,B,100,JPY,46
B,20201124,USD,52,20201124,B,100,AED,75
G,20190103,AED,40,20190103,G,100,CAD,61
P,20240409,AED,60,20240409,P,100,EUR,18
P,20241015,CAD,47,20241015,M,100,EUR,47
P,20211223,SGD,4,20211223,G,100,GBP,91
M,20190920,INR,18,20190920,P,100,EUR,57
P,20211215,AUD,1,20211215,M,100,EUR,77
B,20180111,GBP,76,20180111,M,100,AUD,45
B,20190803,JPY,94,20190803,P,100,SGD,91
G,20240119,AED,65,20240119,P,100,SGD,46
P,20191207,AUD,85,20191207,B,100,USD,29
G,20180708,SGD,53,20180708,M,100,JPY,66
G,20240129,AUD,95,20240129,B,100,USD,43
P,20180927,JPY,41,20180927,G,100,AED,53
M,20240216,INR,25,20240216,P,100,GBP,81
P,20240818,AUD,29,20240818,G,100,INR,80
M,20230204,JPY,30,20230204,G,100,AUD,56
P,20190607,JPY,16,20190607,B,100,AUD,45
G,20190628,GBP,50,20190628,B,100,INR,74
M,20230527,GBP,99,20230527,B,100,USD,4
B,20220922,CAD,53,20220922,M,100,INR,95
B,20231218,AED,86,20231218,G,100,JPY,92
P,20211119,AED,52,20211119,M,100,INR,93
M,20220306,CAD,71,20220306,M,100,SGD,1
M,20241003,SGD,32,20241003,M,100,INR,39
G,20190925,AED,4,20190925,P,100,EUR,22
P,20231118,CAD,3,20231118,M,100,INR,91
P,20241006,EUR,87,20241006,M,100,GBP,85
P,20200216,GBP,48,20200216,G,100,SGD,50
M,20191223,INR,60,20191223,P,100,EUR,43
B,20180719,GBP,25,20180719,M,100,SGD,99
M,20230907,AUD,74,20230907,P,100,EUR,66
M,20240308,AUD,84,20240308,M,100,SGD,61
M,20210313,EUR,20,20210313,B,100,JPY,9
G,20231123,INR,76,20231123,P,100,EUR,84
B,20210325,INR,52,20210325,P,100,AUD,84
M,20210511,CAD,24,20210511,M,100,AED,76
G,20190826,INR,59,20190826,G,100,AUD,49
P,20200309,INR,94,20200309,M,100,AED,94
B,20200221,GBP,73,20200221,M,100,AUD,50
P,20210503,JPY,93,20210503,P,100,CAD,30
M,20200922,USD,19,20200922,G,100,AED,41
B,20240701,AED,94,20240701,M,100,SGD,29
P,20240121,AED,36,20240121,G,100,GBP,22
M,20220409,CAD,26,20220409,P,100,USD,63
G,20200613,CAD,67,20200613,B,100,AED,91
P,20180505,USD,92,20180505,P,100,EUR,51
B,20190314,GBP,66,20190314,M,100,SGD,4
M,20240206,AUD,88,20240206,M,100,CAD,3
B,20190921,AED,69,20190921,B,100,SGD,75
P,20181025,USD,98,20181025,G,100,INR,2
M,20180105,GBP,91,20180105,G,100,AED,29
P,20200717,JPY,37,20200717,M,100,CAD,18
B,20191222,INR,60,20191222,G,100,AUD,16
G,20200830,USD,46,20200830,M,100,SGD,64
B,20241006,GBP,3,20241006,M,100,AED,1
B,20220104,SGD,9,20220104,B,100,EUR,21
G,20210811,INR,41,20210811,B,100,EUR,16
P,20231128,JPY,38,20231128,B,100,CAD,31
M,20200914,SGD,47,20200914,G,100,EUR,1
G,20201207,JPY,43,20201207,B,100,EUR,39
M,20181017,INR,22,20181017,B,100,AUD,35
M,20210106,CAD,34,20210106,B,100,AUD,42
B,20200102,GBP,93,20200102,B,100,EUR,51
P,20221015,EUR,74,20221015,G,100,JPY,40
M,20230710,USD,72,20230710,G,100,INR,54
P,20190808,AED,25,20190808,M,100,AUD,52
M,20180115,EUR,35,20180115,P,100,INR,40
P,20240501,AED,46,20240501,G,100,INR,11
P,20210123,JPY,59,20210123,G,100,SGD,11
B,20190228,AED,54,20190228,M,100,GBP,59
P,20201001,INR,10,20201001,G,100,USD,80
B,20240701,INR,1,20240701,G,100,AUD,33
P,20180808,USD,4,20180808,G,100,EUR,33
B,20180212,USD,75,20180212,P,100,AUD,95
P,20211029,JPY,35,20211029,B,100,INR,19
M,20200728,GBP,27,20200728,G,100,AED,90
G,20230424,AED,41,20230424,P,100,USD,42
G,20180814,USD,70,20180814,G,100,EUR,8
M,20181019,AED,3,20181019,G,100,SGD,66
B,20230415,INR,98,20230415,P,100,SGD,45
G,20190822,SGD,2,20190822,B,100,GBP,38
P,20240811,AUD,83,20240811,M,100,JPY,64
M,20190901,INR,91,20190901,M,100,GBP,9
M,20230811,INR,50,20230811,M,100,USD,68
B,20200422,JPY,35,20200422,G,100,INR,10
P,20211109,INR,87,20211109,G,100,CAD,3
P,20200609,AED,98,20200609,B,100,JPY,93
G,20210115,INR,98,20210115,P,100,EUR,33
B,20190201,CAD,11,20190201,B,100,AUD,77
B,20200418,GBP,2,20200418,B,100,INR,100
B,20201120,SGD,10,20201120,G,100,USD,94
M,20200911,JPY,4,20200911,P,100,INR,28
P,20180608,CAD,92,20180608,P,100,AED,5
M,20191018,USD,89,20191018,P,100,JPY,45
P,20200402,INR,80,20200402,B,100,SGD,79
P,20200908,AED,65,20200908,M,100,EUR,99
M,20200128,INR,89,20200128,B,100,CAD,77
M,20180704,AUD,22,20180704,M,100,GBP,24
M,20220329,INR,42,20220329,B,100,GBP,85
G,20200818,AUD,37,20200818,B,100,CAD,6
B,20210125,INR,2,20210125,M,100,EUR,59
M,20190730,JPY,37,20190730,M,100,AUD,50
G,20191221,AED,70,20191221,B,100,SGD,22
G,20240127,CAD,14,20240127,M,100,USD,36
B,20240406,GBP,47,20240406,B,100,CAD,51
G,20201105,INR,95,20201105,G,100,AED,44
G,20221207,AED,71,20221207,G,100,SGD,20
G,20210103,AED,71,20210103,G,100,INR,96
M,20200704,AED,23,20200704,M,100,SGD,76
B,20211223,AED,10,20211223,B,100,CAD,50
G,20191220,GBP,55,20191220,P,100,INR,10
B,20200424,USD,66,20200424,P,100,SGD,60
M,20211130,INR,20,20211130,B,100,EUR,5
M,20231104,JPY,7,20231104,M,100,GBP,51
G,20190730,SGD,58,20190730,G,100,AUD,28
B,20211123,AUD,36,20211123,M,100,JPY,61
M,20180715,EUR,79,20180715,P,100,INR,34
G,20200131,JPY,99,20200131,M,100,CAD,53
B,20210705,GBP,38,20210705,B,100,EUR,12
G,20181103,AED,28,20181103,M,100,CAD,70
G,20191213,INR,17,20191213,B,100,SGD,47
M,20200411,INR,30,20200411,M,100,SGD,63
P,20181230,USD,56,20181230,M,100,EUR,25
M,20200709,EUR,65,20200709,G,100,SGD,75
P,20200323,AUD,8,20200323,G,100,SGD,72
P,20180525,EUR,38,20180525,M,100,AUD,9
G,20240105,JPY,17,20240105,B,100,INR,18
M,20200309,CAD,79,20200309,B,100,INR,68
P,20231207,AUD,100,20231207,B,100,CAD,65
P,20200504,AED,99,20200504,M,100,AUD,93
M,20231202,AED,74,20231202,P,100,GBP,77
B,20190817,AUD,80,20190817,M,100,EUR,22
B,20190825,JPY,2,20190825,B,100,USD,35
B,20240725,JPY,69,20240725,G,100,AED,69
M,20220813,CAD,6,20220813,B,100,AUD,16
G,20180326,EUR,42,20180326,M,100,AED,15
G,20200819,JPY,89,20200819,P,100,AUD,25
P,20191126,CAD,95,20191126,P,100,JPY,13
M,20210225,AUD,74,20210225,B,100,GBP,21
P,20221220,AED,10,20221220,M,100,INR,94
G,20181117,SGD,22,20181117,P,100,JPY,96
M,20181130,AUD,5,20181130,P,100,EUR,7
P,20240818,AUD,20,20240818,M,100,INR,47
M,20211117,EUR,23,20211117,G,100,AED,15
G,20200705,AED,92,20200705,B,100,CAD,19
B,20221202,CAD,8,20221202,G,100,USD,94
P,20190119,CAD,36,20190119,M,100,USD,7
M,20240728,SGD,23,20240728,G,100,AUD,25
M,20230611,AED,39,20230611,B,100,CAD,96
G,20240216,CAD,31,20240216,M,100,AUD,22
P,20190627,USD,54,20190627,M,100,SGD,80
G,20211219,GBP,7,20211219,B,100,CAD,90
P,20240326,USD,98,20240326,B,100,AUD,69
M,20220314,INR,71,20220314,B,100,SGD,68
B,20211112,GBP,84,20211112,M,100,SGD,13
G,20230220,AED,89,20230220,P,100,GBP,23
G,20230816,AED,40,20230816,M,100,GBP,5
B,20210402,JPY,25,20210402,B,100,AUD,5
M,20201222,INR,42,20201222,P,100,USD,42
B,20210503,JPY,21,20210503,M,100,USD,76
B,20200918,USD,18,20200918,B,100,SGD,83
G,20200115,GBP,68,20200115,G,100,AUD,88
M,20230122,GBP,6,20230122,M,100,JPY,16
P,20230406,JPY,81,20230406,G,100,AED,64
P,20230531,CAD,81,20230531,M,100,SGD,21
B,20180703,CAD,88,20180703,M,100,SGD,18
B,20200414,EUR,51,20200414,P,100,GBP,84
B,20240607,AED,57,20240607,P,100,JPY,14
P,20210820,INR,33,20210820,M,100,USD,15
M,20230828,USD,70,20230828,G,100,GBP,12
B,20180608,CAD,33,20180608,G,100,JPY,15
B,20230718,GBP,61,20230718,M,100,JPY,74
G,20180430,SGD,24,20180430,B,100,AUD,31
B,20180916,SGD,24,20180916,B,100,AUD,41
B,20200419,INR,27,20200419,M,100,EUR,89
P,20210224,USD,40,20210224,G,100,GBP,39
G,20220728,INR,57,20220728,B,100,AUD,31
G,20190925,SGD,79,20190925,M,100,INR,96
M,20180320,EUR,32,20180320,G,100,AED,71
P,20210808,AUD,82,20210808,P,100,AED,19
G,20240611,AUD,14,20240611,G,100,GBP,47
B,20211216,CAD,7,20211216,G,100,AUD,33
G,20191003,JPY,45,20191003,B,100,EUR,84
G,20240827,AED,70,20240827,M,100,JPY,97
G,20210121,JPY,90,20210121,B,100,AUD,64
P,20240127,AUD,77,20240127,P,100,USD,81
G,20180521,SGD,9,20180521,G,100,AUD,36
M,20231016,AED,42,20231016,M,100,JPY,14
B,20211120,GBP,58,20211120,B,100,AUD,94
G,20181017,JPY,63,20181017,B,100,CAD,39
G,20240821,INR,5,20240821,B,100,USD,62
G,20210425,GBP,72,20210425,G,100,AED,1
M,20191119,JPY,90,20191119,P,100,CAD,1
G,20220920,AED,64,20220920,G,100,SGD,60
B,20231225,SGD,6,20231225,G,100,JPY,80
G,20210504,AED,86,20210504,G,100,EUR,48
M,20220607,SGD,15,20220607,B,100,EUR,4
G,20210304,JPY,88,20210304,B,100,GBP,83
B,20180614,EUR,62,20180614,B,100,AUD,77
M,20190119,EUR,42,20190119,G,100,AUD,3
B,20210108,AED,47,20210108,M,100,SGD,16
M,20220429,CAD,86,20220429,M,100,AUD,23
B,20220918,EUR,9,20220918,M,100,JPY,3
M,20220703,GBP,62,20220703,B,100,SGD,29
G,20230714,EUR,43,20230714,P,100,CAD,22
G,20180503,JPY,65,20180503,M,100,CAD,71
G,20190104,AED,19,20190104,G,100,SGD,87
M,20231222,INR,84,20231222,B,100,SGD,65
M,20210101,USD,83,20210101,G,100,SGD,17
G,20220615,USD,89,20220615,G,100,JPY,38
M,20200203,AUD,22,20200203,P,100,USD,18
B,20180721,CAD,25,20180721,G,100,GBP,47
G,20200330,AED,39,20200330,B,100,GBP,77
B,20220301,JPY,65,20220301,B,100,SGD,95
G,20190910,USD,9,20190910,G,100,CAD,23
B,20190429,SGD,17,20190429,G,100,USD,14
M,20200304,AED,70,20200304,G,100,EUR,79
P,20180202,USD,31,20180202,P,100,CAD,56
B,20190611,INR,50,20190611,P,100,EUR,57
M,20220304,GBP,21,20220304,M,100,INR,97
B,20190818,JPY,68,20190818,G,100,EUR,9
G,20240223,SGD,22,20240223,B,100,GBP,77
B,20190115,USD,96,20190115,G,100,JPY,45
P,20190724,USD,4,20190724,M,100,AED,19
P,20221102,GBP,58,20221102,B,100,INR,63
M,20210824,EUR,42,20210824,G,100,INR,2
G,20200721,SGD,46,20200721,M,100,USD,25
G,20240112,EUR,73,20240112,B,100,SGD,88
B,20201119,AED,73,20201119,G,100,CAD,90
B,20231231,INR,100,20231231,G,100,AED,62
P,20210301,CAD,5,20210301,B,100,AED,75
P,20240628,AED,50,20240628,P,100,JPY,1
P,20230805,AED,89,20230805,G,100,USD,77
G,20181104,EUR,1,20181104,B,100,CAD,50
P,20200701,EUR,16,20200701,G,100,INR,74
P,20230928,EUR,47,20230928,M,100,SGD,19
G,20200725,AUD,96,20200725,B,100,CAD,99
M,20190510,GBP,45,20190510,P,100,EUR,97
P,20240816,CAD,8,20240816,M,100,USD,2
B,20190701,AUD,32,20190701,P,100,CAD,52
G,20220615,INR,32,20220615,M,100,EUR,61
M,20211015,CAD,82,20211015,P,100,JPY,22
P,20240212,INR,63,20240212,G,100,GBP,91
G,20210421,AUD,67,20210421,G,100,CAD,69
M,20200502,AED,16,20200502,M,100,CAD,96
M,20180828,GBP,82,20180828,P,100,INR,89
B,20230121,AUD,18,20230121,M,100,CAD,56
G,20191107,SGD,60,20191107,B,100,AUD,29
M,20231030,SGD,55,20231030,B,100,INR,76
M,20191027,USD,97,20191027,B,100,INR,95
P,20220220,SGD,23,20220220,P,100,USD,44
G,20210901,SGD,81,20210901,B,100,CAD,99
G,20221202,AED,30,20221202,G,100,JPY,19
B,20180602,USD,66,20180602,P,100,JPY,25
G,20220410,CAD,18,20220410,P,100,GBP,77
M,20230615,GBP,51,20230615,B,100,AED,98
B,20230618,GBP,12,20230618,G,100,EUR,31
G,20240509,JPY,19,20240509,P,100,USD,15
B,20191107,INR,84,20191107,M,100,JPY,70
M,20220622,AED,21,20220622,B,100,SGD,23
M,20240302,USD,88,20240302,B,100,AED,95
B,20241029,AUD,24,20241029,M,100,SGD,17
M,20240716,JPY,88,20240716,P,100,AED,52
B,20180301,GBP,80,20180301,B,100,AUD,57
G,20240111,AUD,84,20240111,G,100,GBP,7
M,20200831,AUD,70,20200831,G,100,JPY,3
B,20210505,USD,51,20210505,B,100,SGD,41
P,20220730,GBP,86,20220730,B,100,INR,71
B,20180618,JPY,40,20180618,P,100,EUR,93
M,20190319,AED,39,20190319,G,100,AUD,16
P,20231130,AED,29,20231130,M,100,SGD,57
B,20190422,INR,96,20190422,G,100,USD,12
B,20230527,INR,81,20230527,G,100,AED,46
B,20240723,AUD,17,20240723,P,100,INR,44
P,20181125,CAD,43,20181125,P,100,JPY,43
B,20191227,INR,16,20191227,M,100,GBP,3
P,20191119,JPY,71,20191119,B,100,INR,35
M,20240525,AUD,2,20240525,P,100,AED,34
M,20240706,AED,53,20240706,G,100,JPY,17
G,20191011,AUD,20,20191011,B,100,INR,9
G,20210806,JPY,45,20210806,M,100,SGD,60
M,20240630,JPY,66,20240630,P,100,GBP,60
G,20180115,CAD,42,20180115,P,100,JPY,10
B,20210927,JPY,24,20210927,M,100,EUR,68
M,20190828,INR,100,20190828,P,100,GBP,44
B,20181127,USD,72,20181127,P,100,AED,18
G,20240727,SGD,13,20240727,M,100,EUR,53
B,20190323,GBP,15,20190323,G,100,SGD,89
M,20180305,JPY,4,20180305,B,100,AUD,97
G,20231109,JPY,31,20231109,M,100,AUD,37
P,20180730,AED,25,20180730,M,100,INR,5
G,20220627,JPY,9,20220627,M,100,EUR,44
M,20231029,GBP,36,20231029,B,100,USD,95
B,20190712,USD,62,20190712,B,100,GBP,94
M,20181204,EUR,19,20181204,G,100,AUD,39
B,20190807,EUR,89,20190807,M,100,AED,92
M,20180823,AED,80,20180823,B,100,GBP,60
M,20200104,AUD,92,20200104,B,100,CAD,26
B,20240809,AED,46,20240809,B,100,SGD,98
M,20190130,USD,37,20190130,G,100,JPY,71
M,20210807,SGD,32,20210807,B,100,AUD,57
G,20240529,USD,51,20240529,B,100,EUR,35
P,20191031,CAD,77,20191031,B,100,AED,33
M,20240101,AED,96,20240101,G,100,EUR,68
B,20221016,GBP,77,20221016,P,100,INR,40
B,20200220,AED,84,20200220,B,100,USD,68
B,20180530,GBP,38,20180530,B,100,AUD,55
P,20210620,CAD,71,20210620,M,100,AED,52
P,20230609,SGD,68,20230609,P,100,EUR,100
M,20230523,JPY,11,20230523,P,100,AUD,23
M,20200819,CAD,36,20200819,M,100,USD,88
G,20180504,AED,87,20180504,B,100,GBP,94
G,20180507,USD,21,20180507,M,100,INR,8
B,20240919,USD,45,20240919,P,100,GBP,6
G,20200316,USD,45,20200316,B,100,EUR,57
G,20221001,AED,42,20221001,P,100,JPY,64
G,20200326,AED,90,20200326,G,100,JPY,10
M,20210422,AUD,96,20210422,P,100,USD,54
M,20240222,USD,15,20240222,G,100,INR,54
B,20240626,EUR,69,20240626,G,100,JPY,50
G,20220716,GBP,3,20220716,B,100,JPY,24
G,20240506,AUD,100,20240506,P,100,GBP,81
M,20181002,SGD,93,20181002,M,100,USD,99
G,20241029,GBP,73,20241029,M,100,AED,49
P,20220408,EUR,67,20220408,M,100,USD,74
G,20240520,AED,42,20240520,B,100,INR,99
P,20240319,EUR,50,20240319,P,100,AED,57
G,20221003,EUR,19,20221003,P,100,SGD,15
B,20190925,JPY,74,20190925,P,100,EUR,34
G,20191018,USD,28,20191018,M,100,AUD,34
P,20201017,AUD,44,20201017,M,100,GBP,53
M,20240501,CAD,4,20240501,P,100,INR,58
M,20180726,AUD,25,20180726,P,100,USD,77
B,20220709,AED,55,20220709,G,100,EUR,51
B,20240302,USD,72,20240302,B,100,CAD,69
G,20190221,AUD,5,20190221,G,100,EUR,95
P,20210427,JPY,84,20210427,G,100,AUD,55
P,20180324,AED,64,20180324,P,100,INR,28
P,20210102,INR,36,20210102,P,100,EUR,3
B,20230402,EUR,46,20230402,P,100,INR,73
M,20180221,USD,62,20180221,B,100,INR,76
G,20180727,SGD,8,20180727,P,100,AUD,85
M,20200110,USD,26,20200110,G,100,AUD,95
B,20230312,AED,56,20230312,P,100,USD,51
B,20230622,INR,48,20230622,G,100,AUD,18
B,20191021,AED,42,20191021,B,100,SGD,93
P,20240726,JPY,33,20240726,P,100,USD,38
G,20231208,JPY,21,20231208,P,100,EUR,92
M,20210510,AED,4,20210510,B,100,AUD,1
M,20220807,INR,100,20220807,B,100,AED,83
G,20201109,SGD,49,20201109,M,100,AED,69
P,20190225,AUD,44,20190225,P,100,GBP,40
G,20230406,INR,77,20230406,B,100,AED,100
P,20190718,INR,42,20190718,G,100,USD,82
P,20220624,INR,31,20220624,G,100,AED,40
P,20201224,JPY,50,20201224,P,100,SGD,13
M,20200405,SGD,91,20200405,M,100,AUD,72
G,20221111,AED,13,20221111,P,100,EUR,19
M,20240308,GBP,40,20240308,B,100,JPY,75
M,20201020,SGD,76,20201020,M,100,GBP,73
P,20211105,EUR,1,20211105,P,100,AED,41
B,20211012,USD,55,20211012,B,100,AED,41
B,20190115,SGD,74,20190115,G,100,AED,44
G,20200610,SGD,46,20200610,B,100,CAD,86
P,20190710,GBP,71,20190710,M,100,EUR,52
P,20231219,SGD,41,20231219,B,100,USD,90
B,20180526,AED,55,20180526,B,100,SGD,1
M,20240619,EUR,57,20240619,P,100,AED,92
B,20220102,AUD,78,20220102,P,100,AED,52
P,20211101,AUD,50,20211101,P,100,EUR,74
B,20220304,CAD,94,20220304,G,100,AUD,61
M,20181005,JPY,84,20181005,M,100,GBP,5
B,20230611,JPY,51,20230611,M,100,SGD,49
M,20200320,EUR,5,20200320,G,100,AUD,16
G,20221219,AED,56,20221219,P,100,GBP,92
M,20180103,JPY,74,20180103,M,100,CAD,10
P,20191104,JPY,69,20191104,M,100,CAD,73
M,20191205,GBP,71,20191205,P,100,AED,96
G,20231023,JPY,65,20231023,M,100,INR,65
B,20201031,CAD,46,20201031,B,100,JPY,38
G,20200714,USD,85,20200714,M,100,GBP,47
G,20230521,INR,11,20230521,P,100,SGD,71
M,20230804,INR,31,20230804,M,100,CAD,9
P,20230615,CAD,78,20230615,B,100,JPY,22
M,20200514,INR,43,20200514,P,100,AUD,85
G,20220407,GBP,26,20220407,M,100,AUD,56
M,20210504,SGD,3,20210504,M,100,GBP,49
G,20180615,AUD,68,20180615,G,100,USD,43
P,20220508,CAD,76,20220508,G,100,INR,61
P,20200421,JPY,61,20200421,B,100,INR,72
P,20190726,INR,43,20190726,B,100,JPY,72
P,20181201,CAD,15,20181201,B,100,INR,67
M,20230629,AUD,29,20230629,G,100,INR,76
P,20210725,AUD,59,20210725,B,100,INR,57
P,20200702,CAD,14,20200702,M,100,EUR,30
M,20220904,AUD,72,20220904,M,100,SGD,54
M,20210110,SGD,7,20210110,P,100,USD,82
B,20190717,AUD,6,20190717,M,100,EUR,24
G,20240329,CAD,26,20240329,M,100,AUD,77
B,20230301,SGD,100,20230301,M,100,INR,37
M,20230319,JPY,91,20230319,G,100,AUD,58
P,20190416,INR,87,20190416,G,100,SGD,46
P,20240902,GBP,32,20240902,P,100,EUR,65
G,20210904,EUR,54,20210904,B,100,INR,81
M,20190227,AED,76,20190227,M,100,SGD,67
B,20230514,JPY,52,20230514,P,100,AUD,86
B,20240411,GBP,15,20240411,B,100,SGD,17
P,20221026,GBP,6,20221026,P,100,INR,89
M,20180514,AUD,58,20180514,B,100,JPY,67
G,20240821,EUR,69,20240821,P,100,SGD,60
B,20220122,AED,26,20220122,G,100,SGD,62
M,20240222,USD,73,20240222,P,100,CAD,95
P,20230814,GBP,3,20230814,G,100,JPY,91
P,20180718,CAD,51,20180718,M,100,EUR,60
G,20231106,SGD,4,20231106,P,100,CAD,89
P,20221002,SGD,98,20221002,P,100,CAD,40
P,20200722,AUD,72,20200722,G,100,EUR,87
G,20191215,INR,47,20191215,P,100,AUD,49
P,20190529,INR,43,20190529,P,100,EUR,67
B,20220705,INR,21,20220705,P,100,AUD,85
P,20240924,USD,16,20240924,M,100,EUR,32
G,20231012,SGD,57,20231012,G,100,CAD,80
B,20230224,AED,8,20230224,P,100,CAD,98
M,20190304,CAD,72,20190304,P,100,AED,87
P,20191011,EUR,39,20191011,P,100,CAD,55
G,20230119,EUR,45,20230119,P,100,JPY,25
M,20240717,EUR,78,20240717,G,100,INR,40
M,20180318,JPY,81,20180318,G,100,AUD,36
G,20220610,GBP,58,20220610,B,100,INR,63
B,20191119,CAD,51,20191119,G,100,JPY,94
B,20210318,CAD,4,20210318,P,100,SGD,24
G,20190920,CAD,92,20190920,M,100,EUR,24
M,20180119,EUR,17,20180119,G,100,USD,50
P,20220629,AUD,18,20220629,B,100,GBP,17
G,20230923,AUD,88,20230923,G,100,JPY,23
M,20181129,AED,91,20181129,P,100,SGD,7
P,20200416,SGD,3,20200416,B,100,USD,38
M,20190615,USD,5,20190615,B,100,AUD,14
B,20230604,JPY,76,20230604,P,100,INR,66
P,20240503,USD,64,20240503,P,100,SGD,44
P,20220622,CAD,5,20220622,B,100,INR,71
P,20230629,CAD,35,20230629,B,100,AUD,80
G,20181001,AED,51,20181001,G,100,JPY,61
B,20190422,JPY,73,20190422,B,100,SGD,45
B,20240626,AUD,14,20240626,B,100,JPY,15
P,20221204,EUR,44,20221204,P,100,JPY,4
M,20200825,CAD,87,20200825,M,100,JPY,7
M,20190805,USD,3,20190805,M,100,AED,67
G,20220118,GBP,31,20220118,M,100,CAD,50
B,20220427,EUR,47,20220427,B,100,AED,95
