AENAM,CEINM,CHARG,CHDLL,CHJIN,CHRUE,CINSM,CLABS,CRETM,CSPEM,CUMLM,CVMEI,CVMIN,CVMLA,CVMRE,CVMSP,CVMUM,ERNAM,ERSDA,HERKL,KZICE,KZICL,KZICQ,KZICS,KZVCE,KZVCL,KZVCQ,KZVCS,LAEDA,LFGJA,LFMON,LGORT,LVORM,MANDT,MATNR,SPERC,WERKS
franklineliz,64.011,B560811958,20230528,2025,X,270.315,3319.459,17.135,134.604,267.36,54.6,219.757,3092.124,14.338,108.033,241.706,turnerjeremy,20250422,IN,"","","","","","","","",20250523,2022,07,S025,"",100,491056682774427951,X,P032
petersontony,9.113,B246102179,20250808,2023,X,30.216,578.084,2.931,21.14,53.7,7.753,25.823,497.058,2.684,19.072,43.341,foxstanley,20230917,IN,"","","","","","","","",20240223,2026,12,S056,"",100,913103783333773611,X,P023
sanchezveron,85.229,B427790351,20250407,2024,X,65.768,2061.341,40.403,78.347,288.949,71.941,53.471,1977.461,35.927,72.65,245.014,cunninghamme,20250104,IN,"","","","","","","","",20240501,2022,02,S018,"",100,813780470141514294,"",P044
troy74,67.766,B264098840,20231111,2023,"",181.991,1994.131,14.123,72.696,144.578,61.26,172.612,1739.79,11.615,61.712,135.42,osmall,20240121,US,"","","","","","","","",20230811,2022,09,S059,"",100,550526055223010320,X,P029
annetteochoa,37.557,B949048583,20241231,2023,X,196.789,2246.225,23.833,42.459,170.149,35.322,181.426,2113.704,20.326,36.122,137.672,ashleynelson,20240124,US,"","","","","","","","",20240612,2026,02,S033,"",100,667955207047739218,"",P045
ehenderson,79.919,B730822258,20230918,2024,"",104.751,1678.095,24.991,47.19,216.902,72.309,90.234,1614.032,20.694,40.896,202.603,joyceashley,20241105,US,"","","","","","","","",20241013,2022,03,S031,"",100,574230127846229726,"",P044
taylor96,46.614,B526536454,20240506,2024,X,146.951,1602.949,10.543,22.891,303.14,44.163,122.139,1380.993,9.101,19.4,284.363,jamessue,20230608,DE,"","","","","","","","",20250708,2026,04,S069,"",100,322696866162061297,X,P049
parkschelsea,31.764,B555162576,20241117,2026,"",98.073,1518.567,18.184,73.718,251.37,26.249,78.519,1457.073,16.185,65.711,206.506,nathan29,20251123,US,"","","","","","","","",20250921,2026,03,S004,"",100,936095955883520805,X,P046
brendagray,35.453,B242411028,20240618,2026,"",164.678,3037.36,48.024,43.8,216.781,30.434,145.576,2730.208,38.476,40.987,190.28,karenthomas,20251223,DE,"","","","","","","","",20240101,2026,10,S041,"",100,510568593161104166,"",P046
sford,38.03,B525807903,20251012,2026,X,188.849,2295.625,13.036,75.29,238.464,33.968,162.874,2115.359,11.969,65.604,218.079,avilachristi,20240521,CN,"","","","","","","","",20250408,2024,08,S057,"",100,916977242693997338,"",P035
analong,139.717,B547551630,20240513,2023,"",178.231,2807.808,16.672,92.156,328.656,132.57,154.687,2518.459,13.339,77.296,300.443,woodkathy,20250621,DE,"","","","","","","","",20230623,2022,03,S095,"",100,436841725273053310,"",P033
jessica82,32.518,B771102815,20230610,2023,"",91.413,2632.848,41.765,108.889,391.434,26.685,83.844,2415.697,37.906,96.571,337.209,criddle,20251112,CN,"","","","","","","","",20230804,2023,06,S036,"",100,811905507217319518,"",P025
ellen42,119.684,B534392194,20250609,2022,"",55.006,2698.849,50.541,115.517,196.037,109.468,45.462,2385.875,43.92,102.839,157.14,xperry,20240112,IN,"","","","","","","","",20240201,2023,11,S092,"",100,885442229711606918,"",P017
ruizelizabet,15.696,B448522074,20230623,2026,X,16.648,629.179,6.736,28.925,103.701,13.695,13.941,574.072,5.974,24.627,94.283,mortontracy,20240808,DE,"","","","","","","","",20230729,2026,11,S019,"",100,193095157979785781,"",P047
gyu,23.44,B726244827,20241002,2024,"",87.6,1300.227,14.37,49.584,165.58,20.295,79.347,1254.835,12.957,40.176,136.56,scott59,20230921,CN,"","","","","","","","",20230519,2023,01,S052,"",100,524214086707948843,"",P043
rojasgeorge,12.163,B729830117,20240121,2026,X,27.282,273.717,5.164,4.238,38.917,10.727,21.852,254.715,4.165,3.611,32.127,jenniferthom,20240329,CN,"","","","","","","","",20251116,2024,02,S052,"",100,145349005188299119,X,P031
yoderbenjami,4.824,B849361024,20231017,2025,"",16.757,294.857,5.538,13.068,22.419,4.562,15.5,283.504,4.736,11.803,19.337,frank29,20241220,IN,"","","","","","","","",20230622,2022,01,S052,"",100,259885836798564253,"",P021
kanecourtney,18.091,B798149613,20260126,2024,X,63.879,1123.995,12.743,49.112,218.23,14.781,55.623,1002.206,10.324,44.941,182.539,hayala,20231029,DE,"","","","","","","","",20250407,2024,12,S017,"",100,859713586134472783,X,P024
angela95,79.478,B565034224,20250608,2022,"",69.716,2579.439,34.52,122.631,285.128,64.08,60.596,2374.76,28.469,108.882,243.083,joseph95,20240108,DE,"","","","","","","","",20231210,2022,05,S036,"",100,937488037194746272,"",P018
seanhall,3.356,B999250284,20240626,2025,X,9.765,131.9,2.463,5.579,16.073,2.909,8.942,113.988,2.313,4.715,13.899,walshjennife,20250215,CN,"","","","","","","","",20250828,2024,04,S035,"",100,607683080539327224,"",P031
danamadden,151.601,B443623357,20240706,2022,X,306.371,3292.161,16.689,70.847,566.863,139.176,247.831,2844.297,13.889,60.552,456.002,huntererika,20240718,DE,"","","","","","","","",20251227,2026,09,S093,"",100,664603389636931482,"",P018
mhill,130.399,B761797251,20251011,2024,"",135.578,2738.427,40.027,101.749,306.561,115.621,109.677,2445.8,33.212,82.161,247.995,nwhite,20230622,US,"","","","","","","","",20250913,2024,11,S078,"",100,965369684314723571,X,P025
yevans,57.635,B843088869,20250220,2022,X,162.784,4383.987,55.877,215.174,756.407,52.609,139.152,4036.516,47.54,201.948,649.03,cunninghamky,20250202,IN,"","","","","","","","",20240909,2023,12,S076,"",100,883035881691549234,X,P044
tiffanymille,1.199,B572732065,20250423,2026,"",2.496,85.891,1.462,1.012,5.295,1.037,2.246,83.992,1.354,0.921,4.56,ryansmith,20250519,CN,"","","","","","","","",20240108,2023,06,S049,"",100,312349550450875486,"",P048
gtaylor,57.616,B208763532,20250313,2025,"",123.475,3377.212,60.924,109.246,356.849,50.655,105.709,3100.903,51.5,99.778,315.183,xjohnson,20250708,US,"","","","","","","","",20240605,2026,10,S001,"",100,765314762106442905,X,P030
christian72,37.949,B992453965,20231127,2023,"",63.214,1541.211,8.749,45.208,191.937,30.394,56.882,1507.7,7.631,42.089,179.178,julielyons,20240922,US,"","","","","","","","",20250503,2023,01,S065,"",100,351459075070633015,X,P013
hudsonchrist,75.207,B291774939,20241219,2024,X,288.855,3938.553,78.286,150.23,676.699,68.136,259.603,3502.767,70.836,128.815,630.538,suttonlauren,20251009,IN,"","","","","","","","",20250127,2022,02,S071,"",100,182193366980121474,X,P029
hunter65,165.279,B788523017,20230531,2026,X,128.047,3392.098,43.674,63.898,465.06,143.661,109.161,3192.267,37.837,59.901,411.267,marshryan,20241221,CN,"","","","","","","","",20250514,2024,01,S088,"",100,562217779985713051,"",P046
tjensen,32.049,B812111985,20250303,2025,"",61.928,726.689,6.827,9.67,90.642,27.517,55.175,640.81,6.346,8.3,73.032,caitlyn55,20260121,CN,"","","","","","","","",20230824,2026,04,S012,"",100,188672374090164552,"",P004
awillis,82.462,B284855595,20230803,2022,X,144.966,2238.026,23.928,77.83,371.705,75.738,133.455,2193.188,22.477,72.759,299.493,smithbrittne,20260131,IN,"","","","","","","","",20240410,2022,05,S093,"",100,203613244279912206,"",P009
xsandoval,6.629,B531072047,20240507,2025,"",19.948,328.628,5.939,3.74,28.204,5.604,17.922,307.229,5.141,3.289,25.568,rdyer,20251211,CN,"","","","","","","","",20250618,2026,04,S008,"",100,551317749398866638,X,P003
rbenson,52.165,B512509728,20240503,2022,"",132.469,2373.552,40.748,39.955,178.505,43.87,112.943,2128.741,33.409,37.727,151.404,kbrown,20250928,CN,"","","","","","","","",20230808,2023,09,S031,"",100,148250067049533128,X,P043
phoward,8.908,B855043038,20230810,2025,X,43.99,543.376,10.007,5.87,105.501,7.178,39.093,505.22,8.735,5.015,97.339,martinlopez,20250707,CN,"","","","","","","","",20230804,2025,10,S030,"",100,979794700638466292,"",P043
john83,142.033,B716733072,20230930,2024,X,382.236,3835.795,58.788,178.591,476.662,127.7,325.129,3261.212,55.319,168.699,430.098,mbishop,20250204,DE,"","","","","","","","",20251030,2023,07,S073,"",100,354311637216372146,X,P038
andersenmitc,84.36,B473089361,20231105,2024,X,99.266,2283.793,30.299,75.892,163.027,74.999,93.383,1959.711,27.37,63.864,147.211,hannahmedina,20250524,IN,"","","","","","","","",20230712,2025,02,S095,"",100,122177126858190999,"",P022
gibbscarla,74.189,B710088303,20250119,2026,X,238.852,2528.54,24.707,116.4,485.47,68.073,208.104,2334.627,20.175,94.837,392.552,robin46,20250329,CN,"","","","","","","","",20250714,2023,04,S075,"",100,815309626782277634,X,P047
shawnmartine,38.632,B932699993,20240605,2026,"",61.059,2256.392,24.451,25.226,325.393,33.6,57.401,2106.633,22.049,21.876,263.325,angelaobrien,20230806,DE,"","","","","","","","",20240821,2022,09,S049,"",100,344742773131144762,"",P034
erin37,55.326,B770704873,20230722,2025,X,161.222,1742.575,26.612,28.219,143.805,51.099,139.501,1695.632,22.945,24.509,126.095,destinysmith,20230705,DE,"","","","","","","","",20230719,2022,06,S018,"",100,414309246492784832,"",P006
whiteheadjac,22.471,B751324879,20241209,2024,"",54.021,639.328,3.531,10.13,59.962,18.024,43.795,554.88,2.88,8.15,56.178,valerie40,20250707,CN,"","","","","","","","",20251116,2024,10,S067,"",100,845086897734028419,"",P048
gordonpatric,57.044,B334191653,20230923,2025,"",40.638,1422.908,8.185,64.632,276.995,48.668,34.671,1365.552,7.103,54.854,244.979,pamelabailey,20240130,US,"","","","","","","","",20240629,2025,09,S089,"",100,386818228572869323,"",P048
wrightpeter,54.465,B967204168,20251007,2023,"",208.959,2643.486,32.177,41.138,520.899,46.826,172.833,2499.799,27.13,37.183,478.557,gortiz,20250221,US,"","","","","","","","",20251008,2023,03,S025,"",100,179201003247772942,"",P015
cartercarol,21.663,B143061100,20231219,2025,"",61.758,1050.005,10.055,51.189,177.1,19.41,50.144,1013.768,8.143,42.089,154.4,qmason,20241123,DE,"","","","","","","","",20240824,2025,01,S069,"",100,884098610859589250,X,P048
zhangnicole,21.256,B431999283,20230730,2026,"",107.443,1336.653,23.386,34.72,169.391,19.959,92.705,1296.728,18.841,29.496,160.126,lisamcfarlan,20250327,IN,"","","","","","","","",20231218,2023,07,S074,"",100,503638358514588512,"",P035
murraykaren,100.733,B592287128,20250309,2022,X,270.534,4728.011,69.64,208.889,650.279,94.546,228.804,4314.243,66.099,178.507,526.384,sanchezmanue,20240128,DE,"","","","","","","","",20250316,2024,04,S060,"",100,666481108023337624,"",P034
robertrodrig,41.089,B901496832,20231102,2025,"",100.257,1523.154,9.084,56.369,167.632,35.961,82.819,1488.463,7.907,49.265,156.662,johnsonlaura,20260102,US,"","","","","","","","",20240613,2022,06,S010,"",100,173313382438780227,X,P019
stacey10,98.802,B395133845,20240109,2025,"",213.101,3983.02,44.489,144.339,630.643,86.92,180.519,3401.409,40.228,135.849,567.656,jriley,20250124,DE,"","","","","","","","",20250918,2026,05,S048,"",100,843494626836561025,"",P045
amanda97,6.198,B976460146,20250727,2023,"",41.524,499.649,3.355,11.946,42.706,5.246,35.058,480.354,3.077,9.8,38.177,cheryl22,20250222,IN,"","","","","","","","",20250216,2023,05,S071,"",100,318330725307871907,X,P010
johnsonshirl,27.348,B689240131,20241227,2024,X,78.941,877.05,10.995,27.913,62.51,24.171,67.486,797.794,9.884,24.462,57.62,christinasta,20230809,IN,"","","","","","","","",20240823,2022,09,S083,"",100,752005239544497198,X,P031
daniel07,85.919,B191762927,20241113,2024,"",188.426,3631.578,38.733,176.292,292.475,72.318,159.105,3298.198,34.825,161.392,258.991,singletonwan,20250825,DE,"","","","","","","","",20240624,2022,12,S046,"",100,652978483190774411,X,P005
christopher2,56.698,B872789306,20241106,2023,"",253.926,4170.735,44.181,175.015,356.838,50.584,236.609,3597.08,40.279,150.636,322.747,zsolis,20230721,US,"","","","","","","","",20250206,2024,08,S061,"",100,817637971179666466,X,P001
robertgarcia,2.233,B666060898,20250828,2025,"",5.841,60.55,1.184,1.793,11.868,2.067,5.385,57.83,1.084,1.439,9.822,patricia13,20230902,IN,"","","","","","","","",20240521,2023,10,S020,"",100,162216324392481291,X,P017
terrywilliam,115.265,B981025475,20260113,2022,"",66.721,2857.036,48.312,102.633,353.579,107.94,53.388,2691.353,41.853,87.956,331.066,rdaniels,20230916,DE,"","","","","","","","",20250413,2025,05,S072,"",100,528842924365091156,"",P035
ricardowilso,87.292,B858543682,20250630,2024,X,183.666,2888.602,31.426,124.429,540.607,75.782,147.192,2676.825,28.118,116.374,438.68,tmurray,20240127,US,"","","","","","","","",20260212,2026,07,S032,"",100,779065686609859096,X,P025
walshjames,61.281,B274466786,20250930,2022,"",68.706,1268.725,13.827,46.735,229.467,55.879,56.962,1164.119,12.016,38.698,207.846,meredithwood,20240922,DE,"","","","","","","","",20230919,2023,04,S045,"",100,669569878663991905,"",P007
wsanchez,8.458,B932844128,20241120,2024,X,13.752,173.338,2.555,6.625,17.591,6.875,11.901,158.588,2.078,5.572,14.628,christopher6,20250608,IN,"","","","","","","","",20241107,2024,12,S003,"",100,674315894630266355,X,P043
victoriajens,134.04,B147510416,20251110,2023,"",213.464,3410.464,61.83,141.004,608.409,117.552,195.399,3048.68,56.364,133.347,549.253,danielmurphy,20240620,DE,"","","","","","","","",20240808,2026,07,S077,"",100,953926682769186881,"",P004
amanda14,28.24,B323552712,20251030,2023,X,74.638,1127.706,8.732,17.822,72.07,26.193,62.41,1026.319,7.391,16.131,59.676,sanchezchris,20240712,US,"","","","","","","","",20251213,2024,01,S085,"",100,274143122112838997,X,P021
athompson,17.074,B298180423,20241223,2024,"",86.931,1405.106,22.348,50.98,86.755,14.098,75.089,1361.983,20.296,44.535,73.235,ocollins,20250112,US,"","","","","","","","",20251120,2024,05,S011,"",100,867305541529962769,"",P027
dana87,7.576,B727933807,20251025,2026,X,5.834,189.848,2.821,5.005,32.402,6.631,4.727,184.527,2.426,4.373,29.141,ebailey,20240304,US,"","","","","","","","",20231113,2024,03,S024,"",100,388234879029280849,X,P010
dana69,134.336,B785212311,20250613,2026,X,250.127,3577.188,30.869,117.403,648.47,110.538,202.95,3096.323,27.268,100.709,580.207,danielschmid,20240301,IN,"","","","","","","","",20240126,2026,03,S020,"",100,508876373222256421,"",P043
qhall,19.887,B226497173,20250329,2023,X,20.385,469.855,8.523,11.322,88.994,16.844,16.766,459.358,7.425,9.506,80.162,marymartinez,20241230,US,"","","","","","","","",20250612,2024,02,S027,"",100,717277153066540456,X,P032
bhernandez,78.378,B772933288,20250302,2022,"",138.748,1578.684,12.531,76.541,147.722,73.608,119.038,1506.959,10.093,62.475,125.07,wmartin,20260130,US,"","","","","","","","",20230702,2022,06,S078,"",100,715019919354004449,X,P004
martindavid,168.805,B459598009,20240519,2023,X,255.879,3910.112,23.725,109.668,757.15,158.81,212.312,3544.81,20.778,98.522,686.077,kaiserrobert,20240221,CN,"","","","","","","","",20260207,2024,02,S058,"",100,810581827093183631,X,P004
yhowell,66.191,B983231019,20240909,2022,"",79.226,2234.044,21.155,73.786,403.224,53.732,74.501,2108.295,17.675,65.641,364.38,debbie15,20240326,IN,"","","","","","","","",20250415,2022,10,S077,"",100,404997748846674795,X,P023
schultztracy,70.069,B935239568,20240722,2024,"",46.887,2023.439,30.786,74.666,374.393,63.286,40.764,1728.891,27.628,65.091,302.539,beverly86,20260125,CN,"","","","","","","","",20260105,2026,12,S009,"",100,432787311447449713,X,P028
abigailroble,115.99,B510154258,20240124,2026,"",137.928,3281.106,42.551,122.443,356.72,107.749,115.149,2810.87,38.501,115.786,313.918,owilson,20251016,DE,"","","","","","","","",20240919,2024,07,S058,"",100,768348811584868840,X,P044
robert12,92.373,B683869706,20241203,2024,"",179.541,3287.257,17.898,44.009,255.898,79.169,147.047,2990.665,15.986,35.285,217.104,lisasanchez,20250323,CN,"","","","","","","","",20250211,2026,03,S068,"",100,144704779865986441,X,P019
cody82,210.904,B400097144,20251229,2025,X,109.056,4639.249,26.339,75.978,372.9,180.585,103.1,4220.621,22.727,68.152,328.391,dsolomon,20251121,US,"","","","","","","","",20251103,2025,03,S011,"",100,294522600151935763,"",P016
veronica24,31.273,B854183802,20250727,2026,X,97.884,1424.724,12.64,56.941,81.137,26.933,83.979,1292.401,11.106,53.48,68.782,amanda07,20230930,CN,"","","","","","","","",20230805,2023,12,S048,"",100,775659555268758403,X,P008
daviskelly,130.938,B378945103,20241113,2026,X,109.869,3123.585,50.47,141.301,602.906,115.388,100.99,2810.909,41.161,120.59,522.417,krasmussen,20240528,IN,"","","","","","","","",20230814,2023,05,S093,"",100,627316744694538948,"",P028
kimberlyhatf,54.338,B548285635,20240722,2025,"",84.434,1861.633,35.411,76.231,359.76,51.031,78.704,1628.53,32.127,71.391,303.328,cheyenneboyd,20230703,IN,"","","","","","","","",20260201,2024,06,S035,"",100,758253359504702343,X,P031
vjimenez,200.627,B126346305,20250705,2022,X,384.995,4540.114,66.008,210.804,603.772,175.007,309.647,3981.475,58.051,188.98,497.874,larryriley,20230703,US,"","","","","","","","",20250703,2022,12,S022,"",100,905768137363073833,"",P004
hdiaz,62.134,B459800935,20250110,2023,X,356.189,4043.279,39.002,109.662,253.771,51.364,288.661,3704.291,35.255,92.981,210.982,growland,20250207,DE,"","","","","","","","",20250129,2025,07,S061,"",100,454779671754451096,X,P013
georgesimon,21.852,B967269543,20250406,2022,X,67.525,1493.137,10.062,22.542,266.642,19.772,58.598,1330.158,8.683,19.522,218.194,margaretelli,20241212,DE,"","","","","","","","",20241031,2023,12,S036,"",100,881047307958717431,"",P009
william65,8.47,B813920427,20250624,2023,X,6.401,188.195,2.09,9.367,34.417,7.524,5.67,169.647,1.927,8.666,32.383,mosschristia,20230716,IN,"","","","","","","","",20250509,2022,07,S060,"",100,282773798690153969,X,P039
ehamilton,46.092,B813706972,20240329,2025,X,233.165,4108.648,39.029,70.949,339.504,37.506,196.058,3511.77,34.975,58.481,311.049,randall13,20231231,US,"","","","","","","","",20241218,2024,07,S029,"",100,469860058425291137,X,P032
parksangela,100.812,B800355633,20240901,2025,X,242.478,2899.59,30.899,63.815,554.907,90.222,199.269,2782.331,27.307,54.743,483.835,olsenjeremy,20240417,DE,"","","","","","","","",20231205,2025,11,S084,"",100,819467720685272181,X,P015
ovalencia,173.814,B586566163,20241212,2022,X,182.959,3869.9,54.472,129.473,483.753,144.342,166.36,3523.674,49.557,108.419,457.507,lturner,20241022,US,"","","","","","","","",20250625,2022,02,S068,"",100,574815729511392165,"",P008
susan09,24.267,B906643888,20231130,2025,"",145.59,2342.014,30.464,92.271,269.757,19.457,118.272,2063.588,28.684,85.789,247.424,tammyanderso,20240721,DE,"","","","","","","","",20251010,2025,07,S029,"",100,755174242290659847,"",P030
rogerrodrigu,66.706,B517567201,20240206,2022,X,179.156,2113.904,14.538,31.779,202.014,63.317,147.028,2029.44,12.313,27.754,184.905,hawkinsjenni,20240506,US,"","","","","","","","",20240410,2024,01,S097,"",100,320713581601648901,"",P038
vincent54,4.625,B984083290,20240417,2022,X,10.576,429.389,3.171,18.033,28.476,4.018,8.805,389.721,3.012,15.793,26.973,xrose,20240229,US,"","","","","","","","",20250523,2026,02,S077,"",100,387496587222159627,"",P029
fkane,54.535,B136246290,20240217,2022,"",102.668,1192.382,17.175,52.064,83.467,46.615,93.576,1112.91,15.855,41.9,78.114,kelleydonald,20230927,DE,"","","","","","","","",20230715,2026,08,S096,"",100,731632857869136238,X,P014
