MANDANT,PRUEFLOS,KZART,ZAEHLER,VKATART,VWERKS,VAUSWAHLMG,VCODEGRP,VCODE,VERSIONAM,VERSIONCD,VBEWERTUNG,DBEWERTUNG,VFOLGEAKTI,QKENNZAHL,LTEXTKZ,VNAME,VDATUM,VEZEITERF,VAENAME,VAEDATUM,VEZEITAEN,STAFO,TEILLOS,VORGLFNR
200,900000006448,L,006449,A,PL09,UDSET0148,UDGRP0148,A002,006448,006448,R,0,SCRAP,48,Y,INSPECTOR_048,20240614,162828,QA_MANAGER_048,20260212,213333,STAT13,006448,00045136
300,900000006449,P,006450,B,PL10,UDSET0149,UDGRP0149,A003,006449,006449,R,0,REWORK,49,N,INSPECTOR_049,20240613,172929,QA_MANAGER_049,20260212,223434,STAT14,006449,00045143
100,900000006450,S,006451,A,PL11,UDSET0150,UDGRP0000,A001,006450,006450,R,0,ACCEPT,50,Y,INSPECTOR_050,20240612,183030,QA_MANAGER_050,20260212,233535,STAT00,006450,00045150
200,900000006451,I,006452,B,PL12,UDSET0151,UDGRP0001,R001,006451,006451,R,0,RETURN,51,N,INSPECTOR_051,20240611,193131,QA_MANAGER_051,20260212,003636,STAT01,006451,00045157
300,900000006452,L,006453,A,PL13,UDSET0152,UDGRP0002,R002,006452,006452,R,0,SCRAP,52,Y,INSPECTOR_052,20240610,203232,QA_MANAGER_052,20260212,013737,STAT02,006452,00045164
100,900000006453,P,006454,B,PL14,UDSET0153,UDGRP0003,A002,006453,006453,R,0,REWORK,53,N,INSPECTOR_053,20240609,213333,QA_MANAGER_053,20260212,023838,STAT03,006453,00045171
200,900000006454,S,006455,A,PL15,UDSET0154,UDGRP0004,A003,006454,006454,R,1,ACCEPT,54,Y,INSPECTOR_054,20240608,223434,QA_MANAGER_054,20260212,033939,STAT04,006454,00045178
300,900000006455,I,006456,B,PL16,UDSET0155,UDGRP0005,A001,006455,006455,R,0,RETURN,55,N,INSPECTOR_055,20240607,233535,QA_MANAGER_055,20260212,044040,STAT05,006455,00045185
100,900000006456,L,006457,A,PL17,UDSET0156,UDGRP0006,R001,006456,006456,R,0,SCRAP,56,Y,INSPECTOR_056,20240606,003636,QA_MANAGER_056,20260212,054141,STAT06,006456,00045192
200,900000006457,P,006458,B,PL18,UDSET0157,UDGRP0007,R002,006457,006457,R,0,REWORK,57,N,INSPECTOR_057,20240605,013737,QA_MANAGER_057,20260212,064242,STAT07,006457,00045199
300,900000006458,S,006459,A,PL19,UDSET0158,UDGRP0008,A002,006458,006458,R,0,ACCEPT,58,Y,INSPECTOR_058,20240604,023838,QA_MANAGER_058,20260212,074343,STAT08,006458,00045206
100,900000006459,I,006460,B,PL20,UDSET0159,UDGRP0009,A003,006459,006459,R,0,RETURN,59,N,INSPECTOR_059,20240603,033939,QA_MANAGER_059,20260212,084444,STAT09,006459,00045213
200,900000006460,L,006461,A,PL01,UDSET0160,UDGRP0010,A001,006460,006460,R,0,SCRAP,60,Y,INSPECTOR_060,20240602,044040,QA_MANAGER_060,20260212,094545,STAT10,006460,00045220
300,900000006461,P,006462,B,PL02,UDSET0161,UDGRP0011,R001,006461,006461,A,1,REWORK,61,N,INSPECTOR_061,20240601,054141,QA_MANAGER_061,20260212,104646,STAT11,006461,00045227
100,900000006462,S,006463,A,PL03,UDSET0162,UDGRP0012,R002,006462,006462,A,0,ACCEPT,62,Y,INSPECTOR_062,20240531,064242,QA_MANAGER_062,20260212,114747,STAT12,006462,00045234
200,900000006463,I,006464,B,PL04,UDSET0163,UDGRP0013,A002,006463,006463,A,0,RETURN,63,N,INSPECTOR_063,20240530,074343,QA_MANAGER_063,20260212,124848,STAT13,006463,00045241
300,900000006464,L,006465,A,PL05,UDSET0164,UDGRP0014,A003,006464,006464,A,0,SCRAP,64,Y,INSPECTOR_064,20240529,084444,QA_MANAGER_064,20260212,134949,STAT14,006464,00045248
100,900000006465,P,006466,B,PL06,UDSET0165,UDGRP0015,A001,006465,006465,A,0,REWORK,65,N,INSPECTOR_065,20240528,094545,QA_MANAGER_065,20260212,145050,STAT00,006465,00045255
200,900000006466,S,006467,A,PL07,UDSET0166,UDGRP0016,R001,006466,006466,A,0,ACCEPT,66,Y,INSPECTOR_066,20240527,104646,QA_MANAGER_066,20260212,155151,STAT01,006466,00045262
300,900000006467,I,006468,B,PL08,UDSET0167,UDGRP0017,R002,006467,006467,A,0,RETURN,67,N,INSPECTOR_067,20240526,114747,QA_MANAGER_067,20260212,165252,STAT02,006467,00045269
100,900000006468,L,006469,A,PL09,UDSET0168,UDGRP0018,A002,006468,006468,A,1,SCRAP,68,Y,INSPECTOR_068,20240525,124848,QA_MANAGER_068,20260212,175353,STAT03,006468,00045276
200,900000006469,P,006470,B,PL10,UDSET0169,UDGRP0019,A003,006469,006469,A,0,REWORK,69,N,INSPECTOR_069,20240524,134949,QA_MANAGER_069,20260212,185454,STAT04,006469,00045283
300,900000006470,S,006471,A,PL11,UDSET0170,UDGRP0020,A001,006470,006470,A,0,ACCEPT,70,Y,INSPECTOR_070,20240523,145050,QA_MANAGER_070,20260212,195555,STAT05,006470,00045290
100,900000006471,I,006472,B,PL12,UDSET0171,UDGRP0021,R001,006471,006471,A,0,RETURN,71,N,INSPECTOR_071,20240522,155151,QA_MANAGER_071,20260212,205656,STAT06,006471,00045297
200,900000006472,L,006473,A,PL13,UDSET0172,UDGRP0022,R002,006472,006472,A,0,SCRAP,72,Y,INSPECTOR_072,20240521,165252,QA_MANAGER_072,20260212,215757,STAT07,006472,00045304
300,900000006473,P,006474,B,PL14,UDSET0173,UDGRP0023,A002,006473,006473,A,0,REWORK,73,N,INSPECTOR_073,20240520,175353,QA_MANAGER_073,20260212,225858,STAT08,006473,00045311
100,900000006474,S,006475,A,PL15,UDSET0174,UDGRP0024,A003,006474,006474,A,0,ACCEPT,74,Y,INSPECTOR_074,20240519,185454,QA_MANAGER_074,20260212,235959,STAT09,006474,00045318
200,900000006475,I,006476,B,PL16,UDSET0175,UDGRP0025,A001,006475,006475,A,1,RETURN,75,N,INSPECTOR_075,20240518,195555,QA_MANAGER_075,20260212,000000,STAT10,006475,00045325
300,900000006476,L,006477,A,PL17,UDSET0176,UDGRP0026,R001,006476,006476,A,0,SCRAP,76,Y,INSPECTOR_076,20240517,205656,QA_MANAGER_076,20260212,010101,STAT11,006476,00045332
100,900000006477,P,006478,B,PL18,UDSET0177,UDGRP0027,R002,006477,006477,A,0,REWORK,77,N,INSPECTOR_077,20240516,215757,QA_MANAGER_077,20260212,020202,STAT12,006477,00045339
200,900000006478,S,006479,A,PL19,UDSET0178,UDGRP0028,A002,006478,006478,A,0,ACCEPT,78,Y,INSPECTOR_078,20240515,225858,QA_MANAGER_078,20260212,030303,STAT13,006478,00045346
300,900000006479,I,006480,B,PL20,UDSET0179,UDGRP0029,A003,006479,006479,A,0,RETURN,79,N,INSPECTOR_079,20240514,235959,QA_MANAGER_079,20260212,040404,STAT14,006479,00045353
100,900000006480,L,006481,A,PL01,UDSET0180,UDGRP0030,A001,006480,006480,A,0,SCRAP,80,Y,INSPECTOR_080,20240513,000000,QA_MANAGER_080,20260212,050505,STAT00,006480,00045360
200,900000006481,P,006482,B,PL02,UDSET0181,UDGRP0031,R001,006481,006481,A,0,REWORK,81,N,INSPECTOR_081,20240512,010101,QA_MANAGER_081,20260212,060606,STAT01,006481,00045367
300,900000006482,S,006483,A,PL03,UDSET0182,UDGRP0032,R002,006482,006482,A,1,ACCEPT,82,Y,INSPECTOR_082,20240511,020202,QA_MANAGER_082,20260212,070707,STAT02,006482,00045374
100,900000006483,I,006484,B,PL04,UDSET0183,UDGRP0033,A002,006483,006483,A,0,RETURN,83,N,INSPECTOR_083,20240510,030303,QA_MANAGER_083,20260212,080808,STAT03,006483,00045381
200,900000006484,L,006485,A,PL05,UDSET0184,UDGRP0034,A003,006484,006484,A,0,SCRAP,84,Y,INSPECTOR_084,20240509,040404,QA_MANAGER_084,20260212,090909,STAT04,006484,00045388
300,900000006485,P,006486,B,PL06,UDSET0185,UDGRP0035,A001,006485,006485,A,0,REWORK,85,N,INSPECTOR_085,20240508,050505,QA_MANAGER_085,20260212,101010,STAT05,006485,00045395
100,900000006486,S,006487,A,PL07,UDSET0186,UDGRP0036,R001,006486,006486,A,0,ACCEPT,86,Y,INSPECTOR_086,20240507,060606,QA_MANAGER_086,20260212,111111,STAT06,006486,00045402
200,900000006487,I,006488,B,PL08,UDSET0187,UDGRP0037,R002,006487,006487,A,0,RETURN,87,N,INSPECTOR_087,20240506,070707,QA_MANAGER_087,20260212,121212,STAT07,006487,00045409
300,900000006488,L,006489,A,PL09,UDSET0188,UDGRP0038,A002,006488,006488,A,0,SCRAP,88,Y,INSPECTOR_088,20240505,080808,QA_MANAGER_088,20260212,131313,STAT08,006488,00045416
100,900000006489,P,006490,B,PL10,UDSET0189,UDGRP0039,A003,006489,006489,A,1,REWORK,89,N,INSPECTOR_089,20240504,090909,QA_MANAGER_089,20260212,141414,STAT09,006489,00045423
200,900000006490,S,006491,A,PL11,UDSET0190,UDGRP0040,A001,006490,006490,A,0,ACCEPT,90,Y,INSPECTOR_090,20240503,101010,QA_MANAGER_090,20260212,151515,STAT10,006490,00045430
300,900000006491,I,006492,B,PL12,UDSET0191,UDGRP0041,R001,006491,006491,A,0,RETURN,91,N,INSPECTOR_091,20240502,111111,QA_MANAGER_091,20260212,161616,STAT11,006491,00045437
100,900000006492,L,006493,A,PL13,UDSET0192,UDGRP0042,R002,006492,006492,A,0,SCRAP,92,Y,INSPECTOR_092,20240501,121212,QA_MANAGER_092,20260212,171717,STAT12,006492,00045444
200,900000006493,P,006494,B,PL14,UDSET0193,UDGRP0043,A002,006493,006493,A,0,REWORK,93,N,INSPECTOR_093,20240430,131313,QA_MANAGER_093,20260212,181818,STAT13,006493,00045451
300,900000006494,S,006495,A,PL15,UDSET0194,UDGRP0044,A003,006494,006494,A,0,ACCEPT,94,Y,INSPECTOR_094,20240429,141414,QA_MANAGER_094,20260212,191919,STAT14,006494,00045458
100,900000006495,I,006496,B,PL16,UDSET0195,UDGRP0045,A001,006495,006495,A,0,RETURN,95,N,INSPECTOR_095,20240428,151515,QA_MANAGER_095,20260212,202020,STAT00,006495,00045465
200,900000006496,L,006497,A,PL17,UDSET0196,UDGRP0046,R001,006496,006496,A,1,SCRAP,96,Y,INSPECTOR_096,20240427,161616,QA_MANAGER_096,20260212,212121,STAT01,006496,00045472
300,900000006497,P,006498,B,PL18,UDSET0197,UDGRP0047,R002,006497,006497,A,0,REWORK,97,N,INSPECTOR_097,20240426,171717,QA_MANAGER_097,20260212,222222,STAT02,006497,00045479
100,900000006498,S,006499,A,PL19,UDSET0198,UDGRP0048,A002,006498,006498,A,0,ACCEPT,98,Y,INSPECTOR_098,20240425,181818,QA_MANAGER_098,20260212,232323,STAT03,006498,00045486
200,900000006499,I,006500,B,PL20,UDSET0199,UDGRP0049,A003,006499,006499,A,0,RETURN,99,N,INSPECTOR_099,20240424,191919,QA_MANAGER_099,20260212,002424,STAT04,006499,00045493
300,900000006500,L,006501,A,PL01,UDSET0200,UDGRP0050,A001,006500,006500,R,0,SCRAP,0,Y,INSPECTOR_100,20240423,202020,QA_MANAGER_000,20260212,012525,STAT05,006500,00045500
100,900000006501,P,006502,B,PL02,UDSET0201,UDGRP0051,R001,006501,006501,R,0,REWORK,1,N,INSPECTOR_101,20240422,212121,QA_MANAGER_001,20260212,022626,STAT06,006501,00045507
200,900000006502,S,006503,A,PL03,UDSET0202,UDGRP0052,R002,006502,006502,R,0,ACCEPT,2,Y,INSPECTOR_102,20240421,222222,QA_MANAGER_002,20260212,032727,STAT07,006502,00045514
300,900000006503,I,006504,B,PL04,UDSET0203,UDGRP0053,A002,006503,006503,R,1,RETURN,3,N,INSPECTOR_103,20240420,232323,QA_MANAGER_003,20260212,042828,STAT08,006503,00045521
100,900000006504,L,006505,A,PL05,UDSET0204,UDGRP0054,A003,006504,006504,R,0,SCRAP,4,Y,INSPECTOR_104,20240419,002424,QA_MANAGER_004,20260212,052929,STAT09,006504,00045528
200,900000006505,P,006506,B,PL06,UDSET0205,UDGRP0055,A001,006505,006505,R,0,REWORK,5,N,INSPECTOR_105,20240418,012525,QA_MANAGER_005,20260212,063030,STAT10,006505,00045535
300,900000006506,S,006507,A,PL07,UDSET0206,UDGRP0056,R001,006506,006506,R,0,ACCEPT,6,Y,INSPECTOR_106,20240417,022626,QA_MANAGER_006,20260212,073131,STAT11,006506,00045542
100,900000006507,I,006508,B,PL08,UDSET0207,UDGRP0057,R002,006507,006507,R,0,RETURN,7,N,INSPECTOR_107,20240416,032727,QA_MANAGER_007,20260212,083232,STAT12,006507,00045549
200,900000006508,L,006509,A,PL09,UDSET0208,UDGRP0058,A002,006508,006508,R,0,SCRAP,8,Y,INSPECTOR_108,20240415,042828,QA_MANAGER_008,20260212,093333,STAT13,006508,00045556
300,900000006509,P,006510,B,PL10,UDSET0209,UDGRP0059,A003,006509,006509,R,0,REWORK,9,N,INSPECTOR_109,20240414,052929,QA_MANAGER_009,20260212,103434,STAT14,006509,00045563
100,900000006510,S,006511,A,PL11,UDSET0210,UDGRP0060,A001,006510,006510,R,1,ACCEPT,10,Y,INSPECTOR_110,20240413,063030,QA_MANAGER_010,20260212,113535,STAT00,006510,00045570
200,900000006511,I,006512,B,PL12,UDSET0211,UDGRP0061,R001,006511,006511,R,0,RETURN,11,N,INSPECTOR_111,20240412,073131,QA_MANAGER_011,20260212,123636,STAT01,006511,00045577
300,900000006512,L,006513,A,PL13,UDSET0212,UDGRP0062,R002,006512,006512,R,0,SCRAP,12,Y,INSPECTOR_112,20240411,083232,QA_MANAGER_012,20260212,133737,STAT02,006512,00045584
100,900000006513,P,006514,B,PL14,UDSET0213,UDGRP0063,A002,006513,006513,R,0,REWORK,13,N,INSPECTOR_113,20240410,093333,QA_MANAGER_013,20260212,143838,STAT03,006513,00045591
200,900000006514,S,006515,A,PL15,UDSET0214,UDGRP0064,A003,006514,006514,R,0,ACCEPT,14,Y,INSPECTOR_114,20240409,103434,QA_MANAGER_014,20260212,153939,STAT04,006514,00045598
300,900000006515,I,006516,B,PL16,UDSET0215,UDGRP0065,A001,006515,006515,R,0,RETURN,15,N,INSPECTOR_115,20240408,113535,QA_MANAGER_015,20260212,164040,STAT05,006515,00045605
100,900000006516,L,006517,A,PL17,UDSET0216,UDGRP0066,R001,006516,006516,R,0,SCRAP,16,Y,INSPECTOR_116,20240407,123636,QA_MANAGER_016,20260212,174141,STAT06,006516,00045612
200,900000006517,P,006518,B,PL18,UDSET0217,UDGRP0067,R002,006517,006517,R,1,REWORK,17,N,INSPECTOR_117,20240406,133737,QA_MANAGER_017,20260212,184242,STAT07,006517,00045619
300,900000006518,S,006519,A,PL19,UDSET0218,UDGRP0068,A002,006518,006518,R,0,ACCEPT,18,Y,INSPECTOR_118,20240405,143838,QA_MANAGER_018,20260212,194343,STAT08,006518,00045626
100,900000006519,I,006520,B,PL20,UDSET0219,UDGRP0069,A003,006519,006519,R,0,RETURN,19,N,INSPECTOR_119,20240404,153939,QA_MANAGER_019,20260212,204444,STAT09,006519,00045633
200,900000006520,L,006521,A,PL01,UDSET0220,UDGRP0070,A001,006520,006520,R,0,SCRAP,20,Y,INSPECTOR_120,20240403,164040,QA_MANAGER_020,20260212,214545,STAT10,006520,00045640
300,900000006521,P,006522,B,PL02,UDSET0221,UDGRP0071,R001,006521,006521,R,0,REWORK,21,N,INSPECTOR_121,20240402,174141,QA_MANAGER_021,20260212,224646,STAT11,006521,00045647
100,900000006522,S,006523,A,PL03,UDSET0222,UDGRP0072,R002,006522,006522,R,0,ACCEPT,22,Y,INSPECTOR_122,20240401,184242,QA_MANAGER_022,20260212,234747,STAT12,006522,00045654
200,900000006523,I,006524,B,PL04,UDSET0223,UDGRP0073,A002,006523,006523,R,0,RETURN,23,N,INSPECTOR_123,20240331,194343,QA_MANAGER_023,20260212,004848,STAT13,006523,00045661
300,900000006524,L,006525,A,PL05,UDSET0224,UDGRP0074,A003,006524,006524,R,1,SCRAP,24,Y,INSPECTOR_124,20240330,204444,QA_MANAGER_024,20260212,014949,STAT14,006524,00045668
100,900000006525,P,006526,B,PL06,UDSET0225,UDGRP0075,A001,006525,006525,R,0,REWORK,25,N,INSPECTOR_125,20240329,214545,QA_MANAGER_025,20260212,025050,STAT00,006525,00045675
200,900000006526,S,006527,A,PL07,UDSET0226,UDGRP0076,R001,006526,006526,R,0,ACCEPT,26,Y,INSPECTOR_126,20240328,224646,QA_MANAGER_026,20260212,035151,STAT01,006526,00045682
300,900000006527,I,006528,B,PL08,UDSET0227,UDGRP0077,R002,006527,006527,R,0,RETURN,27,N,INSPECTOR_127,20240327,234747,QA_MANAGER_027,20260212,045252,STAT02,006527,00045689
100,900000006528,L,006529,A,PL09,UDSET0228,UDGRP0078,A002,006528,006528,R,0,SCRAP,28,Y,INSPECTOR_128,20240326,004848,QA_MANAGER_028,20260212,055353,STAT03,006528,00045696
200,900000006529,P,006530,B,PL10,UDSET0229,UDGRP0079,A003,006529,006529,R,0,REWORK,29,N,INSPECTOR_129,20240325,014949,QA_MANAGER_029,20260212,065454,STAT04,006529,00045703
300,900000006530,S,006531,A,PL11,UDSET0230,UDGRP0080,A001,006530,006530,R,0,ACCEPT,30,Y,INSPECTOR_130,20240324,025050,QA_MANAGER_030,20260212,075555,STAT05,006530,00045710
100,900000006531,I,006532,B,PL12,UDSET0231,UDGRP0081,R001,006531,006531,R,1,RETURN,31,N,INSPECTOR_131,20240323,035151,QA_MANAGER_031,20260212,085656,STAT06,006531,00045717
200,900000006532,L,006533,A,PL13,UDSET0232,UDGRP0082,R002,006532,006532,R,0,SCRAP,32,Y,INSPECTOR_132,20240322,045252,QA_MANAGER_032,20260212,095757,STAT07,006532,00045724
300,900000006533,P,006534,B,PL14,UDSET0233,UDGRP0083,A002,006533,006533,R,0,REWORK,33,N,INSPECTOR_133,20240321,055353,QA_MANAGER_033,20260212,105858,STAT08,006533,00045731
100,900000006534,S,006535,A,PL15,UDSET0234,UDGRP0084,A003,006534,006534,R,0,ACCEPT,34,Y,INSPECTOR_134,20240320,065454,QA_MANAGER_034,20260212,115959,STAT09,006534,00045738
200,900000006535,I,006536,B,PL16,UDSET0235,UDGRP0085,A001,006535,006535,R,0,RETURN,35,N,INSPECTOR_135,20240319,075555,QA_MANAGER_035,20260212,120000,STAT10,006535,00045745
300,900000006536,L,006537,A,PL17,UDSET0236,UDGRP0086,R001,006536,006536,R,0,SCRAP,36,Y,INSPECTOR_136,20240318,085656,QA_MANAGER_036,20260212,130101,STAT11,006536,00045752
100,900000006537,P,006538,B,PL18,UDSET0237,UDGRP0087,R002,006537,006537,R,0,REWORK,37,N,INSPECTOR_137,20240317,095757,QA_MANAGER_037,20260212,140202,STAT12,006537,00045759
200,900000006538,S,006539,A,PL19,UDSET0238,UDGRP0088,A002,006538,006538,R,1,ACCEPT,38,Y,INSPECTOR_138,20240316,105858,QA_MANAGER_038,20260212,150303,STAT13,006538,00045766
300,900000006539,I,006540,B,PL20,UDSET0239,UDGRP0089,A003,006539,006539,R,0,RETURN,39,N,INSPECTOR_139,20240315,115959,QA_MANAGER_039,20260212,160404,STAT14,006539,00045773
100,900000006540,L,006541,A,PL01,UDSET0240,UDGRP0090,A001,006540,006540,R,0,SCRAP,40,Y,INSPECTOR_140,20240314,120000,QA_MANAGER_040,20260212,170505,STAT00,006540,00045780
200,900000006541,P,006542,B,PL02,UDSET0241,UDGRP0091,R001,006541,006541,R,0,REWORK,41,N,INSPECTOR_141,20240313,130101,QA_MANAGER_041,20260212,180606,STAT01,006541,00045787
300,900000006542,S,006543,A,PL03,UDSET0242,UDGRP0092,R002,006542,006542,R,0,ACCEPT,42,Y,INSPECTOR_142,20240312,140202,QA_MANAGER_042,20260212,190707,STAT02,006542,00045794
100,900000006543,I,006544,B,PL04,UDSET0243,UDGRP0093,A002,006543,006543,R,0,RETURN,43,N,INSPECTOR_143,20240311,150303,QA_MANAGER_043,20260212,200808,STAT03,006543,00045801
200,900000006544,L,006545,A,PL05,UDSET0244,UDGRP0094,A003,006544,006544,R,0,SCRAP,44,Y,INSPECTOR_144,20240310,160404,QA_MANAGER_044,20260212,210909,STAT04,006544,00045808
300,900000006545,P,006546,B,PL06,UDSET0245,UDGRP0095,A001,006545,006545,R,1,REWORK,45,N,INSPECTOR_145,20240309,170505,QA_MANAGER_045,20260212,221010,STAT05,006545,00045815
100,900000006546,S,006547,A,PL07,UDSET0246,UDGRP0096,R001,006546,006546,R,0,ACCEPT,46,Y,INSPECTOR_146,20240308,180606,QA_MANAGER_046,20260212,231111,STAT06,006546,00045822
200,900000006547,I,006548,B,PL08,UDSET0247,UDGRP0097,R002,006547,006547,R,0,RETURN,47,N,INSPECTOR_147,20240307,190707,QA_MANAGER_047,20260212,001212,STAT07,006547,00045829
300,900000006548,L,006549,A,PL09,UDSET0248,UDGRP0098,A002,006548,006548,R,0,SCRAP,48,Y,INSPECTOR_148,20240306,200808,QA_MANAGER_048,20260212,011313,STAT08,006548,00045836
100,900000006549,P,006550,B,PL10,UDSET0249,UDGRP0099,A003,006549,006549,R,0,REWORK,49,N,INSPECTOR_149,20240305,210909,QA_MANAGER_049,20260212,021414,STAT09,006549,00045843
200,900000006550,S,006551,A,PL11,UDSET0250,UDGRP0100,A001,006550,006550,R,0,ACCEPT,50,Y,INSPECTOR_150,20240304,221010,QA_MANAGER_050,20260212,031515,STAT10,006550,00045850
300,900000006551,I,006552,B,PL12,UDSET0251,UDGRP0101,R001,006551,006551,R,0,RETURN,51,N,INSPECTOR_151,20240303,231111,QA_MANAGER_051,20260212,041616,STAT11,006551,00045857
100,900000006552,L,006553,A,PL13,UDSET0252,UDGRP0102,R002,006552,006552,R,1,SCRAP,52,Y,INSPECTOR_152,20240302,001212,QA_MANAGER_052,20260212,051717,STAT12,006552,00045864
200,900000006553,P,006554,B,PL14,UDSET0253,UDGRP0103,A002,006553,006553,R,0,REWORK,53,N,INSPECTOR_153,20240301,011313,QA_MANAGER_053,20260212,061818,STAT13,006553,00045871
300,900000006554,S,006555,A,PL15,UDSET0254,UDGRP0104,A003,006554,006554,R,0,ACCEPT,54,Y,INSPECTOR_154,20240229,021414,QA_MANAGER_054,20260212,071919,STAT14,006554,00045878
100,900000006555,I,006556,B,PL16,UDSET0255,UDGRP0105,A001,006555,006555,R,0,RETURN,55,N,INSPECTOR_155,20240228,031515,QA_MANAGER_055,20260212,082020,STAT00,006555,00045885
200,900000006556,L,006557,A,PL17,UDSET0256,UDGRP0106,R001,006556,006556,R,0,SCRAP,56,Y,INSPECTOR_156,20240227,041616,QA_MANAGER_056,20260212,092121,STAT01,006556,00045892
300,900000006557,P,006558,B,PL18,UDSET0257,UDGRP0107,R002,006557,006557,R,0,REWORK,57,N,INSPECTOR_157,20240226,051717,QA_MANAGER_057,20260212,102222,STAT02,006557,00045899
100,900000006558,S,006559,A,PL19,UDSET0258,UDGRP0108,A002,006558,006558,R,0,ACCEPT,58,Y,INSPECTOR_158,20240225,061818,QA_MANAGER_058,20260212,112323,STAT03,006558,00045906
200,900000006559,I,006560,B,PL20,UDSET0259,UDGRP0109,A003,006559,006559,R,1,RETURN,59,N,INSPECTOR_159,20240224,071919,QA_MANAGER_059,20260212,122424,STAT04,006559,00045913
300,900000006560,L,006561,A,PL01,UDSET0260,UDGRP0110,A001,006560,006560,R,0,SCRAP,60,Y,INSPECTOR_160,20240223,082020,QA_MANAGER_060,20260212,132525,STAT05,006560,00045920
100,900000006561,P,006562,B,PL02,UDSET0261,UDGRP0111,R001,006561,006561,A,0,REWORK,61,N,INSPECTOR_161,20240222,092121,QA_MANAGER_061,20260212,142626,STAT06,006561,00045927
200,900000006562,S,006563,A,PL03,UDSET0262,UDGRP0112,R002,006562,006562,A,0,ACCEPT,62,Y,INSPECTOR_162,20240221,102222,QA_MANAGER_062,20260212,152727,STAT07,006562,00045934
300,900000006563,I,006564,B,PL04,UDSET0263,UDGRP0113,A002,006563,006563,A,0,RETURN,63,N,INSPECTOR_163,20240220,112323,QA_MANAGER_063,20260212,162828,STAT08,006563,00045941
100,900000006564,L,006565,A,PL05,UDSET0264,UDGRP0114,A003,006564,006564,A,0,SCRAP,64,Y,INSPECTOR_164,20240219,122424,QA_MANAGER_064,20260212,172929,STAT09,006564,00045948
200,900000006565,P,006566,B,PL06,UDSET0265,UDGRP0115,A001,006565,006565,A,0,REWORK,65,N,INSPECTOR_165,20240218,132525,QA_MANAGER_065,20260212,183030,STAT10,006565,00045955
300,900000006566,S,006567,A,PL07,UDSET0266,UDGRP0116,R001,006566,006566,A,1,ACCEPT,66,Y,INSPECTOR_166,20240217,142626,QA_MANAGER_066,20260212,193131,STAT11,006566,00045962
100,900000006567,I,006568,B,PL08,UDSET0267,UDGRP0117,R002,006567,006567,A,0,RETURN,67,N,INSPECTOR_167,20240216,152727,QA_MANAGER_067,20260212,203232,STAT12,006567,00045969
200,900000006568,L,006569,A,PL09,UDSET0268,UDGRP0118,A002,006568,006568,A,0,SCRAP,68,Y,INSPECTOR_168,20240215,162828,QA_MANAGER_068,20260212,213333,STAT13,006568,00045976
300,900000006569,P,006570,B,PL10,UDSET0269,UDGRP0119,A003,006569,006569,A,0,REWORK,69,N,INSPECTOR_169,20240214,172929,QA_MANAGER_069,20260212,223434,STAT14,006569,00045983
100,900000006570,S,006571,A,PL11,UDSET0270,UDGRP0120,A001,006570,006570,A,0,ACCEPT,70,Y,INSPECTOR_170,20260212,183030,QA_MANAGER_070,20260212,233535,STAT00,006570,00045990
200,900000006571,I,006572,B,PL12,UDSET0271,UDGRP0121,R001,006571,006571,A,0,RETURN,71,N,INSPECTOR_171,20260211,193131,QA_MANAGER_071,20260212,003636,STAT01,006571,00045997
300,900000006572,L,006573,A,PL13,UDSET0272,UDGRP0122,R002,006572,006572,A,0,SCRAP,72,Y,INSPECTOR_172,20260210,203232,QA_MANAGER_072,20260212,013737,STAT02,006572,00046004
100,900000006573,P,006574,B,PL14,UDSET0273,UDGRP0123,A002,006573,006573,A,1,REWORK,73,N,INSPECTOR_173,20260209,213333,QA_MANAGER_073,20260212,023838,STAT03,006573,00046011
200,900000006574,S,006575,A,PL15,UDSET0274,UDGRP0124,A003,006574,006574,A,0,ACCEPT,74,Y,INSPECTOR_174,20260208,223434,QA_MANAGER_074,20260212,033939,STAT04,006574,00046018
300,900000006575,I,006576,B,PL16,UDSET0275,UDGRP0125,A001,006575,006575,A,0,RETURN,75,N,INSPECTOR_175,20260207,233535,QA_MANAGER_075,20260212,044040,STAT05,006575,00046025
100,900000006576,L,006577,A,PL17,UDSET0276,UDGRP0126,R001,006576,006576,A,0,SCRAP,76,Y,INSPECTOR_176,20260206,003636,QA_MANAGER_076,20260212,054141,STAT06,006576,00046032
200,900000006577,P,006578,B,PL18,UDSET0277,UDGRP0127,R002,006577,006577,A,0,REWORK,77,N,INSPECTOR_177,20260205,013737,QA_MANAGER_077,20260212,064242,STAT07,006577,00046039
