AUSME,AUSSS,BESKZ,BSTMA,BSTMI,BWTTY,DISGR,DISMM,DISPO,DISPR,EISBE,EISLO,EKGRP,HERKL,KAUTB,KORDB,KZKRI,LAGPR,LFGJA,LFMON,LGPRO,LOSFX,LVORM,MAABC,MABST,MANDT,MATNR,MINBE,MMSTA,MMSTD,MTVER,PERKZ,PLIFZ,PRCTR,PSTAT,SERNP,STAWN,TARGET_STOCK,TRAME,VINT1,VINT2,VRMOD,WEBAZ,WERKS,XCHAR,XMCNG
KG,4.59,F,577.924,116.73,"",G19,VB,804,7628,54.84,55.798,029,DE,X,"",X,1,2023,01,S019,42.79,"",A,577.924,100,968429694542011426,116.73,03,20231229,M008,M,50,1083951991,K,S627,90618225976295355,85.189,15.208,018,023,2,10,P036,X,X
KG,0.28,F,683.895,204.414,X,G07,PD,337,8418,92.525,179.414,097,CN,X,X,"",3,2023,04,S044,98.73,"",B,683.895,100,320242202746557841,204.414,01,20230829,M004,W,25,1641387721,K,S333,64905206244285471,204.52,98.881,008,024,2,10,P025,"",""
EA,0.86,E,278.006,102.321,"",G01,ND,948,4530,40.868,167.962,030,CN,"","",X,1,2023,06,S024,169.5,"",B,278.006,100,602723721928395954,102.321,01,20251106,M001,M,25,4675038078,K,S812,15436667197689065,275.845,2.792,006,029,1,10,P002,"",X
L,0.94,E,262.671,60.735,X,G16,ND,280,4688,16.782,115.045,087,US,X,X,"",1,2022,05,S009,24.91,"",B,262.671,100,665914483811975853,60.735,03,20221124,M007,D,51,6501879211,K,S318,17696483408627656,78.99,37.208,002,017,3,3,P007,X,X
L,2.54,E,756.769,263.959,"",G18,VB,177,6545,124.982,42.121,020,IN,"",X,"",3,2024,05,S010,94.54,"",A,756.769,100,815973675320738564,263.959,01,20240907,M006,D,40,4269823463,K,S566,57095411989900043,482.075,32.034,009,007,2,5,P048,X,X
KG,1.47,X,911.681,320.756,X,G15,VB,860,8331,92.254,15.166,076,IN,"","","",2,2024,02,S024,12.23,"",B,911.681,100,482933705003367145,320.756,02,20230828,M017,M,51,9752857696,K,S689,54756866710656605,333.755,23.269,023,017,1,10,P008,"",X
L,3.1,F,332.824,127.974,X,G12,ND,378,5028,59.638,115.435,029,US,"",X,"",2,2024,06,S047,32.41,"",B,332.824,100,438324333654581296,127.974,01,20220218,M019,D,60,8007164351,K,S592,40166136542496383,451.32,9.247,019,029,2,6,P020,X,X
EA,0.49,F,1981.398,480.801,X,G13,ND,234,4832,102.54,60.651,034,IN,"","",X,1,2024,07,S043,186.64,"",C,1981.398,100,526938411620979730,480.801,02,20230914,M009,W,13,8673877264,K,S574,79927658633717263,130.777,11.076,012,005,1,2,P017,X,""
KG,0.28,E,707.395,247.955,X,G19,VB,683,7651,101.747,139.163,025,CN,"","",X,2,2022,06,S001,103.48,"",A,707.395,100,725497795795660623,247.955,03,20251124,M009,M,59,9346598311,K,S787,90709863589368686,78.983,32.468,012,014,1,6,P029,X,X
KG,3.72,E,1432.138,292.803,"",G03,PD,892,6073,138.041,191.977,059,DE,X,X,"",2,2025,10,S004,114.44,"",A,1432.138,100,195576280393824573,292.803,02,20230115,M003,D,58,6901609343,K,S894,37156146088300454,297.946,45.535,021,001,2,5,P038,"",X
KG,1.24,F,25.408,10.561,"",G03,VB,989,4260,2.687,115.482,017,IN,"","",X,1,2023,10,S030,95.39,"",C,25.408,100,760413033652967781,10.561,02,20220518,M019,D,26,3274201185,K,S286,36236579651731843,439.638,0.348,007,009,2,3,P014,"",""
M,4.24,F,597.545,242.922,"",G04,PD,287,3377,104.311,160.322,082,US,X,"",X,3,2025,12,S015,74.88,"",B,597.545,100,586530042712788243,242.922,01,20220825,M020,M,47,6192331059,K,S612,37952167991961714,482.621,43.015,001,018,1,7,P042,"",X
KG,3.18,X,871.755,246.953,"",G09,PD,961,8816,121.24,50.954,016,DE,X,X,X,3,2025,02,S009,54.28,"",B,871.755,100,153526792310576248,246.953,02,20231118,M003,D,29,7653766067,K,S727,88563170621031253,410.475,71.936,010,029,3,9,P001,"",X
M,3.45,F,1786.056,441.397,"",G18,ND,773,5450,130.052,182.807,051,CN,"","","",2,2026,11,S034,123.83,"",B,1786.056,100,752567487847942962,441.397,01,20250416,M017,D,13,2179975152,K,S239,63536079181841840,248.281,1.387,021,017,1,5,P040,"",X
M,0.54,F,1638.612,382.084,X,G12,ND,510,7172,173.988,23.756,036,IN,"",X,"",3,2026,04,S016,138.16,"",B,1638.612,100,974674567172966636,382.084,02,20220217,M007,M,11,8747753431,K,S367,98928451501834421,81.752,28.28,004,030,1,7,P024,"",X
L,4.31,X,112.435,50.317,X,G04,VB,114,5818,19.051,48.527,069,DE,"",X,"",2,2026,05,S005,34.76,"",B,112.435,100,504099631295421877,50.317,03,20251203,M009,M,44,9439112828,K,S407,93558268835391033,187.188,57.883,017,030,1,2,P022,X,X
EA,1.3,X,926.096,275.165,"",G07,VB,177,3287,68.176,36.537,027,IN,X,X,X,3,2024,04,S026,47.2,"",A,926.096,100,827667691248843877,275.165,01,20221221,M014,M,24,7053347159,K,S659,35462988509463305,266.086,13.098,030,027,2,6,P037,X,X
M,4.79,X,1435.621,491.784,"",G18,VB,357,4256,182.9,35.636,075,DE,"",X,"",2,2025,05,S023,195.68,"",A,1435.621,100,716998403041343349,491.784,03,20251115,M009,D,22,7302892314,K,S859,60081140288548935,174.534,65.43,002,002,3,2,P041,"",X
L,0.72,F,339.995,148.589,X,G17,VB,726,5304,32.805,116.823,086,DE,X,"",X,2,2022,04,S030,17.08,"",B,339.995,100,140294057659431818,148.589,01,20230427,M012,W,6,5840848689,K,S206,51112794800601377,449.126,76.74,024,007,3,8,P032,"",""
EA,0.72,E,1196.768,255.292,X,G11,PD,146,1444,84.182,131.678,068,IN,"",X,"",1,2023,12,S048,140.94,"",A,1196.768,100,393244783936299857,255.292,01,20241216,M011,M,31,6507620786,K,S791,63535814270828461,425.831,6.288,020,017,3,4,P041,X,""
EA,0.77,F,721.024,310.186,"",G07,PD,558,2964,153.662,181.76,094,CN,X,X,"",1,2025,09,S009,137.94,"",B,721.024,100,968585962844745742,310.186,02,20250627,M005,M,8,7137161220,K,S883,31644612361356618,301.483,87.901,009,001,2,10,P005,X,X
L,1.58,F,195.528,65.591,X,G02,VB,638,6760,18.407,186.191,002,DE,"",X,"",3,2023,10,S050,150.06,"",A,195.528,100,793877834730346375,65.591,03,20221015,M020,M,4,3601072625,K,S933,76938818893679334,400.367,0.18,013,012,1,4,P015,X,""
KG,0.38,X,1428.568,473.059,X,G16,VB,270,8004,211.554,46.544,053,US,"","","",2,2023,12,S018,54.37,"",C,1428.568,100,809186131140546283,473.059,02,20250111,M006,D,56,5469944667,K,S757,24187743158509204,55.715,37.802,022,010,2,8,P007,X,X
L,2.74,F,227.993,55.928,X,G02,ND,755,4837,18.562,9.204,067,CN,X,X,X,1,2025,11,S032,19.93,"",C,227.993,100,519520916121774731,55.928,01,20220714,M002,D,44,6458222697,K,S564,19041991447735218,322.989,7.523,014,023,3,10,P036,"",""
M,5.0,F,134.004,28.554,"",G11,VB,360,1253,13.005,194.879,008,DE,"",X,"",1,2026,01,S029,95.16,"",A,134.004,100,324754499678764136,28.554,03,20240605,M014,W,60,5247759762,K,S630,76976559574330290,453.507,83.365,006,015,3,10,P045,X,X
L,1.43,E,468.42,133.393,"",G05,VB,553,1769,28.562,48.251,002,CN,X,"","",2,2026,11,S004,55.99,"",A,468.42,100,461770493417826669,133.393,01,20250210,M008,D,20,7943806577,K,S390,71605923135720782,231.097,43.319,003,028,1,9,P026,X,X
M,4.08,F,1701.373,454.153,X,G19,PD,395,8956,102.655,171.095,060,IN,"",X,"",1,2022,12,S007,164.14,"",C,1701.373,100,212413056951048249,454.153,02,20250826,M008,M,58,1888665587,K,S379,67781548348817886,383.477,68.889,005,011,2,2,P033,"",""
EA,3.29,X,822.078,213.483,"",G04,VB,474,7693,54.896,82.394,058,CN,X,X,"",2,2024,08,S020,53.37,"",A,822.078,100,561572228975801211,213.483,03,20240404,M001,D,2,3624655571,K,S151,51364128879854940,101.136,29.404,009,015,1,2,P004,X,""
KG,3.23,F,571.037,244.181,X,G13,ND,763,9378,111.173,114.102,064,CN,"","",X,3,2022,12,S030,108.19,"",C,571.037,100,589816899804141099,244.181,03,20241020,M016,D,5,8891641371,K,S227,16654517397578022,274.348,56.62,008,021,1,7,P001,X,X
L,1.71,X,794.888,245.348,"",G05,PD,913,1454,97.526,171.053,027,CN,"","","",3,2022,10,S049,177.9,"",A,794.888,100,449433747281788495,245.348,03,20230824,M008,M,20,4525826922,K,S280,86290260585655022,171.27,80.403,018,024,1,1,P017,X,""
KG,4.7,F,166.77,54.41,"",G10,PD,222,5545,15.368,196.515,071,CN,X,"",X,2,2024,06,S045,198.49,"",B,166.77,100,809212832248584426,54.41,03,20221104,M001,W,16,2789995067,K,S733,13021291234527923,95.391,66.96,025,022,3,4,P050,"",X
L,2.13,X,986.263,317.517,X,G14,VB,633,3362,90.374,113.942,054,DE,X,X,"",2,2025,12,S002,195.59,"",A,986.263,100,983001492092324257,317.517,01,20221011,M001,D,52,6209939360,K,S698,59641681329395593,410.864,63.267,022,018,2,6,P010,"",X
L,2.41,F,1135.037,234.396,"",G11,PD,407,5456,78.287,92.385,089,CN,"",X,"",3,2023,09,S040,111.43,"",B,1135.037,100,485468524730573171,234.396,02,20220326,M011,D,37,1173576366,K,S671,74830483073083839,176.028,2.238,024,019,1,8,P017,"",""
L,0.22,F,905.838,195.577,X,G08,ND,347,7297,58.371,60.245,037,CN,"",X,"",3,2023,02,S023,180.83,"",A,905.838,100,149386623297835258,195.577,01,20250830,M007,M,9,6926426847,K,S854,42998673760033095,224.899,27.272,024,013,1,3,P023,X,""
EA,1.18,E,155.616,56.534,X,G02,VB,175,5982,21.849,56.841,027,IN,"",X,X,2,2023,01,S046,78.34,"",C,155.616,100,296056612618175504,56.534,03,20220719,M011,M,31,2551606915,K,S203,23278148213968534,183.571,61.324,004,027,3,7,P043,X,X
M,3.56,F,767.183,372.381,X,G07,ND,265,9529,115.373,18.391,028,IN,"",X,"",3,2024,10,S002,64.44,"",C,767.183,100,202433907242414504,372.381,02,20250916,M005,W,47,1936202998,K,S673,29103474344027675,433.814,58.522,007,005,1,4,P050,"",X
L,0.61,F,1411.07,453.963,X,G16,ND,715,1246,226.937,170.576,066,DE,"",X,X,3,2025,11,S009,185.43,"",B,1411.07,100,433370082530013851,453.963,03,20230225,M014,M,38,1749828716,K,S640,16523311679379484,152.147,33.429,016,022,3,5,P002,"",""
KG,1.53,E,1075.859,329.613,"",G08,VB,579,7974,95.09,167.193,027,CN,X,X,"",1,2026,03,S012,96.87,"",C,1075.859,100,626772553781832072,329.613,02,20231029,M007,W,40,3986261969,K,S988,98874752261039783,180.16,89.878,006,017,3,4,P038,"",X
M,4.07,E,1503.81,401.293,X,G16,PD,944,2962,124.754,145.362,099,US,"","","",3,2025,08,S017,88.76,"",A,1503.81,100,421230989889134554,401.293,01,20240619,M019,D,41,6692870791,K,S756,93232547253947431,305.728,11.095,007,029,2,10,P024,X,X
M,1.98,F,105.856,39.052,X,G10,ND,638,4700,16.539,13.42,025,CN,X,X,X,2,2023,06,S042,170.86,"",A,105.856,100,987856644746367688,39.052,02,20250412,M015,W,5,8423746319,K,S752,38615707576639855,275.376,18.333,007,030,3,3,P027,"",""
L,1.36,E,1032.653,216.121,"",G19,PD,321,3902,67.381,142.529,013,US,X,"","",2,2022,09,S023,197.02,"",C,1032.653,100,879988439182279894,216.121,01,20240315,M004,M,29,8083566292,K,S658,50979357017239800,230.542,84.847,013,017,2,5,P019,X,X
M,2.22,X,618.164,152.975,"",G19,ND,359,5198,33.594,148.639,068,CN,X,"",X,2,2023,10,S010,75.94,"",C,618.164,100,216409354983286366,152.975,01,20231130,M013,M,15,3305737437,K,S323,44164634616525959,320.047,94.796,019,004,3,10,P002,"",X
KG,2.18,X,1153.862,337.349,"",G01,VB,745,1823,140.772,49.11,068,IN,"","",X,2,2022,07,S032,105.86,"",C,1153.862,100,144207003444621621,337.349,01,20250516,M018,M,10,2530413500,K,S411,68720474119317635,288.377,74.025,016,020,3,1,P050,"",""
L,3.41,X,1127.507,393.022,X,G07,ND,639,6901,178.278,177.44,021,CN,X,X,X,2,2024,11,S042,127.98,"",A,1127.507,100,598120483950942716,393.022,01,20220904,M012,W,40,9209544135,K,S131,27849281498661778,138.952,33.543,000,000,2,1,P034,X,""
L,0.13,X,870.306,407.103,"",G15,VB,495,2940,138.939,39.666,055,US,X,X,X,3,2024,05,S004,50.09,"",B,870.306,100,322432407703533390,407.103,03,20250501,M017,D,45,1453587358,K,S469,32828363615837941,192.675,81.855,018,011,2,9,P025,X,X
EA,3.37,F,1484.731,386.386,"",G16,ND,543,3673,189.448,42.341,069,IN,"",X,X,3,2023,08,S001,74.51,"",C,1484.731,100,502823840042323159,386.386,01,20221202,M002,M,48,1465324713,K,S487,15226987115490792,328.954,28.814,026,024,3,5,P019,"",X
M,1.65,F,1576.186,354.528,"",G02,ND,255,3459,130.331,68.269,021,IN,"",X,X,3,2025,09,S027,90.04,"",C,1576.186,100,629068041082319401,354.528,01,20240104,M019,M,55,9961489120,K,S886,66325278571350947,413.866,40.521,002,030,2,1,P016,"",""
KG,0.52,F,209.823,71.748,X,G04,VB,348,9800,20.284,196.996,081,CN,"","",X,2,2024,02,S029,163.37,"",B,209.823,100,542902458576533264,71.748,02,20220924,M010,W,4,7099399126,K,S202,63616291960396292,371.534,99.115,022,012,1,8,P038,"",""
L,0.83,F,1636.71,330.479,"",G03,PD,423,9309,164.219,50.118,063,US,X,X,"",1,2023,08,S009,140.94,"",B,1636.71,100,474277898131978279,330.479,03,20230609,M001,M,17,5500403645,K,S406,71365403058852861,371.999,39.041,014,008,2,2,P029,X,X
L,3.75,F,1639.669,470.219,X,G14,VB,424,2900,98.002,109.414,091,CN,X,"",X,2,2022,01,S033,161.72,"",B,1639.669,100,281599701953835075,470.219,02,20250208,M020,D,14,8755012349,K,S707,44498809247859495,296.237,92.398,006,018,1,5,P041,"",X
L,2.51,E,1635.056,328.052,X,G09,VB,500,5388,139.066,82.381,019,US,"","","",1,2024,09,S045,50.93,"",A,1635.056,100,857660235895533769,328.052,02,20220501,M011,D,45,5960873357,K,S646,34767292693658020,307.886,37.492,013,029,2,8,P041,"",X
KG,3.22,X,1041.256,267.653,X,G12,PD,489,6261,69.706,161.381,065,DE,"",X,X,3,2026,11,S012,152.17,"",C,1041.256,100,512731435349063837,267.653,01,20231014,M007,W,44,9174365358,K,S666,76245113094575833,85.31,22.622,021,019,1,5,P001,"",X
EA,2.82,X,386.768,90.552,"",G07,VB,694,7238,28.382,14.556,045,IN,"",X,X,3,2026,11,S010,107.83,"",A,386.768,100,693475485436331334,90.552,02,20250301,M015,M,4,8573548240,K,S467,63254129286972192,398.414,93.494,002,009,2,4,P019,"",""
KG,3.61,X,777.582,275.594,X,G02,ND,748,5125,82.225,107.567,055,DE,"","","",3,2025,10,S038,52.19,"",A,777.582,100,272239699152777145,275.594,03,20221207,M020,W,28,1485184100,K,S481,10230817448542053,422.983,32.237,017,017,2,4,P029,"",""
L,3.68,X,1493.207,414.956,"",G07,VB,555,1093,119.102,140.84,059,IN,X,"",X,1,2023,12,S035,44.14,"",C,1493.207,100,191656779895141204,414.956,02,20220404,M006,M,35,6420680211,K,S767,61923118903218708,290.378,13.081,014,004,3,6,P020,X,X
KG,4.79,X,1015.066,221.975,X,G08,PD,322,8670,55.289,81.427,090,IN,"","",X,2,2025,12,S028,25.01,"",B,1015.066,100,375169577552466748,221.975,03,20251124,M020,M,11,7545188147,K,S766,80847734588495662,265.796,54.732,015,027,2,2,P039,X,""
L,1.41,E,69.992,14.207,"",G08,ND,360,8344,6.053,98.468,092,US,"",X,"",3,2026,03,S031,12.11,"",B,69.992,100,866868358357764288,14.207,02,20260117,M020,W,3,7841545154,K,S909,92019807138009568,256.811,54.296,020,025,1,7,P049,"",X
EA,2.16,E,283.966,81.555,"",G05,PD,920,3621,26.945,197.631,034,CN,X,X,"",1,2026,11,S011,26.7,"",B,283.966,100,101047602201675602,81.555,01,20250311,M019,D,59,7722418987,K,S394,33798320591055920,290.288,55.329,029,017,1,1,P017,X,""
EA,2.37,F,704.999,143.896,"",G10,PD,325,3161,34.575,127.213,085,US,"",X,"",2,2023,09,S029,23.41,"",C,704.999,100,471162930337537300,143.896,03,20231218,M017,W,21,1188990280,K,S721,54602508255791410,241.669,63.164,002,013,1,3,P039,"",""
EA,0.28,E,516.288,105.826,X,G02,VB,224,1257,40.721,169.656,071,DE,"",X,"",3,2024,07,S033,195.38,"",A,516.288,100,737212976746877702,105.826,01,20220122,M018,M,39,2770934386,K,S421,19912453497671558,263.779,38.104,028,007,3,1,P048,"",X
KG,1.76,F,1399.265,427.412,X,G14,PD,155,9770,116.864,46.589,014,DE,"","",X,3,2024,12,S001,112.59,"",C,1399.265,100,869039708606183493,427.412,02,20220326,M002,W,56,8968576251,K,S831,29082956132142134,155.873,82.408,027,022,3,6,P016,"",""
KG,1.41,E,570.671,173.17,"",G04,PD,329,2756,62.59,69.962,025,IN,"",X,X,1,2023,11,S038,181.61,"",C,570.671,100,886839467647569355,173.17,03,20251207,M006,W,51,5103534104,K,S315,49298500023746232,443.052,20.952,022,022,3,5,P023,X,X
M,4.62,E,425.582,95.384,X,G20,PD,755,2280,44.284,83.764,061,IN,X,X,"",1,2023,11,S037,24.41,"",A,425.582,100,350638251309620495,95.384,03,20250814,M003,W,37,7507338589,K,S276,27522071435754556,363.991,99.13,025,019,3,10,P031,"",X
EA,0.24,X,632.99,197.589,"",G13,ND,894,5832,61.921,113.741,056,IN,X,"","",2,2025,02,S037,132.76,"",A,632.99,100,714092931673736039,197.589,03,20220523,M018,W,32,7994497785,K,S444,62221992788631748,374.841,3.859,009,019,1,10,P023,"",X
M,2.41,X,701.306,276.499,X,G12,ND,809,9300,92.764,184.315,088,DE,"","","",3,2022,01,S015,37.11,"",B,701.306,100,418568788123863255,276.499,03,20221012,M018,D,41,4498605013,K,S231,20020175459752958,297.993,34.91,025,007,1,6,P024,X,""
M,0.27,X,1852.933,416.758,"",G04,VB,745,7127,106.656,115.21,091,US,X,X,X,1,2024,12,S021,160.54,"",B,1852.933,100,859988822981149674,416.758,01,20240915,M020,D,10,1984789469,K,S500,13402363654477062,388.103,96.051,023,029,3,7,P041,X,""
EA,1.26,F,1120.297,233.047,X,G10,VB,317,8030,64.152,115.688,016,IN,"",X,X,3,2025,03,S037,109.76,"",B,1120.297,100,960146407514918756,233.047,01,20231207,M017,M,2,9200212502,K,S606,72695625219312855,84.159,18.672,022,006,2,7,P047,X,X
KG,2.91,X,1675.638,436.497,"",G20,VB,585,8120,155.403,84.442,069,IN,"",X,"",1,2023,02,S022,91.16,"",C,1675.638,100,112699601441879221,436.497,01,20241102,M011,M,9,8171342709,K,S485,88654906561021334,199.34,27.385,016,022,2,10,P008,"",X
L,4.59,X,415.357,123.249,"",G06,VB,491,8636,56.129,157.196,097,US,"",X,"",2,2022,12,S042,42.94,"",A,415.357,100,494127549453905323,123.249,03,20250322,M005,W,53,5968949647,K,S384,23224629136619827,474.507,62.033,024,026,3,6,P009,X,""
EA,0.6,X,645.319,288.122,X,G03,PD,309,2979,128.801,159.087,016,CN,"","","",1,2024,06,S003,125.7,"",C,645.319,100,202136521664264177,288.122,03,20251014,M016,D,12,7408230323,K,S613,71805252841628710,132.277,33.153,024,003,3,10,P049,"",""
L,1.52,F,507.313,138.085,X,G11,VB,304,2880,53.616,10.053,037,US,X,X,X,1,2025,07,S004,27.29,"",A,507.313,100,946065894908467944,138.085,02,20220325,M003,W,2,1136972652,K,S430,97518358101208349,115.296,13.006,005,017,2,5,P020,"",""
M,0.81,X,439.24,101.985,"",G16,ND,608,5095,42.266,167.975,048,IN,"","",X,3,2023,07,S039,14.37,"",B,439.24,100,182407550192992074,101.985,03,20250509,M020,W,49,2579914925,K,S692,20296355728507864,214.393,55.019,025,001,1,9,P035,X,""
EA,4.36,X,1744.561,413.155,"",G17,ND,424,3593,137.19,5.848,023,DE,X,X,X,3,2022,09,S038,56.83,"",C,1744.561,100,553241784527723632,413.155,01,20240505,M009,D,53,9032080774,K,S654,68526846175654107,230.281,65.392,026,026,2,1,P015,"",""
EA,3.29,E,1895.647,383.142,X,G15,PD,695,4878,181.11,197.974,038,IN,"","",X,1,2026,09,S019,116.61,"",C,1895.647,100,186048697057609741,383.142,01,20250917,M007,M,60,3366110779,K,S572,33634620350713409,443.596,56.786,027,017,3,3,P034,X,X
L,3.94,E,1457.56,300.339,X,G11,ND,707,8766,98.405,39.054,053,DE,"","",X,3,2023,10,S020,24.87,"",A,1457.56,100,717346402734390349,300.339,01,20230617,M010,D,56,1111880911,K,S678,97728007144973488,310.358,44.993,012,008,3,9,P015,X,X
EA,1.27,X,45.456,17.23,"",G10,PD,605,1806,5.182,77.868,029,CN,X,"","",3,2023,02,S022,38.98,"",B,45.456,100,860559848298899461,17.23,03,20240720,M014,D,56,7397962648,K,S569,95235994737133817,307.219,87.369,019,003,2,1,P003,X,""
M,3.6,F,1171.047,255.836,"",G11,PD,686,7883,92.674,19.785,058,CN,"",X,X,2,2024,03,S026,185.21,"",C,1171.047,100,496579062053120108,255.836,01,20230114,M015,M,56,5421327042,K,S845,41302802985270087,292.144,23.849,016,002,3,6,P016,"",X
EA,4.04,F,1215.339,290.078,"",G09,VB,212,5373,137.993,14.032,082,US,X,X,"",1,2026,02,S031,105.45,"",C,1215.339,100,107965361617079655,290.078,01,20240202,M003,M,3,8757692209,K,S781,52549525960321867,375.847,49.308,000,010,2,1,P035,"",""
L,4.02,F,38.139,16.798,"",G03,PD,938,1930,8.015,15.206,035,IN,"","",X,3,2023,10,S012,176.87,"",C,38.139,100,834976228625681596,16.798,02,20251027,M004,W,44,4323345712,K,S184,92140600940346697,461.734,2.983,004,010,1,4,P041,X,X
L,4.38,F,843.486,389.841,"",G05,PD,929,9629,94.349,69.383,054,IN,X,X,"",1,2026,01,S023,53.49,"",B,843.486,100,922828229879168942,389.841,03,20220326,M007,D,6,5320729513,K,S877,22776739613461453,81.072,53.965,005,012,3,5,P019,X,X
L,4.84,E,1386.205,444.595,"",G08,ND,385,1278,92.203,144.637,042,US,"","","",2,2026,12,S041,47.03,"",A,1386.205,100,784207425397604468,444.595,01,20251221,M008,W,14,5314800580,K,S273,86369061907700566,334.663,50.801,014,023,1,8,P016,"",""
M,1.16,X,507.987,120.885,"",G04,VB,121,8060,34.057,40.455,039,US,X,X,"",1,2023,02,S015,162.48,"",A,507.987,100,193311288510051593,120.885,02,20220412,M017,W,39,3071787821,K,S554,71992950602726376,242.356,94.068,028,000,3,1,P042,X,X
L,2.31,X,31.565,14.993,X,G07,ND,482,9663,7.159,156.39,089,US,"","","",3,2024,03,S010,152.97,"",A,31.565,100,866765646203406410,14.993,03,20220301,M016,D,37,9244448612,K,S544,43488343093823594,82.804,38.681,013,011,2,4,P014,"",""
EA,4.33,X,32.313,10.304,X,G13,VB,760,8288,2.476,128.473,054,IN,"",X,X,3,2022,01,S050,74.11,"",C,32.313,100,209172108359378171,10.304,01,20230315,M016,W,6,1574556061,K,S872,40466669222462977,498.134,1.94,029,018,1,8,P015,X,X
KG,2.72,F,1312.817,395.023,"",G09,ND,162,1251,86.384,49.649,070,IN,X,X,X,1,2026,01,S024,90.5,"",B,1312.817,100,103905341059248875,395.023,02,20231017,M016,D,13,8914073164,K,S348,44889556863893605,373.496,1.0,011,021,2,9,P030,"",""
EA,3.91,X,828.52,398.264,X,G10,PD,386,2698,186.649,174.688,012,DE,X,"",X,1,2023,11,S004,47.18,"",C,828.52,100,488824824301735377,398.264,03,20250723,M014,W,32,7287268785,K,S399,33015723232034830,136.157,32.537,004,009,3,3,P031,"",""
M,4.84,X,535.953,254.839,X,G09,PD,151,2873,74.032,155.087,015,IN,"","",X,3,2025,06,S003,184.98,"",B,535.953,100,893029308017398799,254.839,01,20240828,M003,W,55,1179722990,K,S194,83798229444288513,221.873,54.994,016,002,1,1,P014,X,""
KG,4.9,X,1074.678,227.589,X,G12,PD,223,7509,54.933,19.969,028,DE,X,"",X,3,2023,02,S002,100.87,"",B,1074.678,100,716912923173270197,227.589,02,20240720,M001,W,38,8940239086,K,S493,91706296948477266,335.154,26.957,015,018,2,7,P030,X,""
M,2.17,X,1183.639,415.234,X,G05,ND,373,2429,198.002,159.938,027,DE,X,"","",2,2026,04,S035,138.57,"",A,1183.639,100,423320943708136326,415.234,02,20220801,M002,M,30,2106552194,K,S466,68986071163236172,95.777,41.986,018,000,2,7,P014,"",""
EA,0.11,E,811.919,180.684,"",G13,ND,488,1757,66.412,11.174,064,IN,"",X,"",1,2022,02,S024,51.88,"",A,811.919,100,361658500525254937,180.684,03,20220804,M019,W,12,3972169952,K,S234,17229217986900613,125.92,43.342,002,012,3,3,P007,"",""
M,2.32,X,715.107,227.503,"",G07,ND,262,3514,80.245,190.524,015,DE,X,"",X,3,2022,01,S017,126.57,"",B,715.107,100,743166808066813151,227.503,03,20241210,M019,D,6,9473774431,K,S815,84978826759263954,261.842,4.197,009,021,2,10,P032,X,X
L,1.1,F,301.572,88.328,X,G16,VB,873,7176,30.556,135.46,061,CN,X,"",X,3,2024,04,S021,119.54,"",B,301.572,100,985961378869620921,88.328,03,20231126,M014,W,5,2709710443,K,S917,13946435502896874,486.586,33.763,021,020,2,6,P035,X,""
L,2.96,F,405.06,162.681,X,G06,ND,544,6379,81.165,70.896,048,CN,X,"",X,1,2023,06,S031,109.16,"",B,405.06,100,568666324151007797,162.681,02,20251227,M001,W,29,3122595022,K,S346,72937631207639376,221.61,55.742,007,005,3,9,P002,X,X
L,2.33,X,2223.846,464.686,X,G01,PD,639,6812,139.443,79.935,079,US,"","",X,3,2023,03,S036,161.59,"",C,2223.846,100,769474786433165273,464.686,01,20220128,M004,W,6,8940427193,K,S653,59856591312038197,301.705,59.954,004,022,2,6,P003,"",X
