BDIFP,BUKRS,BWKEY,BWMOD,EFREJ,ERKLAERKOM,FMP_PRFRGR,FMP_PRSFR,MANDT,MLAST,MLASV,MLBWA,MLBWV,MLCCS,PRSFR,UPROF,WBPRO,X2FDO,XBKNG,XEFRE,XEWRX,XLBPD,XVKBW
2.55,10307,V222,0002,2019,X,GR16,X,100,3,"","",X,"",X,UP03,WB03,"",X,"","","",""
4.73,10888,V223,0001,2017,"",GR89,X,100,2,X,"","","","",UP03,WB03,X,X,"",X,X,X
1.0,6975,V224,0001,2016,X,GR44,X,100,2,"",X,"","",X,UP03,WB02,"",X,"","","",X
4.32,6739,V225,0001,2019,X,GR41,X,100,2,"",X,"",X,X,UP01,WB02,X,"","","",X,X
2.89,3305,V226,0003,2025,X,GR14,X,100,"","","",X,X,"",UP01,WB03,"",X,"","",X,X
2.9,10855,V227,0002,2016,"",GR82,"",100,2,"",X,"",X,"",UP02,WB03,"","",X,"","",X
1.42,3403,V228,0002,2025,"",GR27,"",100,"","","","","",X,UP01,WB02,"","",X,"","",""
1.94,2229,V229,0003,2022,"",GR37,X,100,2,X,X,X,"","",UP01,WB02,"",X,"",X,"",""
0.89,1581,V230,0003,2018,X,GR92,"",100,3,X,X,"",X,"",UP03,WB01,"",X,X,X,X,""
0.85,1131,V231,0004,2016,X,GR20,"",100,2,"",X,"",X,"",UP02,WB02,"","",X,"",X,""
1.69,2228,V232,0002,2026,X,GR51,"",100,2,X,X,"",X,X,UP03,WB01,"","","",X,"",X
2.69,2464,V233,0004,2025,"",GR64,X,100,3,X,X,X,"","",UP02,WB02,"",X,X,"",X,X
0.39,1639,V234,0002,2019,"",GR29,"",100,"","",X,"",X,X,UP02,WB01,"","","","","",X
0.02,4653,V235,0002,2021,X,GR31,X,100,3,X,X,"",X,"",UP02,WB02,"",X,X,X,X,X
0.58,2099,V236,0001,2018,X,GR70,"",100,2,X,"",X,X,"",UP02,WB02,"",X,X,"","",X
3.46,3383,V237,0004,2025,"",GR60,X,100,3,"",X,X,"","",UP01,WB03,"",X,X,X,X,X
4.08,3641,V238,0001,2024,"",GR88,X,100,2,"","",X,X,X,UP01,WB02,"","","","",X,""
1.89,5381,V239,0002,2018,"",GR61,"",100,2,X,X,"",X,"",UP02,WB01,"","","","",X,""
3.54,3186,V240,0002,2026,X,GR62,"",100,"",X,"",X,X,"",UP03,WB01,X,"","","",X,X
3.56,6908,V241,0002,2026,X,GR17,X,100,"",X,X,X,X,"",UP03,WB01,X,X,"",X,"",X
1.51,3922,V242,0002,2015,X,GR56,"",100,"","",X,X,"",X,UP03,WB02,"","",X,"","",""
1.44,6293,V243,0003,2017,"",GR65,"",100,3,X,"",X,"","",UP01,WB02,X,X,"",X,X,X
0.93,6120,V244,0003,2024,X,GR17,X,100,2,"","","",X,X,UP03,WB02,"",X,X,"",X,""
3.01,8980,V245,0004,2015,X,GR80,X,100,3,"","","",X,"",UP01,WB01,X,"",X,"",X,X
3.12,2328,V246,0001,2021,X,GR35,"",100,"",X,"","","",X,UP03,WB02,"",X,"","","",""
2.24,10535,V247,0003,2023,X,GR53,"",100,3,X,"",X,X,"",UP03,WB03,"","",X,X,"",X
2.73,1967,V248,0003,2015,"",GR88,X,100,2,X,"",X,"",X,UP02,WB02,X,"","",X,"",""
0.61,1916,V249,0003,2015,"",GR68,X,100,2,"",X,X,"",X,UP01,WB02,"","",X,X,X,""
0.68,9726,V250,0004,2016,"",GR96,X,100,"","","","","","",UP02,WB02,"",X,"","",X,""
3.38,5978,V251,0002,2026,"",GR61,X,100,3,X,X,X,"",X,UP03,WB03,"","",X,X,"",""
2.7,7906,V252,0002,2021,X,GR71,"",100,2,"",X,"",X,X,UP01,WB01,"",X,"",X,"",X
0.17,3976,V253,0003,2020,"",GR68,X,100,"","","",X,"","",UP02,WB02,X,"",X,X,X,X
0.01,7554,V254,0003,2020,"",GR77,"",100,3,X,X,"","","",UP01,WB02,X,"","","","",X
0.39,1256,V255,0001,2020,"",GR45,X,100,"",X,"",X,X,"",UP02,WB01,"",X,X,X,"",""
0.55,3251,V256,0002,2017,"",GR31,"",100,2,X,"","","","",UP02,WB02,"","","","",X,""
3.14,3896,V257,0004,2016,X,GR51,"",100,3,"",X,"",X,"",UP03,WB03,X,"","","",X,""
1.71,5318,V258,0001,2025,"",GR71,"",100,3,X,"","","","",UP02,WB03,"",X,X,X,X,X
0.12,6841,V259,0001,2026,"",GR61,X,100,3,X,"",X,X,X,UP02,WB02,X,X,"","","",X
2.06,3579,V260,0003,2025,X,GR31,X,100,3,X,"","","","",UP01,WB01,X,X,"","",X,X
0.03,2677,V261,0002,2016,X,GR94,"",100,2,X,"",X,"",X,UP01,WB03,"","","","",X,X
1.44,4696,V262,0004,2017,"",GR31,X,100,"","",X,X,X,"",UP02,WB03,"","","","",X,""
4.15,10717,V263,0003,2022,"",GR84,X,100,2,"",X,"","","",UP02,WB02,X,"",X,"","",X
3.2,7881,V264,0002,2015,"",GR31,"",100,2,"",X,X,"",X,UP01,WB02,"","",X,X,X,""
2.79,9724,V265,0003,2026,"",GR27,X,100,3,X,"",X,"",X,UP02,WB03,"",X,X,"",X,X
4.43,5613,V266,0001,2024,"",GR60,X,100,2,"","","","","",UP02,WB01,"",X,"","","",""
0.69,5020,V267,0004,2021,X,GR39,"",100,2,X,"","","","",UP02,WB03,X,X,"","","",""
1.32,3562,V268,0004,2021,X,GR67,X,100,3,"",X,X,X,X,UP03,WB02,X,X,"",X,"",X
3.52,3920,V269,0002,2020,"",GR28,X,100,3,"",X,"",X,X,UP03,WB02,X,X,"",X,"",""
0.39,2129,V270,0001,2022,X,GR39,"",100,2,"",X,X,"","",UP01,WB01,X,"",X,"","",X
0.58,2975,V271,0004,2015,X,GR46,"",100,2,X,X,X,X,"",UP01,WB02,X,X,"","",X,""
0.54,6307,V272,0001,2022,"",GR87,X,100,2,"","",X,"",X,UP01,WB01,X,"","","",X,""
0.84,8921,V273,0001,2020,"",GR62,"",100,"",X,"","",X,"",UP02,WB02,"",X,"",X,X,""
3.52,5443,V274,0002,2024,"",GR95,X,100,2,X,X,X,"",X,UP02,WB02,X,"",X,"","",""
3.77,5089,V275,0004,2023,"",GR30,"",100,"",X,"","",X,"",UP01,WB02,"","","","","",""
0.48,8209,V276,0001,2018,X,GR77,"",100,3,"",X,X,"","",UP01,WB02,X,X,X,X,"",""
1.91,10072,V277,0003,2022,"",GR56,X,100,"","",X,X,"","",UP01,WB01,X,"","","","",X
4.76,3083,V278,0001,2020,"",GR42,"",100,"",X,"","","","",UP03,WB01,"","",X,X,X,X
0.75,4544,V279,0003,2016,X,GR88,X,100,2,X,"","","","",UP01,WB03,"",X,X,"",X,""
3.39,8976,V280,0001,2020,X,GR49,"",100,"","",X,"","",X,UP03,WB03,"","",X,X,"",X
2.39,9656,V281,0003,2016,"",GR46,"",100,3,X,"","","",X,UP01,WB01,X,X,X,"",X,X
1.2,2989,V282,0004,2026,X,GR88,"",100,"",X,"","",X,X,UP03,WB01,X,X,"","","",X
3.86,5518,V283,0004,2020,X,GR74,"",100,2,X,"","","",X,UP03,WB02,X,X,"","",X,""
2.59,1738,V284,0001,2020,"",GR47,X,100,3,"",X,"",X,"",UP03,WB01,"","",X,X,X,""
2.01,6396,V285,0001,2020,"",GR13,X,100,3,X,"",X,"","",UP01,WB03,"","",X,X,X,""
4.18,6861,V286,0003,2019,"",GR85,"",100,3,"","","","","",UP03,WB02,"",X,"",X,"",X
0.48,2460,V287,0003,2022,"",GR63,X,100,2,"",X,"","","",UP01,WB03,"",X,X,"","",X
2.11,3752,V288,0002,2026,"",GR39,"",100,"",X,"","",X,X,UP03,WB03,X,X,X,X,"",""
2.88,3836,V289,0001,2016,"",GR19,X,100,3,"",X,"",X,X,UP03,WB03,"",X,"","",X,X
2.05,9062,V290,0003,2019,"",GR64,"",100,2,"",X,"","","",UP01,WB01,X,X,"","","",X
0.34,1942,V291,0003,2017,X,GR19,"",100,"",X,X,"","","",UP02,WB03,"",X,"",X,X,""
1.82,10558,V292,0001,2017,X,GR52,"",100,"","",X,"","",X,UP03,WB03,X,X,"",X,"",X
1.2,2155,V293,0003,2026,"",GR49,X,100,"","",X,"",X,X,UP03,WB02,X,X,"","",X,""
1.64,4027,V294,0004,2024,"",GR99,X,100,"",X,"","",X,X,UP03,WB01,X,X,"","","",""
2.12,2289,V295,0002,2021,X,GR66,"",100,"",X,X,X,"","",UP03,WB02,"",X,X,X,X,""
3.86,6284,V296,0003,2020,X,GR85,X,100,2,"","","",X,X,UP03,WB01,X,X,"",X,"",""
4.97,7622,V297,0002,2023,X,GR50,"",100,2,X,X,X,"","",UP03,WB02,X,"","",X,"",""
2.03,1678,V298,0004,2017,X,GR32,"",100,3,"","","",X,"",UP03,WB01,"",X,"","","",""
1.47,10977,V299,0003,2018,"",GR18,"",100,"","","",X,X,"",UP01,WB01,X,"",X,"","",""
2.69,8709,V300,0003,2021,"",GR85,X,100,"",X,"","","",X,UP01,WB03,X,X,X,X,"",X
1.0,10566,V301,0004,2023,"",GR28,"",100,2,X,X,"",X,X,UP03,WB01,X,"","",X,X,""
0.13,8917,V302,0001,2021,"",GR34,"",100,"","","","",X,"",UP03,WB03,X,"",X,"",X,X
3.63,2469,V303,0001,2023,X,GR27,"",100,3,X,"","",X,"",UP01,WB01,X,"",X,X,X,X
1.38,7109,V304,0004,2026,X,GR58,X,100,"",X,"",X,X,X,UP01,WB02,X,"","","","",X
4.5,4810,V305,0004,2024,X,GR87,"",100,2,"","","","","",UP02,WB03,X,X,X,"",X,X
0.92,4605,V306,0003,2020,"",GR40,X,100,2,X,X,X,X,"",UP02,WB03,X,X,"","",X,X
4.34,2084,V307,0003,2016,"",GR28,"",100,2,X,"","",X,X,UP01,WB01,"",X,"","","",X
3.45,7357,V308,0003,2019,"",GR75,X,100,"","","","","","",UP03,WB01,"","",X,X,X,""
3.08,3857,V309,0002,2017,X,GR38,X,100,"",X,"",X,"",X,UP03,WB03,X,"",X,X,"",""
4.51,8609,V310,0001,2016,X,GR43,X,100,3,X,X,X,X,"",UP01,WB01,"",X,"",X,"",""
3.06,7118,V311,0002,2015,"",GR59,X,100,"","","",X,X,"",UP03,WB02,"","","",X,"",X
2.1,8771,V312,0004,2016,X,GR42,"",100,2,X,X,"",X,"",UP02,WB02,"","",X,X,"",X
3.88,7767,V313,0004,2023,"",GR11,"",100,3,X,X,X,"","",UP02,WB03,"","",X,X,X,""
1.27,3041,V314,0001,2016,X,GR95,"",100,2,X,"","","","",UP02,WB02,X,X,"",X,"",""
0.87,1885,V315,0003,2025,"",GR53,X,100,3,"",X,"",X,X,UP03,WB03,X,"",X,"",X,X
3.73,4227,V316,0002,2023,"",GR51,"",100,2,"",X,"",X,"",UP03,WB01,X,"","",X,X,X
3.93,8668,V317,0002,2023,"",GR49,X,100,3,"",X,X,X,X,UP02,WB03,"",X,X,"","",""
1.69,5344,V318,0003,2017,X,GR99,"",100,"","",X,"","","",UP02,WB01,X,X,"",X,"",""
2.73,3449,V319,0003,2018,X,GR58,X,100,"","",X,X,X,"",UP01,WB03,X,"",X,X,X,""
1.41,2536,V320,0004,2018,"",GR55,"",100,3,"",X,"",X,X,UP03,WB02,X,"","","","",""
2.97,5068,V321,0001,2017,"",GR28,X,100,3,X,"","","","",UP02,WB03,"",X,"","","",X
2.04,10749,V322,0003,2024,X,GR25,"",100,"",X,X,X,"","",UP03,WB02,"","","",X,"",X
1.64,1681,V323,0002,2024,X,GR82,X,100,3,X,X,"",X,"",UP01,WB03,X,X,X,"","",X
1.4,9506,V324,0003,2022,"",GR68,X,100,3,"",X,"","","",UP02,WB03,X,"",X,X,X,""
2.73,4666,V325,0004,2024,X,GR91,"",100,2,X,"","","","",UP01,WB01,"",X,X,X,X,""
2.37,6058,V326,0003,2022,X,GR14,X,100,2,X,X,X,"","",UP01,WB01,"","","",X,"",X
1.06,9403,V327,0004,2023,X,GR94,"",100,2,"",X,"",X,"",UP01,WB03,X,X,"",X,"",""
2.58,1430,V328,0002,2018,"",GR75,"",100,3,"",X,X,X,"",UP02,WB03,"","","",X,X,X
2.79,7279,V329,0001,2020,"",GR44,"",100,3,X,X,X,X,X,UP03,WB02,"","","",X,"",""
3.63,6507,V330,0002,2015,X,GR30,X,100,3,X,X,X,X,"",UP02,WB02,X,"","","","",X
4.09,4710,V331,0002,2016,X,GR11,"",100,2,"","","",X,X,UP02,WB01,"","",X,X,X,""
2.52,7852,V332,0003,2026,X,GR87,X,100,2,X,X,X,"",X,UP01,WB01,X,X,X,X,"",X
3.18,1665,V333,0004,2015,X,GR72,X,100,"","",X,"","",X,UP01,WB03,X,"",X,X,X,X
0.56,2200,V334,0001,2025,"",GR94,"",100,"",X,X,X,"",X,UP01,WB02,X,X,"","","",X
2.34,5479,V335,0003,2015,"",GR61,X,100,"",X,X,X,X,"",UP03,WB02,X,X,"",X,X,""
4.49,7231,V336,0001,2026,"",GR37,X,100,"","",X,X,X,"",UP03,WB02,"",X,"","","",X
1.0,5016,V337,0004,2023,X,GR79,X,100,3,X,X,"","","",UP01,WB02,X,X,"",X,X,""
3.56,1301,V338,0004,2017,"",GR87,X,100,"","",X,"","","",UP03,WB03,X,X,X,"","",X
4.0,2596,V339,0002,2018,"",GR87,"",100,"","",X,X,X,X,UP03,WB01,X,X,"","",X,X
4.73,3953,V340,0004,2021,"",GR53,"",100,"","",X,X,"","",UP03,WB03,"","","","",X,""
1.57,9590,V341,0002,2024,"",GR61,X,100,2,X,"",X,X,"",UP01,WB01,"","","","","",""
4.22,1009,V342,0002,2016,X,GR36,X,100,2,"",X,"",X,"",UP01,WB02,X,X,"",X,"",""
4.45,6212,V343,0001,2026,X,GR59,X,100,"","",X,X,"",X,UP02,WB03,"","",X,X,"",""
1.48,6780,V344,0001,2026,"",GR73,"",100,"","",X,"",X,"",UP01,WB01,"",X,"","","",""
4.02,10609,V345,0001,2025,"",GR71,X,100,"","",X,X,"",X,UP01,WB01,"",X,X,"",X,""
1.59,6142,V346,0001,2024,X,GR89,X,100,"",X,X,X,X,"",UP02,WB02,X,"","","",X,X
0.42,2889,V347,0002,2023,X,GR51,X,100,"",X,X,X,X,"",UP02,WB01,"",X,"",X,"",""
3.34,5192,V348,0003,2019,"",GR58,X,100,3,"",X,"","",X,UP01,WB03,"","","","","",X
1.12,5307,V349,0003,2021,"",GR58,X,100,"","",X,X,X,"",UP01,WB02,X,X,"",X,X,""
4.04,2474,V350,0003,2015,X,GR44,X,100,3,X,"","",X,X,UP01,WB02,X,"",X,X,X,""
0.48,5622,V351,0001,2017,"",GR18,X,100,"","",X,"",X,X,UP01,WB03,X,X,X,"","",X
4.52,2197,V352,0002,2016,X,GR73,X,100,2,"",X,X,"",X,UP02,WB01,X,"","","","",X
3.96,3036,V353,0002,2017,X,GR99,X,100,3,"",X,"",X,"",UP01,WB02,"","","","","",X
2.88,1701,V354,0001,2017,X,GR17,"",100,3,"","",X,X,X,UP02,WB02,X,"",X,X,"",""
1.46,1190,V355,0004,2015,"",GR85,X,100,3,X,X,X,"",X,UP03,WB03,X,X,X,X,"",X
0.98,3641,V356,0004,2025,"",GR77,X,100,2,X,X,"",X,"",UP02,WB01,"",X,X,"",X,""
3.32,4506,V357,0004,2016,X,GR86,"",100,2,X,"","","","",UP03,WB03,X,"","",X,X,""
0.73,4311,V358,0004,2015,"",GR31,X,100,3,"","",X,"",X,UP02,WB02,"","","","","",""
2.81,2977,V359,0001,2015,"",GR71,X,100,3,"",X,X,X,X,UP02,WB02,"","",X,"",X,X
1.7,9145,V360,0001,2020,"",GR32,X,100,3,X,"",X,X,X,UP02,WB03,X,"",X,"",X,X
3.6,3883,V361,0003,2017,X,GR57,X,100,3,"","",X,"","",UP03,WB02,X,X,"",X,X,""
1.49,10995,V362,0003,2022,"",GR96,X,100,3,"",X,X,"",X,UP02,WB03,"",X,X,"","",""
0.2,4097,V363,0003,2020,X,GR14,X,100,2,"",X,X,"",X,UP02,WB03,X,"",X,X,"",""
3.88,2801,V364,0004,2025,"",GR12,X,100,"","","",X,"",X,UP01,WB02,"","","","",X,X
0.97,2512,V365,0001,2017,X,GR12,X,100,"","",X,"",X,"",UP02,WB03,X,"","","","",""
2.89,3210,V366,0004,2015,X,GR33,X,100,2,X,"",X,"","",UP03,WB03,X,X,X,"",X,X
4.07,2887,V367,0003,2022,X,GR39,"",100,"",X,"","","",X,UP03,WB01,"",X,X,X,"",""
3.7,4036,V368,0004,2016,X,GR28,X,100,3,X,"",X,"",X,UP01,WB03,X,"","","",X,""
4.89,4949,V369,0001,2018,"",GR88,X,100,"",X,X,"",X,X,UP01,WB01,X,X,X,X,"",""
1.27,3521,V370,0002,2019,X,GR82,X,100,"",X,"",X,"","",UP03,WB01,"","",X,X,X,X
3.94,3635,V371,0004,2020,"",GR62,"",100,2,"",X,X,X,"",UP01,WB02,"",X,X,"","",""
3.66,10544,V372,0003,2022,"",GR39,"",100,"",X,"",X,"",X,UP01,WB03,X,X,"","","",""
4.0,10833,V373,0003,2023,X,GR41,X,100,2,"",X,"","","",UP02,WB01,"",X,X,X,X,X
4.96,6103,V374,0003,2022,"",GR19,X,100,"","",X,"","",X,UP01,WB02,"",X,X,X,X,X
1.92,8986,V375,0002,2022,X,GR17,"",100,3,"",X,X,X,"",UP03,WB03,"","",X,"","",""
2.73,5221,V376,0003,2018,"",GR66,"",100,2,"",X,X,"","",UP03,WB03,X,"",X,"",X,""
1.73,4427,V377,0002,2020,X,GR54,"",100,2,X,"",X,X,"",UP03,WB01,"",X,"","","",""
1.44,6693,V378,0004,2024,"",GR53,"",100,2,X,X,"",X,"",UP01,WB03,X,X,"",X,"",X
2.54,8839,V379,0001,2022,"",GR54,X,100,3,X,X,X,X,"",UP03,WB02,"",X,"","",X,X
3.41,7867,V380,0003,2015,"",GR65,X,100,3,X,X,"",X,X,UP03,WB01,"","",X,"",X,""
2.36,10148,V381,0003,2025,X,GR28,X,100,3,"",X,"","","",UP01,WB03,"",X,X,X,"",""
3.93,5500,V382,0001,2016,"",GR37,"",100,2,"","","","","",UP02,WB02,X,"",X,X,"",X
3.1,8037,V383,0004,2020,X,GR53,"",100,2,X,"","",X,X,UP02,WB03,X,"",X,X,X,""
2.71,4550,V384,0002,2021,"",GR91,"",100,3,X,X,"",X,"",UP01,WB03,X,"",X,X,X,""
1.5,8116,V385,0003,2015,X,GR93,X,100,2,X,X,"",X,X,UP02,WB03,"","","","",X,X
2.32,9684,V386,0001,2019,X,GR92,X,100,"","","",X,X,"",UP02,WB03,"","","","","",X
1.2,8669,V387,0001,2024,X,GR59,X,100,"","","",X,"","",UP03,WB02,"",X,"","",X,""
3.48,3781,V388,0003,2016,"",GR47,X,100,"",X,"","",X,X,UP03,WB02,X,X,X,X,X,""
0.94,3662,V389,0001,2025,"",GR77,"",100,3,"","","","","",UP02,WB03,X,X,X,X,"",""
0.66,8483,V390,0004,2026,X,GR53,"",100,2,X,"","","","",UP01,WB03,X,"","","","",X
4.03,10775,V391,0004,2026,"",GR32,X,100,3,"","","","","",UP01,WB01,X,"",X,"","",X
3.06,2884,V392,0002,2019,"",GR95,"",100,2,X,X,"","","",UP03,WB01,"",X,X,X,X,X
4.66,7838,V393,0001,2026,"",GR50,X,100,2,X,X,"",X,X,UP02,WB02,"","",X,X,X,X
0.15,1747,V394,0003,2015,"",GR31,X,100,3,"",X,X,"","",UP02,WB02,"","","",X,"",""
1.71,1487,V395,0003,2024,"",GR88,"",100,"","","","",X,X,UP02,WB03,X,"","",X,"",""
2.44,5085,V396,0002,2024,"",GR64,X,100,"","",X,X,"",X,UP02,WB02,X,X,X,X,"",X
0.08,9747,V397,0003,2017,X,GR40,"",100,"","","",X,X,X,UP03,WB03,X,X,X,"",X,X
3.91,1089,V398,0001,2021,X,GR82,X,100,2,"","",X,X,"",UP03,WB01,"",X,"","","",X
4.34,1607,V399,0002,2018,"",GR52,X,100,2,"",X,X,X,X,UP01,WB01,X,X,"",X,"",""
4.81,10962,V400,0001,2017,"",GR59,X,100,3,X,X,"",X,X,UP02,WB01,X,X,X,X,X,X
4.91,3634,V401,0004,2018,X,GR79,X,100,"","",X,X,X,X,UP01,WB03,"",X,"","",X,X
0.04,9751,V402,0004,2015,"",GR26,X,100,2,X,X,X,"","",UP02,WB02,X,"","","","",""
3.42,3562,V403,0004,2024,X,GR69,"",100,2,"","","","",X,UP01,WB01,X,X,X,"",X,X
3.53,2709,V404,0003,2022,X,GR54,X,100,"","","","",X,X,UP03,WB01,X,X,X,X,"",""
0.65,1146,V405,0004,2022,X,GR16,"",100,2,X,"","",X,"",UP01,WB03,X,"","","","",""
4.16,4559,V406,0003,2025,"",GR73,"",100,3,"",X,X,X,"",UP01,WB03,"","","","",X,""
4.31,3767,V407,0004,2022,"",GR22,"",100,3,"","","","",X,UP03,WB02,X,X,"","","",X
0.51,2517,V408,0001,2021,"",GR22,X,100,"",X,"","","","",UP01,WB03,X,X,X,"","",X
4.88,1514,V409,0001,2017,X,GR97,"",100,2,"","",X,"","",UP01,WB01,X,X,X,"","",""
0.53,5214,V410,0004,2021,"",GR53,X,100,2,X,X,X,"",X,UP03,WB01,"","","",X,X,X
1.43,9214,V411,0001,2015,"",GR40,X,100,"",X,"",X,X,"",UP03,WB03,X,X,X,"","",""
3.52,6650,V412,0003,2017,X,GR37,X,100,3,"",X,"",X,X,UP01,WB02,X,X,"","","",""
1.36,5396,V413,0004,2015,X,GR44,X,100,3,X,"","",X,"",UP01,WB02,X,"","","",X,X
3.0,4229,V414,0001,2022,X,GR38,X,100,3,"","",X,X,"",UP01,WB01,X,X,"",X,"",X
1.98,4145,V415,0003,2022,X,GR68,"",100,"",X,"","","",X,UP02,WB02,"",X,"","","",X
4.44,6318,V416,0001,2026,"",GR96,"",100,"",X,"",X,"",X,UP01,WB02,"","",X,X,"",""
4.88,5343,V417,0003,2022,"",GR57,X,100,"","",X,"","",X,UP01,WB01,"",X,"",X,"",""
2.07,1535,V418,0003,2018,"",GR53,"",100,3,X,X,"","","",UP02,WB02,"",X,"","",X,X
2.94,7552,V419,0004,2025,"",GR96,"",100,3,"",X,X,"","",UP03,WB02,"","",X,X,X,X
0.61,8418,V420,0003,2018,"",GR60,"",100,"","",X,X,"",X,UP02,WB01,"",X,"",X,"",""
3.98,6994,V421,0001,2021,"",GR51,X,100,2,"",X,X,"","",UP02,WB03,X,X,"","","",X
2.44,7505,V422,0001,2020,"",GR25,X,100,2,"","","","",X,UP01,WB02,X,X,X,X,"",X
0.04,9483,V423,0004,2020,X,GR21,X,100,2,X,"","","",X,UP02,WB01,"",X,"","","",""
2.55,5086,V424,0001,2021,"",GR69,"",100,3,"",X,"",X,X,UP02,WB02,X,X,X,"",X,""
1.88,6246,V425,0004,2023,"",GR19,"",100,3,X,X,"",X,X,UP03,WB01,"","",X,X,"",""
1.22,10353,V426,0001,2024,"",GR80,"",100,3,"","",X,X,X,UP02,WB03,X,"","",X,"",X
2.95,10619,V427,0002,2021,X,GR38,"",100,3,"",X,X,X,"",UP03,WB03,"",X,X,X,X,X
1.09,8949,V428,0001,2018,X,GR95,X,100,2,X,X,"","",X,UP03,WB03,X,"","","",X,X
0.32,8426,V429,0002,2023,X,GR24,"",100,2,"","","","","",UP02,WB03,X,"",X,"","",""
4.11,9483,V430,0004,2018,"",GR80,X,100,"",X,X,"","",X,UP02,WB01,X,"",X,X,"",""
4.03,2916,V431,0003,2024,"",GR25,X,100,"","",X,"",X,"",UP03,WB01,X,"","","",X,X
0.61,5142,V432,0004,2026,X,GR72,"",100,2,"","","",X,"",UP01,WB01,"","","",X,"",X
0.78,2927,V433,0003,2026,"",GR70,X,100,"","",X,"",X,"",UP03,WB03,"",X,"","",X,""
1.62,9821,V434,0001,2023,X,GR30,X,100,2,"","","","",X,UP03,WB02,X,"","","",X,""
0.51,6473,V435,0001,2017,X,GR76,"",100,2,"","","",X,"",UP02,WB02,"",X,X,"",X,X
0.59,3171,V436,0001,2019,"",GR11,"",100,2,X,"","",X,"",UP01,WB03,X,X,"","",X,X
1.24,10079,V437,0002,2020,X,GR19,"",100,"",X,X,X,"",X,UP01,WB01,"","","",X,X,X
0.13,10267,V438,0002,2023,X,GR65,"",100,"","",X,"",X,X,UP03,WB01,"",X,"","","",X
1.67,7042,V439,0003,2022,X,GR71,X,100,"","","",X,X,"",UP02,WB02,"","",X,X,X,""
4.03,4751,V440,0001,2015,"",GR68,"",100,2,"","","","","",UP03,WB03,"",X,"",X,X,X
0.79,4169,V441,0003,2017,X,GR95,X,100,2,"","","","","",UP02,WB03,X,"","",X,"",""
4.02,10080,V442,0004,2023,X,GR92,X,100,3,X,X,"",X,"",UP02,WB03,X,"","",X,X,X
2.33,10392,V443,0004,2020,"",GR46,"",100,"","",X,X,X,"",UP01,WB03,X,"","",X,"",""
4.26,10152,V444,0002,2022,X,GR71,"",100,"","",X,"","",X,UP03,WB02,X,"","","",X,X
1.79,3251,V445,0003,2022,X,GR54,"",100,"",X,X,"","","",UP01,WB01,X,X,X,"",X,""
3.71,9548,V446,0001,2017,"",GR43,X,100,"","","",X,X,X,UP01,WB01,X,X,"",X,X,X
1.79,1533,V447,0002,2018,"",GR97,X,100,3,X,X,"","",X,UP03,WB02,"","","","","",X
1.45,8467,V448,0003,2025,"",GR93,"",100,3,"","","",X,X,UP02,WB01,X,X,"","",X,""
0.08,5284,V449,0004,2018,"",GR33,"",100,3,"",X,"","","",UP02,WB03,X,"",X,X,"",X
1.27,3767,V450,0002,2021,X,GR85,X,100,2,X,X,"",X,"",UP01,WB01,X,"",X,"",X,""
0.05,8485,V451,0003,2015,"",GR99,"",100,3,"","",X,X,"",UP03,WB02,"","","",X,X,""
2.48,2313,V452,0003,2019,"",GR26,X,100,2,"","",X,X,X,UP03,WB01,X,X,"","",X,X
0.31,6607,V453,0001,2019,"",GR87,X,100,2,"",X,X,"","",UP01,WB01,X,X,"","","",X
2.75,3987,V454,0002,2023,X,GR51,"",100,3,"","","",X,X,UP03,WB03,"",X,"",X,"",X
2.42,6546,V455,0002,2019,"",GR96,"",100,3,"","",X,X,X,UP01,WB01,X,X,X,X,X,X
4.36,8116,V456,0002,2022,"",GR14,"",100,3,"",X,X,X,"",UP03,WB01,"","","","",X,X
4.43,8457,V457,0004,2017,X,GR49,X,100,3,"","","","","",UP02,WB01,X,"",X,X,X,X
3.55,5463,V458,0001,2015,X,GR80,"",100,3,"","",X,"",X,UP01,WB02,X,"",X,"","",X
1.97,7532,V459,0002,2019,X,GR50,X,100,3,X,"","","","",UP03,WB02,"",X,X,"",X,""
3.23,4690,V460,0004,2020,"",GR26,"",100,3,X,"",X,"",X,UP01,WB02,"","",X,X,"",""
2.35,2914,V461,0004,2019,X,GR48,"",100,2,"",X,"","","",UP01,WB03,X,X,"",X,"",""
1.25,2224,V462,0003,2024,"",GR91,"",100,3,"","","","","",UP02,WB03,"",X,"","","",X
0.69,7523,V463,0002,2017,"",GR78,"",100,3,X,X,X,"",X,UP03,WB03,X,X,"","","",X
3.76,1739,V464,0001,2015,X,GR49,"",100,3,"",X,"",X,X,UP03,WB01,"",X,"","",X,""
1.07,1294,V465,0002,2021,X,GR12,X,100,"","","",X,X,"",UP01,WB01,X,"","",X,X,""
0.66,9892,V466,0002,2020,"",GR50,X,100,2,"",X,X,"",X,UP03,WB03,"","","","","",X
2.32,7111,V467,0001,2022,X,GR36,X,100,2,X,"","",X,X,UP02,WB03,"",X,X,X,"",""
3.71,8994,V468,0003,2023,"",GR56,"",100,"",X,"",X,"","",UP03,WB01,"",X,X,X,X,""
0.1,4660,V469,0003,2025,"",GR41,"",100,"",X,"","",X,X,UP02,WB03,X,X,X,"","",X
