MANDT,EKORG,EKOTX,BUKRS,TXADR,TXKOP,TXFUS,TXGRU,KALSE,MKALS,BPEFF,BUKRS_NTR
200,Z337,"Johnson, Carter and ",3100,"Johnson, Carter and Jordan, Paulmouth","Official Purchase Order - Johnson, Carter and Jordan",For inquiries contact: arthur24@example.net,Best Regards,Z001,MK0001,,3000
300,SGFD,Chang Inc,1100,"Chang Inc, Hansonfort",Official Purchase Order - Chang Inc,For inquiries contact: harringtontony@example.net,Kind Regards,RM01,PB0001,X,1100
400,RHTT,Fernandez LLC,1000,"Fernandez LLC, West Sarahburgh",Official Purchase Order - Fernandez LLC,For inquiries contact: ghayes@example.org,Sincerely,Z002,MK0001,X,4100
100,74AD,Navarro-Martin,3100,"Navarro-Martin, Jacquelinemouth",Official Purchase Order - Navarro-Martin,For inquiries contact: tanyacoleman@example.org,With Thanks,RM01,PB0002,,3000
200,QXIN,Johnson Inc,2100,"Johnson Inc, Randallburgh",Official Purchase Order - Johnson Inc,For inquiries contact: jamesjackson@example.net,With Thanks,PR02,ZPB002,,2000
300,IIJN,May Ltd,3100,"May Ltd, Hartland",Official Purchase Order - May Ltd,For inquiries contact: mccormickjason@example.com,Sincerely,Z002,MK0002,X,1100
400,OFQE,Ewing Group,2100,"Ewing Group, Port Karenfurt",Official Purchase Order - Ewing Group,For inquiries contact: lhurst@example.com,With Thanks,PR02,PB0002,X,3000
100,B95O,"Blanchard, Reynolds ",2000,"Blanchard, Reynolds and Mata, Warrenfurt","Official Purchase Order - Blanchard, Reynolds and Mata",For inquiries contact: richardburns@example.com,Kind Regards,PR01,ZPB002,X,3100
200,SSDV,Hamilton PLC,4100,"Hamilton PLC, South Elizabeth",Official Purchase Order - Hamilton PLC,For inquiries contact: beverly00@example.com,Best Regards,Z001,MK0001,,3100
300,AGTG,Frederick Inc,4000,"Frederick Inc, South Charles",Official Purchase Order - Frederick Inc,For inquiries contact: christophergomez@example.net,Kind Regards,RM01,PB0001,X,4100
400,UA9O,Preston-Rubio,4000,"Preston-Rubio, Webstermouth",Official Purchase Order - Preston-Rubio,For inquiries contact: danielpatterson@example.org,Kind Regards,PR02,PB0001,,4100
100,0LZJ,Stuart-Oliver,1000,"Stuart-Oliver, Drewfort",Official Purchase Order - Stuart-Oliver,For inquiries contact: cmoss@example.net,Sincerely,RM01,MK0001,,4100
200,FU84,Smith-Evans,1000,"Smith-Evans, Saraville",Official Purchase Order - Smith-Evans,For inquiries contact: andrerodriguez@example.net,With Thanks,PR01,MK0001,X,3000
300,EFJA,Hunt-Alvarez,3100,"Hunt-Alvarez, South Alexander",Official Purchase Order - Hunt-Alvarez,For inquiries contact: joseph87@example.com,With Thanks,PR02,ZPB002,X,3100
400,EAVE,Velez Ltd,2000,"Velez Ltd, Aliciaberg",Official Purchase Order - Velez Ltd,For inquiries contact: gpeters@example.net,Kind Regards,RM01,MK0001,X,2000
100,DJKL,Mcdaniel PLC,4100,"Mcdaniel PLC, East Jennifer",Official Purchase Order - Mcdaniel PLC,For inquiries contact: garzapaige@example.net,With Thanks,PR02,ZPB001,X,2000
200,P0HZ,"Lewis, Mason and Esc",4000,"Lewis, Mason and Escobar, Erikmouth","Official Purchase Order - Lewis, Mason and Escobar",For inquiries contact: millerjessica@example.net,With Thanks,RM01,MK0001,,3000
300,4PU6,Jones-Smith,1000,"Jones-Smith, Lake Derekberg",Official Purchase Order - Jones-Smith,For inquiries contact: yfreeman@example.net,Kind Regards,PR01,PB0001,,3000
400,N417,Lee-Knight,1000,"Lee-Knight, South Ronald",Official Purchase Order - Lee-Knight,For inquiries contact: zperez@example.org,Sincerely,RM01,PB0002,,4100
100,HE0F,Webster-Briggs,3100,"Webster-Briggs, South Donna",Official Purchase Order - Webster-Briggs,For inquiries contact: bramos@example.org,Kind Regards,RM02,PB0002,X,4100
200,5WMG,Glass-Wilkins,3100,"Glass-Wilkins, Donnafort",Official Purchase Order - Glass-Wilkins,For inquiries contact: john07@example.org,Best Regards,RM01,MK0001,,1000
300,55CU,"Harmon, Adkins and T",2100,"Harmon, Adkins and Thomas, Moralesview","Official Purchase Order - Harmon, Adkins and Thomas",For inquiries contact: srice@example.com,Kind Regards,PR01,ZPB002,X,4000
400,1J0F,"Hamilton, Davidson a",4100,"Hamilton, Davidson and Reyes, East Christophertown","Official Purchase Order - Hamilton, Davidson and Reyes",For inquiries contact: xmorales@example.org,Kind Regards,Z001,ZPB001,X,3100
100,XGMP,"Hernandez, Miles and",2000,"Hernandez, Miles and Crawford, Matthewborough","Official Purchase Order - Hernandez, Miles and Crawford",For inquiries contact: monica09@example.net,Sincerely,Z002,PB0001,,2100
200,C4FH,Jones LLC,3000,"Jones LLC, South Angelaton",Official Purchase Order - Jones LLC,For inquiries contact: lsims@example.net,Kind Regards,Z002,PB0002,,2100
300,9YCS,Parks-Woodward,2100,"Parks-Woodward, Monroeberg",Official Purchase Order - Parks-Woodward,For inquiries contact: ojackson@example.com,Best Regards,Z001,PB0002,,2000
400,UMMW,Smith-Osborn,4000,"Smith-Osborn, Jasonburgh",Official Purchase Order - Smith-Osborn,For inquiries contact: ksmith@example.com,With Thanks,PR02,PB0001,,1100
100,DA24,"Hill, Price and Mile",3000,"Hill, Price and Miles, West Meredith","Official Purchase Order - Hill, Price and Miles",For inquiries contact: hsantana@example.org,Sincerely,Z002,ZPB001,X,1100
200,AVE7,Cervantes-Larson,3000,"Cervantes-Larson, Jenniferhaven",Official Purchase Order - Cervantes-Larson,For inquiries contact: dabbott@example.org,Sincerely,Z001,ZPB001,,1100
300,H7RE,Walton Group,2000,"Walton Group, North Karafurt",Official Purchase Order - Walton Group,For inquiries contact: bob06@example.com,With Thanks,RM02,PB0002,X,3000
400,S60K,Rodriguez-Warren,2100,"Rodriguez-Warren, Bishopberg",Official Purchase Order - Rodriguez-Warren,For inquiries contact: jessica87@example.net,Kind Regards,PR01,MK0002,,3000
100,IDJI,Huff-Stewart,1000,"Huff-Stewart, Vanessatown",Official Purchase Order - Huff-Stewart,For inquiries contact: arivera@example.com,Sincerely,RM01,MK0001,,3000
200,NLP2,Lane-Garrett,2100,"Lane-Garrett, North Kevin",Official Purchase Order - Lane-Garrett,For inquiries contact: hudsonlance@example.com,With Thanks,Z002,MK0002,,4000
300,A7YJ,"Macdonald, Mathews a",4100,"Macdonald, Mathews and Miranda, Diazmouth","Official Purchase Order - Macdonald, Mathews and Miranda",For inquiries contact: garzacharles@example.com,Kind Regards,Z001,MK0002,,1000
400,YBOV,Williams and Sons,1100,"Williams and Sons, East Ronald",Official Purchase Order - Williams and Sons,For inquiries contact: regina67@example.net,Best Regards,RM02,MK0002,X,4000
100,CD31,"Moore, Bennett and T",4000,"Moore, Bennett and Turner, Rachelville","Official Purchase Order - Moore, Bennett and Turner",For inquiries contact: qfrench@example.org,With Thanks,PR02,PB0001,,3100
200,FWDC,Mills-Doyle,1100,"Mills-Doyle, Wardside",Official Purchase Order - Mills-Doyle,For inquiries contact: agarcia@example.net,Best Regards,PR02,MK0001,X,2100
300,BILQ,Sandoval Inc,2000,"Sandoval Inc, Port Brandifurt",Official Purchase Order - Sandoval Inc,For inquiries contact: echristensen@example.com,Kind Regards,RM02,ZPB002,X,4100
400,0MZH,Jackson and Sons,3000,"Jackson and Sons, Pattersontown",Official Purchase Order - Jackson and Sons,For inquiries contact: joseph71@example.net,Best Regards,Z002,MK0001,,3000
100,BLEJ,Cunningham-Hopkins,2100,"Cunningham-Hopkins, New Brett",Official Purchase Order - Cunningham-Hopkins,For inquiries contact: fernandezwilliam@example.com,Best Regards,Z002,PB0001,,3100
200,8UT0,Marquez PLC,1100,"Marquez PLC, West Jessica",Official Purchase Order - Marquez PLC,For inquiries contact: cynthia14@example.org,Sincerely,RM02,PB0001,X,1100
300,AFI4,Johnson-Robinson,1100,"Johnson-Robinson, New Christopherburgh",Official Purchase Order - Johnson-Robinson,For inquiries contact: hernandezkristi@example.net,Sincerely,RM02,ZPB002,X,4100
400,3T4H,Perez-Rogers,2100,"Perez-Rogers, Lake Tina",Official Purchase Order - Perez-Rogers,For inquiries contact: martinroger@example.com,Best Regards,RM01,PB0001,X,2000
100,DIRL,"Thompson, Sandoval a",3100,"Thompson, Sandoval and Simmons, Philipton","Official Purchase Order - Thompson, Sandoval and Simmons",For inquiries contact: ericksonzachary@example.com,Best Regards,PR01,MK0002,,3000
200,8JPR,Jones-Flowers,3000,"Jones-Flowers, Lake Davidland",Official Purchase Order - Jones-Flowers,For inquiries contact: arthur61@example.com,Best Regards,RM02,PB0002,,3100
300,6AK3,Brennan-King,4000,"Brennan-King, South Tonya",Official Purchase Order - Brennan-King,For inquiries contact: flambert@example.net,Best Regards,Z001,ZPB002,,4100
400,YG1H,Brown-Williams,2100,"Brown-Williams, Derekhaven",Official Purchase Order - Brown-Williams,For inquiries contact: usullivan@example.com,Kind Regards,RM01,ZPB001,X,4000
100,SA6S,"Pugh, Smith and Fry",2000,"Pugh, Smith and Fry, Lake Feliciamouth","Official Purchase Order - Pugh, Smith and Fry",For inquiries contact: oscarrogers@example.org,With Thanks,PR01,ZPB001,,2000
200,W1V4,"Figueroa, Benjamin a",2000,"Figueroa, Benjamin and Guerra, Hillville","Official Purchase Order - Figueroa, Benjamin and Guerra",For inquiries contact: toddbriggs@example.net,Kind Regards,PR01,ZPB001,,1000
300,187O,Garcia and Sons,1100,"Garcia and Sons, North Kevin",Official Purchase Order - Garcia and Sons,For inquiries contact: abautista@example.com,Sincerely,PR01,MK0001,X,1000
400,S2E2,"Johnson, Franklin an",2100,"Johnson, Franklin and Richardson, Karinashire","Official Purchase Order - Johnson, Franklin and Richardson",For inquiries contact: zmurphy@example.org,Sincerely,Z002,ZPB002,X,3000
100,LPGU,Reed-Shaffer,1100,"Reed-Shaffer, Johnsonton",Official Purchase Order - Reed-Shaffer,For inquiries contact: robert84@example.com,Sincerely,PR02,MK0002,X,1100
200,DIA5,Suarez and Sons,3100,"Suarez and Sons, Lake Sarahside",Official Purchase Order - Suarez and Sons,For inquiries contact: mccarthyronald@example.net,With Thanks,Z001,MK0002,X,1100
300,A8NZ,"Faulkner, Thompson a",1000,"Faulkner, Thompson and Jennings, Jessicachester","Official Purchase Order - Faulkner, Thompson and Jennings",For inquiries contact: leechristopher@example.org,Sincerely,PR02,PB0001,,4100
400,4OEB,Orr Inc,4000,"Orr Inc, South Jonathan",Official Purchase Order - Orr Inc,For inquiries contact: davidhernandez@example.org,Sincerely,RM01,ZPB001,X,1100
100,NJMV,"Barnes, Mendez and H",2000,"Barnes, Mendez and Hunt, Johnsonfort","Official Purchase Order - Barnes, Mendez and Hunt",For inquiries contact: uanthony@example.com,Kind Regards,RM01,ZPB002,X,2000
200,ODPX,Cox LLC,2000,"Cox LLC, Taylorborough",Official Purchase Order - Cox LLC,For inquiries contact: tyler46@example.net,Kind Regards,PR02,MK0002,,1100
300,34UD,"Brown, Campbell and ",3100,"Brown, Campbell and Rogers, Christinetown","Official Purchase Order - Brown, Campbell and Rogers",For inquiries contact: david80@example.net,With Thanks,RM02,PB0001,,4000
400,X55P,Carlson-Mejia,4000,"Carlson-Mejia, West Nicholasborough",Official Purchase Order - Carlson-Mejia,For inquiries contact: peterglenn@example.com,Best Regards,Z001,MK0002,X,4100
100,60V3,Luna LLC,1100,"Luna LLC, North Jessestad",Official Purchase Order - Luna LLC,For inquiries contact: anthonymcdonald@example.org,Best Regards,Z002,MK0002,,3100
200,HDSZ,Perez and Sons,3100,"Perez and Sons, Robertfort",Official Purchase Order - Perez and Sons,For inquiries contact: vbeck@example.com,Sincerely,PR01,PB0002,X,3100
300,683P,"Delgado, Mccall and ",1100,"Delgado, Mccall and Griffin, South Sheilaland","Official Purchase Order - Delgado, Mccall and Griffin",For inquiries contact: romerotonya@example.net,Sincerely,Z001,ZPB002,,1100
400,6UAM,"Gould, Smith and Rio",1000,"Gould, Smith and Rios, Simpsonburgh","Official Purchase Order - Gould, Smith and Rios",For inquiries contact: kayla85@example.com,Best Regards,Z002,PB0001,,4100
100,HZH1,Peterson Ltd,4100,"Peterson Ltd, Johnsonborough",Official Purchase Order - Peterson Ltd,For inquiries contact: james49@example.org,Best Regards,PR01,MK0001,X,2100
200,SNBT,Roman-Jones,2000,"Roman-Jones, North Jesusmouth",Official Purchase Order - Roman-Jones,For inquiries contact: coconnell@example.com,Sincerely,PR01,PB0002,X,2000
300,U3BF,"Perez, Robinson and ",1000,"Perez, Robinson and Fitzpatrick, Maryview","Official Purchase Order - Perez, Robinson and Fitzpatrick",For inquiries contact: conniemitchell@example.com,Best Regards,Z001,PB0002,X,2000
400,D7KL,Jordan Group,3000,"Jordan Group, Jasonburgh",Official Purchase Order - Jordan Group,For inquiries contact: ygriffith@example.net,Best Regards,Z002,MK0002,X,3000
100,I874,"Cohen, Schaefer and ",2100,"Cohen, Schaefer and King, North Lindsayberg","Official Purchase Order - Cohen, Schaefer and King",For inquiries contact: robert16@example.com,Sincerely,Z001,ZPB002,X,2000
200,D9ER,Reynolds LLC,4100,"Reynolds LLC, Lake Jeremy",Official Purchase Order - Reynolds LLC,For inquiries contact: reedbruce@example.net,Best Regards,PR01,ZPB001,X,4100
300,QZFH,Hudson-Wood,4000,"Hudson-Wood, Williamfurt",Official Purchase Order - Hudson-Wood,For inquiries contact: stephenmorgan@example.org,Best Regards,PR01,ZPB002,,3000
400,ZHWJ,"Wright, Brown and Ag",2100,"Wright, Brown and Aguirre, Lake Eric","Official Purchase Order - Wright, Brown and Aguirre",For inquiries contact: davisthomas@example.com,Best Regards,RM02,ZPB002,X,2000
100,UHWY,Padilla-Patterson,4100,"Padilla-Patterson, Allenfort",Official Purchase Order - Padilla-Patterson,For inquiries contact: sonya11@example.com,Kind Regards,PR01,MK0002,,1100
200,CQXC,Garcia Ltd,1000,"Garcia Ltd, Port Ryan",Official Purchase Order - Garcia Ltd,For inquiries contact: robertlane@example.com,With Thanks,PR01,MK0002,,2100
300,IYBA,Harrison PLC,3000,"Harrison PLC, Michaelbury",Official Purchase Order - Harrison PLC,For inquiries contact: johnsonjohn@example.net,With Thanks,PR02,MK0002,,3100
400,EUBF,"Patterson, Weaver an",4100,"Patterson, Weaver and Mays, Leeport","Official Purchase Order - Patterson, Weaver and Mays",For inquiries contact: tayloralbert@example.com,Sincerely,RM01,MK0002,,4000
100,1TV1,Gray-Cole,1100,"Gray-Cole, Johnfort",Official Purchase Order - Gray-Cole,For inquiries contact: lawsonjon@example.org,Best Regards,PR02,MK0001,X,2100
200,RHDV,Richardson and Sons,2100,"Richardson and Sons, Carlostown",Official Purchase Order - Richardson and Sons,For inquiries contact: danielbrown@example.net,Sincerely,PR02,PB0002,,2000
300,PRGA,Evans and Sons,4100,"Evans and Sons, New Sandra",Official Purchase Order - Evans and Sons,For inquiries contact: martin40@example.org,Best Regards,RM01,ZPB001,X,1000
400,C0XE,Woods LLC,4000,"Woods LLC, West Jonathanview",Official Purchase Order - Woods LLC,For inquiries contact: ericwood@example.org,Best Regards,Z001,ZPB002,,4100
100,IBJU,Porter PLC,2100,"Porter PLC, Lake Albert",Official Purchase Order - Porter PLC,For inquiries contact: joshua14@example.net,Kind Regards,Z002,MK0001,X,4000
200,673K,"Cruz, Franklin and C",1100,"Cruz, Franklin and Caldwell, Romeroborough","Official Purchase Order - Cruz, Franklin and Caldwell",For inquiries contact: danatanner@example.com,With Thanks,RM02,ZPB001,X,1000
300,PH1D,Meyer and Sons,1000,"Meyer and Sons, Lake Ryanton",Official Purchase Order - Meyer and Sons,For inquiries contact: heather09@example.net,Kind Regards,RM01,ZPB001,,3000
400,Y5SI,"Odonnell, Navarro an",2100,"Odonnell, Navarro and Weaver, Williamsfort","Official Purchase Order - Odonnell, Navarro and Weaver",For inquiries contact: charlesrichardson@example.org,With Thanks,PR02,ZPB002,X,2000
100,M8L1,"Hensley, Lucas and T",1000,"Hensley, Lucas and Tanner, Estesport","Official Purchase Order - Hensley, Lucas and Tanner",For inquiries contact: laura00@example.com,With Thanks,RM02,MK0002,,3100
200,OF6T,Mcdaniel-Wright,4100,"Mcdaniel-Wright, Lake Evanburgh",Official Purchase Order - Mcdaniel-Wright,For inquiries contact: levans@example.org,Sincerely,RM02,ZPB002,X,2000
300,K30L,Ramos LLC,1100,"Ramos LLC, Kimberlystad",Official Purchase Order - Ramos LLC,For inquiries contact: suarezjeffrey@example.net,Kind Regards,RM02,MK0002,,3000
400,KOF9,Torres Group,3100,"Torres Group, Susanshire",Official Purchase Order - Torres Group,For inquiries contact: isaac32@example.com,Best Regards,PR02,ZPB002,X,2100
100,222G,Chandler Group,3000,"Chandler Group, Kimberlyburgh",Official Purchase Order - Chandler Group,For inquiries contact: eblake@example.com,Best Regards,PR01,PB0001,X,4000
200,C2EX,Kelley-Allen,2100,"Kelley-Allen, Davidstad",Official Purchase Order - Kelley-Allen,For inquiries contact: jessica62@example.com,With Thanks,Z002,PB0002,,1000
300,61XS,Morris and Sons,2000,"Morris and Sons, Patriciastad",Official Purchase Order - Morris and Sons,For inquiries contact: traci91@example.net,With Thanks,Z001,PB0001,,2000
400,82IJ,"Moreno, Chang and Br",3100,"Moreno, Chang and Brown, Thomasview","Official Purchase Order - Moreno, Chang and Brown",For inquiries contact: julie95@example.net,Sincerely,PR02,MK0001,X,2100
100,3YQM,Lewis-Lawson,3000,"Lewis-Lawson, North Karenland",Official Purchase Order - Lewis-Lawson,For inquiries contact: nancytrujillo@example.org,Best Regards,RM02,MK0002,,3100
200,AIET,Doyle Inc,4100,"Doyle Inc, North Melissa",Official Purchase Order - Doyle Inc,For inquiries contact: wgarcia@example.net,Kind Regards,PR01,MK0001,X,4000
300,BV0D,Barnes-Kelly,4100,"Barnes-Kelly, Port Krystalmouth",Official Purchase Order - Barnes-Kelly,For inquiries contact: marygarcia@example.org,Kind Regards,RM01,PB0001,,2000
400,WTW4,Leon Ltd,4000,"Leon Ltd, East Tonya",Official Purchase Order - Leon Ltd,For inquiries contact: samuelfrederick@example.org,Best Regards,Z002,PB0002,,3000
100,2ZU6,"Mason, Smith and Bro",3100,"Mason, Smith and Brown, Campbellside","Official Purchase Order - Mason, Smith and Brown",For inquiries contact: ajones@example.com,Kind Regards,PR02,ZPB001,X,1100
200,0JJS,Mills-Johnson,3000,"Mills-Johnson, Port Sarah",Official Purchase Order - Mills-Johnson,For inquiries contact: brownsarah@example.com,Sincerely,Z001,ZPB001,X,3100
300,8DKM,Rivera-Blevins,2100,"Rivera-Blevins, West Melindabury",Official Purchase Order - Rivera-Blevins,For inquiries contact: pmoore@example.org,Sincerely,RM01,ZPB001,,3100
400,VRCT,"Daugherty, Cruz and ",1100,"Daugherty, Cruz and Ayala, Josephport","Official Purchase Order - Daugherty, Cruz and Ayala",For inquiries contact: smcintosh@example.net,Best Regards,RM01,MK0002,,1100
100,OUQX,Smith LLC,3100,"Smith LLC, Brettborough",Official Purchase Order - Smith LLC,For inquiries contact: michealburke@example.com,Kind Regards,RM02,PB0002,X,4100
